alpha,t
0.0973737373737374,0
0.0987878787878788,0.02
0.0991919191919192,0.3533334
0.133535353535354,0.4539634
0.11979797979798,0.548681
0.106464646464646,0.6482493
0.0917171717171717,0.7460182
0.0743434343434344,0.8430793
0.0587878787878788,0.9350184
0.0494949494949495,1.02977
0.0434343434343434,1.125137
0.0412121212121212,1.222417
0.0387878787878788,1.318339
0.0365656565656566,1.411322
0.0333333333333333,1.511503
0.0325252525252525,1.604762
0.0307070707070707,1.694227
0.0305050505050505,1.81993
0.0290909090909091,1.918802
0.0286868686868687,2.011427
0.0272727272727273,2.157803
0.0266666666666667,2.254168
0.0272727272727273,2.34402
0.0274747474747475,2.436781
0.0276767676767677,2.535047
0.0276767676767677,2.632337
0.0278787878787879,2.736602
0.0290909090909091,2.830212
0.0298989898989899,2.925923
0.0292929292929293,3.019152
0.0284848484848485,3.109325
0.0282828282828283,3.204005
0.0276767676767677,3.296434
0.0280808080808081,3.393154
0.0272727272727273,3.490752
0.0264646464646465,3.582278
0.0264646464646465,3.677238
0.0250505050505051,3.774244
0.0246464646464646,3.869284
0.0242424242424242,3.962206
0.0254545454545455,4.05825
0.0250505050505051,4.208141
0.0248484848484848,4.317434
0.0250505050505051,4.4075
0.0248484848484848,4.501336
0.024040404040404,4.593367
0.0236363636363636,4.687408
0.0242424242424242,4.780147
0.0244444444444444,4.919767
0.0246464646464646,5.029524
0.0228282828282828,5.121454
0.0218181818181818,5.216511
0.0214141414141414,5.309515
0.0216161616161616,5.405585
0.021010101010101,5.500235
0.02,5.594738
0.0197979797979798,5.689487
0.0193939393939394,5.782712
0.018989898989899,5.875152
0.0185858585858586,5.963911
0.018989898989899,6.059273
0.0193939393939394,6.152287
0.0187878787878788,6.247176
0.0185858585858586,6.34021
0.0183838383838384,6.434613
0.017979797979798,6.52807
0.0175757575757576,6.623281
0.0175757575757576,6.725328
0.016969696969697,6.821218
0.016969696969697,6.917064
0.0177777777777778,7.009052
0.0177777777777778,7.103401
0.017979797979798,7.196068
0.0183838383838384,7.289283
0.0173737373737374,7.383951
0.0171717171717172,7.477496
0.0171717171717172,7.572999
0.0167676767676768,7.667683
0.0165656565656566,7.766241
0.0165656565656566,7.859422
0.0161616161616162,7.952827
0.0153535353535354,8.044453
0.0153535353535354,8.138004
