alpha,t
0.107676767676768,0
0.107070707070707,0.02
0.109292929292929,0.3533334
0.23979797979798,0.4888909
0.274747474747475,0.6063982
0.269090909090909,0.7011762
0.244848484848485,0.7903746
0.208888888888889,0.8753694
0.175353535353535,0.9755434
0.143232323232323,1.06468
0.117979797979798,1.153419
0.1,1.248813
0.0848484848484849,1.335944
0.0735353535353535,1.423887
0.0660606060606061,1.522147
0.0597979797979798,1.60586
0.0561616161616162,1.693555
0.0551515151515152,1.796675
0.0555555555555556,1.882397
0.0535353535353535,1.965663
0.0535353535353535,2.057921
0.0529292929292929,2.145118
0.0523232323232323,2.228853
0.0515151515151515,2.320622
0.0517171717171717,2.406979
0.0525252525252525,2.49243
0.0545454545454545,2.588526
0.0557575757575758,2.674448
0.056969696969697,2.761152
0.0577777777777778,2.851733
0.0583838383838384,2.940027
0.0587878787878788,3.026893
0.0608080808080808,3.124372
0.0624242424242424,3.205532
0.0626262626262626,3.291399
0.0636363636363636,3.403789
0.064040404040404,3.487856
0.0650505050505051,3.572957
0.0648484848484849,3.677346
0.0642424242424242,3.763296
0.061010101010101,3.851556
0.0585858585858586,3.945945
0.0571717171717172,4.031929
0.0545454545454545,4.118863
0.0521212121212121,4.208053
0.0507070707070707,4.296192
0.0505050505050505,4.381309
0.0513131313131313,4.484996
0.0507070707070707,4.568722
0.0507070707070707,4.656742
0.0494949494949495,4.75853
0.0490909090909091,4.844006
0.0488888888888889,4.929988
0.0478787878787879,5.033525
0.0470707070707071,5.120791
0.0448484848484848,5.206872
0.044040404040404,5.305852
0.0452525252525253,5.389729
0.044040404040404,5.478081
0.044040404040404,5.578532
0.0426262626262626,5.66115
0.0426262626262626,5.750153
0.0428282828282828,5.851814
0.0432323232323232,5.934659
0.0426262626262626,6.020989
0.0426262626262626,6.111298
0.0426262626262626,6.19771
0.0432323232323232,6.284505
0.0424242424242424,6.388463
0.043030303030303,6.472899
0.0436363636363636,6.557445
0.0438383838383838,6.645858
0.0444444444444444,6.72935
0.0448484848484848,6.816743
0.045050505050505,6.933448
0.0448484848484848,7.017801
0.0456565656565657,7.115563
0.0466666666666667,7.201529
0.0470707070707071,7.285302
0.0466666666666667,7.378243
0.0470707070707071,7.470833
0.0472727272727273,7.556901
0.0474747474747475,7.653575
0.0468686868686869,7.739174
0.0476767676767677,7.825975
0.0482828282828283,7.927732
0.0490909090909091,8.015771
0.0498989898989899,8.099407
0.0503030303030303,8.200479
0.0531313131313131,8.284136
0.0535353535353535,8.37399
0.0549494949494949,8.497052
0.057979797979798,8.582488
0.0595959595959596,8.691633
0.0604040404040404,8.774439
0.06,8.863472
0.0608080808080808,8.951623
0.0616161616161616,9.037903
0.0632323232323232,9.125801
0.0652525252525253,9.226003
0.0674747474747475,9.310426
0.0690909090909091,9.393087
0.0705050505050505,9.482602
0.0709090909090909,9.568266
0.0743434343434344,9.65839
0.0804040404040404,9.757389
0.083030303030303,9.844951
0.0856565656565657,9.931393
0.0919191919191919,10.02121
0.0983838383838384,10.10872
0.102626262626263,10.19786
0.109090909090909,10.2948
0.113535353535354,10.37968
0.117575757575758,10.46542
0.118585858585859,10.55366
0.122222222222222,10.64005
0.12,10.72724
0.115959595959596,10.81715
0.114545454545455,10.90449
0.116767676767677,10.99063
0.113333333333333,11.08606
0.113737373737374,11.17239
0.112929292929293,11.25903
0.10969696969697,11.3483
0.107878787878788,11.44579
0.105454545454545,11.53211
0.097979797979798,11.62556
0.0945454545454545,11.71458
0.0911111111111111,11.7968
0.0878787878787879,11.89815
0.0846464646464647,11.98296
0.0848484848484849,12.07001
0.0824242424242424,12.17352
0.0822222222222222,12.26234
0.083030303030303,12.35041
0.0866666666666667,12.44919
0.0876767676767677,12.53628
0.0880808080808081,12.62429
0.0854545454545455,12.72251
0.0838383838383838,12.80815
0.0834343434343434,12.89657
0.0763636363636364,13.00035
0.0717171717171717,13.08304
0.0688888888888889,13.17149
0.0676767676767677,13.27491
0.0670707070707071,13.35871
0.0670707070707071,13.4482
0.0648484848484849,13.53535
0.0654545454545455,13.62367
0.0676767676767677,13.70923
0.0676767676767677,13.79839
0.0696969696969697,13.88538
0.0719191919191919,13.9711
0.075959595959596,14.06086
0.0785858585858586,14.14918
0.076969696969697,14.23139
0.0773737373737374,14.33282
0.0761616161616162,14.41648
0.0747474747474747,14.50578
0.0741414141414141,14.5955
0.0727272727272727,14.67972
0.0713131313131313,14.76689
0.0713131313131313,14.87525
0.0709090909090909,14.9621
0.0698989898989899,15.04748
0.0694949494949495,15.15588
0.0688888888888889,15.24115
0.0682828282828283,15.32963
0.0682828282828283,15.43302
0.0676767676767677,15.51961
0.0664646464646465,15.60839
0.0678787878787879,15.71049
0.0682828282828283,15.79544
0.0678787878787879,15.88235
0.0680808080808081,15.97087
0.0682828282828283,16.05596
0.0690909090909091,16.14376
0.0719191919191919,16.24515
0.0731313131313131,16.33261
0.0741414141414141,16.41993
0.075959595959596,16.5231
0.077979797979798,16.60567
0.0777777777777778,16.69497
0.0785858585858586,16.7961
0.0802020202020202,16.88269
0.0826262626262626,16.96917
0.0828282828282828,17.07076
0.0870707070707071,17.15597
0.0884848484848485,17.24266
0.0941414141414141,17.33735
0.0939393939393939,17.42245
0.0967676767676768,17.51072
0.10040404040404,17.59978
0.104040404040404,17.68775
0.104848484848485,17.77497
0.108080808080808,17.87396
0.11010101010101,17.96241
0.111919191919192,18.04737
0.115353535353535,18.14602
0.117171717171717,18.23276
0.114141414141414,18.32581
0.112929292929293,18.44609
0.110707070707071,18.53148
0.109494949494949,18.63886
0.111111111111111,18.728
0.11030303030303,18.81662
0.105252525252525,18.91502
0.103030303030303,19.00253
0.101010101010101,19.08673
0.100606060606061,19.19619
0.096969696969697,19.28147
0.0971717171717172,19.37225
0.0945454545454545,19.48871
0.0927272727272727,19.57504
0.0898989898989899,19.66578
0.0888888888888889,19.75329
0.0878787878787879,19.84265
0.0850505050505051,19.94689
0.0832323232323232,20.0312
0.0812121212121212,20.11938
0.0818181818181818,20.22076
0.084040404040404,20.30506
0.0838383838383838,20.39338
0.0838383838383838,20.49403
0.0842424242424242,20.5806
0.0836363636363636,20.66886
0.084040404040404,20.76982
0.0818181818181818,20.85827
0.0785858585858586,20.94698
0.076969696969697,21.04349
0.0761616161616162,21.12867
0.0739393939393939,21.21753
0.0735353535353535,21.31821
0.0731313131313131,21.40396
0.0731313131313131,21.49097
0.0727272727272727,21.59492
0.0723232323232323,21.68044
0.0725252525252525,21.76993
0.0721212121212121,21.87054
0.0723232323232323,21.95586
0.0715151515151515,22.04034
0.0721212121212121,22.13932
0.0717171717171717,22.22699
0.0721212121212121,22.31179
0.0725252525252525,22.40245
0.0731313131313131,22.48636
0.0725252525252525,22.57273
0.0723232323232323,22.6679
0.0705050505050505,22.75547
0.0707070707070707,22.8419
0.0713131313131313,22.94019
0.0721212121212121,23.02315
0.0727272727272727,23.11265
0.0731313131313131,23.2128
0.0725252525252525,23.29753
0.0727272727272727,23.38461
0.0727272727272727,23.48863
0.0743434343434344,23.57449
0.0763636363636364,23.66049
0.0765656565656566,23.75631
0.0783838383838384,23.8433
0.08,23.92971
0.0795959595959596,24.01697
0.0826262626262626,24.10385
0.0844444444444444,24.1912
0.0858585858585859,24.29342
0.0856565656565657,24.37812
0.0846464646464647,24.46944
0.0876767676767677,24.56512
0.0876767676767677,24.65206
0.0896969696969697,24.73992
0.0931313131313131,24.82887
0.0943434343434343,24.91453
0.094949494949495,24.99847
0.0963636363636364,25.08687
0.0985858585858586,25.17268
0.0997979797979798,25.26003
0.0977777777777778,25.3625
0.0963636363636364,25.44952
0.0963636363636364,25.5364
0.0937373737373737,25.63053
0.094949494949495,25.71411
0.0917171717171717,25.79832
0.0909090909090909,25.90659
0.0921212121212121,25.99042
0.0931313131313131,26.07926
0.0913131313131313,26.18068
0.0913131313131313,26.26612
0.0921212121212121,26.35242
0.0945454545454545,26.44355
0.0945454545454545,26.53246
0.0939393939393939,26.62057
0.0945454545454545,26.72362
0.0951515151515152,26.80692
0.0915151515151515,26.89527
0.0898989898989899,26.99769
0.0898989898989899,27.08356
0.0888888888888889,27.1722
0.0850505050505051,27.27464
0.0842424242424242,27.35866
0.0838383838383838,27.45374
0.0832323232323232,27.561
0.0856565656565657,27.64451
0.0848484848484849,27.73152
0.0842424242424242,27.83568
0.0850505050505051,27.91928
0.0834343434343434,28.00413
0.0806060606060606,28.09845
0.077979797979798,28.18214
0.0753535353535354,28.26723
0.0749494949494949,28.36233
0.0743434343434344,28.4458
0.0729292929292929,28.53266
0.0741414141414141,28.6363
0.0737373737373737,28.71997
0.0745454545454545,28.80742
0.0733333333333333,28.91123
0.0721212121212121,28.99426
0.0727272727272727,29.08139
0.0719191919191919,29.18549
0.0719191919191919,29.26941
0.0731313131313131,29.35802
0.0749494949494949,29.48086
0.0733333333333333,29.56989
0.0733333333333333,29.68224
0.0731313131313131,29.76531
0.0743434343434344,29.85209
0.0757575757575758,29.95516
0.0757575757575758,30.03851
0.0751515151515152,30.12536
0.076969696969697,30.22897
0.0785858585858586,30.31393
0.0783838383838384,30.40368
0.0808080808080808,30.50152
0.0824242424242424,30.5878
0.0850505050505051,30.67342
0.0868686868686869,30.76782
0.0886868686868687,30.85353
0.0896969696969697,30.93995
0.0878787878787879,31.02935
0.0872727272727273,31.11555
0.0880808080808081,31.20207
0.0860606060606061,31.31284
0.0856565656565657,31.39661
0.0842424242424242,31.49222
0.0828282828282828,31.58636
0.0822222222222222,31.67391
0.083030303030303,31.75875
0.0834343434343434,31.84923
0.0850505050505051,31.93232
0.0854545454545455,32.01888
0.0852525252525252,32.12253
0.0874747474747475,32.2055
0.0892929292929293,32.29407
0.0888888888888889,32.39635
0.0915151515151515,32.48037
0.0927272727272727,32.5667
0.0915151515151515,32.67685
0.0888888888888889,32.7606
0.0870707070707071,32.84632
0.0866666666666667,32.9406
0.0878787878787879,33.02402
0.0878787878787879,33.11325
0.0890909090909091,33.21479
0.0925252525252525,33.30125
0.0935353535353535,33.38448
0.0947474747474747,33.47805
0.0981818181818182,33.56305
0.0977777777777778,33.65092
0.097979797979798,33.74532
0.0967676767676768,33.82924
0.096969696969697,33.91618
0.0957575757575758,34.00451
0.0951515151515152,34.09086
0.097979797979798,34.17592
0.0987878787878788,34.28471
0.1,34.37075
0.101010101010101,34.45602
0.102222222222222,34.55182
0.101010101010101,34.63816
0.0993939393939394,34.7244
0.096969696969697,34.81416
0.0915151515151515,34.90338
0.0898989898989899,34.98872
0.0870707070707071,35.08544
0.0860606060606061,35.16936
0.0826262626262626,35.25623
0.082020202020202,35.34777
0.0814141414141414,35.43263
0.0802020202020202,35.52747
0.0791919191919192,35.62684
0.0791919191919192,35.71142
0.0795959595959596,35.79857
0.0804040404040404,35.90266
0.0816161616161616,35.98783
0.0818181818181818,36.07195
0.082020202020202,36.16483
0.0834343434343434,36.25051
0.0838383838383838,36.33504
0.0844444444444444,36.42602
0.0854545454545455,36.51064
0.0874747474747475,36.59406
0.0884848484848485,36.68404
0.0901010101010101,36.77111
0.0915151515151515,36.85762
0.0917171717171717,36.96627
0.0925252525252525,37.04861
0.0933333333333333,37.13641
0.0935353535353535,37.2404
0.0943434343434343,37.3256
0.0945454545454545,37.41413
0.0939393939393939,37.5211
0.0957575757575758,37.60443
0.094949494949495,37.69221
0.0955555555555556,37.78832
0.0983838383838384,37.87494
0.101212121212121,37.96123
0.102222222222222,38.06075
0.104242424242424,38.14631
0.106666666666667,38.23254
0.106868686868687,38.33719
0.107474747474747,38.42334
0.106060606060606,38.50992
0.106060606060606,38.60504
0.108484848484848,38.6908
0.108888888888889,38.77731
0.108080808080808,38.87093
0.110505050505051,38.95926
0.113333333333333,39.04493
0.115959595959596,39.14284
0.118585858585859,39.23098
0.121212121212121,39.3179
0.121414141414141,39.41434
0.123232323232323,39.50896
0.124646464646465,39.59092
0.122424242424242,39.69319
0.12020202020202,39.77964
0.123030303030303,39.86536
0.120606060606061,39.97169
0.115555555555556,40.05632
0.112121212121212,40.14345
0.10989898989899,40.23238
0.108282828282828,40.32043
0.102424242424242,40.40627
0.0991919191919192,40.51409
0.0955555555555556,40.59711
0.0941414141414141,40.68602
0.0947474747474747,40.79015
0.0943434343434343,40.87733
0.0917171717171717,40.96564
0.0933333333333333,41.06342
0.0917171717171717,41.1511
0.0913131313131313,41.24082
0.0907070707070707,41.33649
0.0919191919191919,41.42185
0.0927272727272727,41.50971
0.095959595959596,41.61324
0.096969696969697,41.70005
0.0983838383838384,41.78725
0.0971717171717172,41.88954
0.0995959595959596,41.9731
0.0987878787878788,42.06189
0.0965656565656566,42.16502
0.0953535353535354,42.24687
0.0951515151515152,42.3313
0.095959595959596,42.4184
0.0967676767676768,42.50307
0.0973737373737374,42.58785
0.0975757575757576,42.68949
0.097979797979798,42.77832
0.0973737373737374,42.86488
0.0977777777777778,42.96812
0.0973737373737374,43.04895
0.0981818181818182,43.13348
0.0971717171717172,43.24152
0.100606060606061,43.32593
0.0975757575757576,43.41196
0.095959595959596,43.53285
0.0933333333333333,43.61875
0.0913131313131313,43.71362
0.0903030303030303,43.79915
0.0915151515151515,43.88422
0.0913131313131313,43.97487
0.0921212121212121,44.06026
0.0939393939393939,44.1455
0.0941414141414141,44.23377
0.0951515151515152,44.31915
0.0951515151515152,44.40554
0.0965656565656566,44.53294
0.098989898989899,44.61924
0.0997979797979798,44.7213
0.100808080808081,44.80586
0.0997979797979798,44.89495
0.0995959595959596,44.99501
0.101616161616162,45.07832
0.102626262626263,45.16674
0.104848484848485,45.26922
0.105656565656566,45.35493
0.105252525252525,45.44207
0.107272727272727,45.54256
0.108282828282828,45.62615
0.110909090909091,45.71471
0.112525252525253,45.81971
0.113737373737374,45.90463
0.111717171717172,45.98979
0.113333333333333,46.0815
0.113131313131313,46.16595
0.114949494949495,46.254
0.115757575757576,46.3554
0.117171717171717,46.44028
0.116363636363636,46.52785
0.114949494949495,46.63174
0.112121212121212,46.71456
0.108888888888889,46.80205
0.106464646464646,46.90594
0.105050505050505,46.99075
0.103838383838384,47.07817
0.0993939393939394,47.18174
0.0963636363636364,47.26476
0.0973737373737374,47.35343
0.0957575757575758,47.45708
0.0943434343434343,47.5437
0.0927272727272727,47.6298
0.0898989898989899,47.7239
0.0907070707070707,47.80672
0.0911111111111111,47.89558
0.0888888888888889,47.99809
0.0866666666666667,48.08094
0.0816161616161616,48.1657
