Boid,Speed,Time,
Boid0,7.514,.000
Boid1,4.000,.000
Boid2,4.000,.000
Boid3,4.000,.000
Boid4,5.265,.000
Boid5,10.735,.000
Boid6,13.450,.000
Boid7,4.695,.000
Boid8,9.301,.000
Boid9,5.888,.000
Boid10,5.396,.000
Boid11,4.148,.000
Boid12,4.000,.000
Boid13,7.241,.000
Boid14,4.000,.000
Boid15,5.445,.000
Boid16,8.860,.000
Boid17,20.044,.000
Boid18,11.076,.000
Boid19,11.687,.000
Boid20,4.000,.000
Boid21,9.059,.000
Boid22,10.889,.000
Boid23,5.867,.000
Boid24,6.931,.000
Boid25,4.988,.000
Boid26,7.926,.000
Boid27,6.023,.000
Boid28,4.150,.000
Boid29,13.327,.000
Boid30,6.407,.000
Boid31,13.839,.000
Boid32,13.754,.000
Boid33,6.031,.000
Boid34,4.137,.000
Boid35,6.653,.000
Boid36,4.748,.000
Boid37,6.368,.000
Boid38,7.345,.000
Boid39,18.189,.000
Boid40,4.000,.000
Boid41,4.000,.000
Boid42,4.000,.000
Boid43,4.000,.000
Boid44,4.000,.000
Boid45,4.000,.000
Boid46,17.518,.000
Boid47,5.345,.000
Boid48,5.967,.000
Boid49,5.682,.000
Boid50,16.497,.000
Boid51,4.690,.000
Boid52,11.573,.000
Boid53,4.000,.000
Boid54,5.041,.000
Boid55,4.698,.000
Boid56,19.631,.000
Boid57,4.000,.000
Boid58,17.327,.000
Boid59,4.182,.000
Boid60,14.538,.000
Boid61,15.579,.000
Boid62,11.463,.000
Boid63,12.149,.000
Boid64,18.386,.000
Boid65,4.000,.000
Boid66,8.242,.000
Boid67,4.000,.000
Boid68,13.977,.000
Boid69,4.000,.000
Boid70,4.301,.000
Boid71,10.228,.000
Boid72,4.000,.000
Boid73,6.518,.000
Boid74,4.000,.000
Boid75,7.381,.000
Boid76,15.062,.000
Boid77,7.625,.000
Boid78,4.000,.000
Boid79,6.622,.000
Boid80,17.757,.000
Boid81,4.000,.000
Boid82,9.103,.000
Boid83,4.206,.000
Boid84,9.058,.000
Boid85,4.000,.000
Boid86,4.000,.000
Boid87,5.699,.000
Boid88,7.032,.000
Boid89,4.459,.000
Boid90,6.173,.000
Boid91,4.000,.000
Boid92,4.000,.000
Boid93,4.000,.000
Boid94,4.000,.000
Boid95,6.494,.000
Boid96,19.182,.000
Boid97,8.199,.000
Boid98,7.629,.000
Boid99,4.933,.000
Boid100,4.000,.000
Boid101,8.312,.000
Boid102,9.252,.000
Boid103,4.000,.000
Boid104,4.000,.000
Boid105,4.000,.000
Boid106,4.000,.000
Boid107,5.484,.000
Boid108,9.360,.000
Boid109,4.000,.000
Boid110,4.000,.000
Boid111,5.645,.000
Boid112,12.167,.000
Boid113,16.103,.000
Boid114,4.000,.000
Boid115,4.000,.000
Boid116,7.846,.000
Boid117,4.000,.000
Boid118,13.132,.000
Boid119,8.683,.000
Boid120,4.000,.000
Boid121,4.000,.000
Boid122,14.459,.000
Boid123,13.024,.000
Boid124,17.240,.000
Boid125,4.000,.000
Boid126,17.173,.000
Boid127,12.118,.000
Boid128,16.700,.000
Boid129,5.666,.000
Boid130,4.000,.000
Boid131,4.000,.000
Boid132,5.772,.000
Boid133,10.510,.000
Boid134,17.009,.000
Boid135,4.000,.000
Boid136,4.000,.000
Boid137,5.595,.000
Boid138,5.231,.000
Boid139,15.560,.000
Boid140,5.304,.000
Boid141,7.483,.000
Boid142,4.000,.000
Boid143,5.297,.000
Boid144,14.635,.000
Boid145,19.384,.000
Boid146,4.751,.000
Boid147,10.844,.000
Boid148,13.402,.000
Boid149,6.683,.000
Boid0,5.861,.020
Boid1,4.226,.020
Boid2,4.000,.020
Boid3,4.000,.020
Boid4,5.331,.020
Boid5,4.000,.020
Boid6,13.039,.020
Boid7,4.943,.020
Boid8,9.266,.020
Boid9,5.875,.020
Boid10,5.351,.020
Boid11,5.012,.020
Boid12,4.000,.020
Boid13,5.002,.020
Boid14,4.000,.020
Boid15,5.517,.020
Boid16,8.781,.020
Boid17,9.369,.020
Boid18,4.000,.020
Boid19,11.460,.020
Boid20,4.071,.020
Boid21,4.706,.020
Boid22,5.345,.020
Boid23,6.091,.020
Boid24,7.836,.020
Boid25,5.002,.020
Boid26,8.298,.020
Boid27,6.360,.020
Boid28,4.476,.020
Boid29,6.537,.020
Boid30,6.643,.020
Boid31,11.944,.020
Boid32,4.771,.020
Boid33,4.000,.020
Boid34,4.788,.020
Boid35,8.405,.020
Boid36,4.821,.020
Boid37,6.334,.020
Boid38,7.523,.020
Boid39,6.789,.020
Boid40,12.158,.020
Boid41,4.864,.020
Boid42,4.000,.020
Boid43,4.000,.020
Boid44,4.347,.020
Boid45,4.000,.020
Boid46,17.461,.020
Boid47,4.538,.020
Boid48,4.310,.020
Boid49,9.979,.020
Boid50,9.139,.020
Boid51,17.512,.020
Boid52,4.000,.020
Boid53,4.063,.020
Boid54,5.617,.020
Boid55,4.774,.020
Boid56,6.417,.020
Boid57,4.000,.020
Boid58,8.977,.020
Boid59,4.773,.020
Boid60,4.349,.020
Boid61,4.000,.020
Boid62,4.000,.020
Boid63,4.000,.020
Boid64,17.207,.020
Boid65,4.000,.020
Boid66,5.266,.020
Boid67,4.000,.020
Boid68,4.000,.020
Boid69,4.000,.020
Boid70,5.600,.020
Boid71,9.185,.020
Boid72,4.000,.020
Boid73,6.977,.020
Boid74,4.000,.020
Boid75,7.432,.020
Boid76,4.000,.020
Boid77,7.835,.020
