Boid,Speed
Boid133,2.664157,1.972305
Boid134,1.855259,1.972305
Boid135,3.615864,1.972305
Boid136,1.043786,1.972305
Boid137,4.085882,1.972305
Boid138,3.525425,1.972305
Boid139,4.83252,1.972305
Boid140,1.561481,1.972305
Boid141,1.941024,1.972305
Boid142,1.663855,1.972305
Boid143,1.666491,1.972305
Boid144,4.208108,1.972305
Boid145,2.476472,1.972305
Boid146,4.79929,1.972305
Boid147,1.872306,1.972305
Boid148,1.624967,1.972305
Boid149,1.613094,1.972305
Boid150,2.160579,1.972305
Boid151,3.872705,1.972305
Boid152,4.740571,1.972305
Boid153,1.11167,1.972305
Boid154,3.426216,1.972305
Boid155,3.622856,1.972305
Boid156,2.96023,1.972305
Boid157,1.588343,1.972305
Boid158,4.854541,1.972305
Boid159,2.919928,1.972305
Boid160,3.569251,1.972305
Boid161,1.242411,1.972305
Boid162,1.547945,1.972305
Boid163,3.678835,1.972305
Boid164,2.956773,1.972305
Boid165,3.062358,1.972305
Boid166,4.891232,1.972305
Boid167,3.596727,1.972305
Boid168,4.337197,1.972305
Boid169,2.756909,1.972305
Boid170,1.229581,1.972305
Boid171,2.917441,1.972305
Boid172,1.288031,1.972305
Boid173,1.348188,1.972305
Boid174,2.280037,1.972305
Boid175,3.614476,1.972305
Boid176,3.586445,1.972305
Boid177,2.033232,1.972305
Boid178,1.876503,1.972305
Boid179,4.170675,1.972305
Boid180,3.421285,1.972305
Boid181,4.583283,1.972305
Boid182,3.960222,1.972305
Boid183,4.745142,1.972305
Boid184,1.169019,1.972305
Boid185,2.077286,1.972305
Boid186,1.776259,1.972305
Boid187,2.412641,1.972305
Boid188,1.900415,1.972305
Boid189,2.800893,1.972305
Boid190,2.710622,1.972305
Boid191,2.836123,1.972305
Boid192,3.844223,1.972305
Boid193,4.933282,1.972305
Boid194,4.482218,1.972305
Boid195,4.708426,1.972305
Boid196,4.439807,1.972305
Boid197,1.367898,1.972305
Boid198,2.986847,1.972305
Boid199,3.82201,1.972305
Boid200,4.612358,1.972305
Boid201,3.857991,1.972305
Boid202,3.109752,1.972305
Boid203,1.711758,1.972305
Boid204,3.76941,1.972305
Boid205,1.570724,1.972305
Boid206,2.89687,1.972305
Boid207,2.00101,1.972305
Boid208,2.617055,1.972305
Boid209,4.372503,1.972305
Boid210,1.927751,1.972305
Boid211,4.70279,1.972305
Boid212,1.666193,1.972305
Boid213,1.699162,1.972305
Boid214,3.983311,1.972305
Boid215,3.048899,1.972305
Boid216,4.124229,1.972305
Boid217,1.781873,1.972305
Boid218,4.507351,1.972305
Boid219,3.384175,1.972305
Boid220,2.638857,1.972305
Boid221,1.643801,1.972305
Boid222,3.534517,1.972305
Boid223,1.313849,1.972305
Boid224,4.368753,1.972305
Boid225,4.005786,1.972305
Boid226,3.504679,1.972305
Boid227,2.112937,1.972305
Boid228,3.77668,1.972305
Boid229,2.164805,1.972305
Boid230,1.708861,1.972305
Boid231,2.533097,1.972305
Boid232,4.884069,1.972305
Boid233,2.069599,1.972305
Boid234,3.189377,1.972305
Boid235,3.852784,1.972305
Boid236,1.372881,1.972305
Boid237,2.966897,1.972305
Boid238,4.058273,1.972305
Boid239,2.722618,1.972305
Boid240,4.492172,1.972305
Boid241,1.980918,1.972305
Boid242,3.226567,1.972305
Boid243,2.670219,1.972305
Boid244,4.976116,1.972305
Boid245,4.271264,1.972305
Boid246,2.277387,1.972305
Boid247,2.024134,1.972305
Boid248,1.821315,1.972305
Boid249,1.42182,1.972305
Boid0,2.390209,2.040087
Boid1,3.1597,2.040087
Boid2,1.302136,2.040087
Boid3,3.775875,2.040087
Boid4,2.616904,2.040087
Boid5,1.76867,2.040087
Boid6,2.726198,2.040087
Boid7,2.159401,2.040087
Boid8,3.705109,2.040087
Boid9,4.554808,2.040087
Boid10,3.658538,2.040087
Boid11,1.062481,2.040087
Boid12,3.848122,2.040087
Boid13,4.062019,2.040087
Boid14,2.527204,2.040087
Boid15,3.190985,2.040087
Boid16,3.57832,2.040087
Boid17,1.751664,2.040087
Boid18,1.41475,2.040087
Boid19,3.111561,2.040087
Boid20,1.136897,2.040087
Boid21,4.735088,2.040087
Boid22,2.265244,2.040087
Boid23,1.049147,2.040087
Boid24,3.415488,2.040087
Boid25,3.459066,2.040087
Boid26,3.862248,2.040087
Boid27,2.968694,2.040087
Boid28,4.854248,2.040087
Boid29,2.030021,2.040087
Boid30,2.150011,2.040087
Boid31,3.942004,2.040087
Boid32,3.339795,2.040087
Boid33,3.258761,2.040087
Boid34,3.151793,2.040087
Boid35,1.913686,2.040087
Boid36,4.378304,2.040087
Boid37,3.12648,2.040087
Boid38,2.444966,2.040087
Boid39,3.443396,2.040087
Boid40,2.45403,2.040087
Boid41,3.052303,2.040087
Boid42,4.253585,2.040087
Boid43,3.516592,2.040087
Boid44,4.026055,2.040087
Boid45,3.640568,2.040087
Boid46,4.094543,2.040087
Boid47,1.28695,2.040087
Boid48,4.004983,2.040087
Boid49,3.785575,2.040087
Boid50,1.687966,2.040087
Boid51,2.058111,2.040087
Boid52,2.197118,2.040087
Boid53,1.885679,2.040087
Boid54,1.320767,2.040087
Boid55,2.018852,2.040087
Boid56,1.198927,2.040087
Boid57,4.978837,2.040087
Boid58,1.7767,2.040087
Boid59,2.192621,2.040087
Boid60,3.060214,2.040087
Boid61,2.508733,2.040087
Boid62,2.328298,2.040087
Boid63,2.468097,2.040087
Boid64,3.862578,2.040087
Boid65,1.971247,2.040087
Boid66,4.732428,2.040087
Boid67,1.352114,2.040087
Boid68,4.59885,2.040087
Boid69,3.535445,2.040087
Boid70,2.575914,2.040087
Boid71,4.474126,2.040087
Boid72,1.550356,2.040087
Boid73,1.987449,2.040087
Boid74,1.051287,2.040087
Boid75,3.680011,2.040087
Boid76,3.406868,2.040087
Boid77,3.365471,2.040087
Boid78,1.298392,2.040087
Boid79,3.60001,2.040087
Boid80,1.242919,2.040087
Boid81,1.740254,2.040087
Boid82,3.817894,2.040087
Boid83,4.871109,2.040087
Boid84,2.418779,2.040087
Boid85,1.578708,2.040087
Boid86,3.356705,2.040087
Boid87,2.64122,2.040087
Boid88,4.072176,2.040087
Boid89,3.446741,2.040087
Boid90,4.037647,2.040087
Boid91,2.897724,2.040087
Boid92,1.592505,2.040087
Boid93,3.488713,2.040087
Boid94,1.418218,2.040087
Boid95,3.093037,2.040087
Boid96,1.776465,2.040087
Boid97,1.295879,2.040087
Boid98,3.028313,2.040087
Boid99,3.792457,2.040087
Boid100,2.833172,2.040087
Boid101,4.991513,2.040087
Boid102,4.333973,2.040087
Boid103,3.018961,2.040087
Boid104,2.999997,2.040087
Boid105,3.195057,2.040087
Boid106,3.14468,2.040087
Boid107,2.662624,2.040087
Boid108,4.321639,2.040087
Boid109,3.237856,2.040087
Boid110,1.415398,2.040087
Boid111,4.803776,2.040087
Boid112,3.035197,2.040087
Boid113,1.393729,2.040087
Boid114,4.300126,2.040087
Boid115,2.40183,2.040087
Boid116,3.734749,2.040087
Boid117,2.363474,2.040087
Boid118,2.847273,2.040087
Boid119,2.731871,2.040087
Boid120,4.133622,2.040087
Boid121,1.185859,2.040087
Boid122,2.743382,2.040087
Boid123,2.287311,2.040087
Boid124,1.489201,2.040087
Boid125,2.085416,2.040087
Boid126,1.806074,2.040087
Boid127,4.827889,2.040087
Boid128,3.413378,2.040087
Boid129,4.082779,2.040087
Boid130,4.280871,2.040087
Boid131,4.549286,2.040087
Boid132,3.063237,2.040087
Boid133,1.528313,2.040087
Boid134,1.157311,2.040087
Boid135,2.359425,2.040087
Boid136,2.316825,2.040087
Boid137,4.014988,2.040087
Boid138,4.523374,2.040087
Boid139,2.947308,2.040087
Boid140,1.738433,2.040087
Boid141,1.457715,2.040087
Boid142,4.88527,2.040087
Boid143,2.264939,2.040087
Boid144,1.304029,2.040087
Boid145,4.609016,2.040087
Boid146,1.779187,2.040087
Boid147,1.904753,2.040087
Boid148,1.484161,2.040087
Boid149,3.655729,2.040087
Boid150,1.943246,2.040087
Boid151,4.333427,2.040087
Boid152,2.617639,2.040087
Boid153,1.04561,2.040087
Boid154,2.023434,2.040087
Boid155,1.224442,2.040087
Boid156,3.603836,2.040087
Boid157,2.344466,2.040087
Boid158,4.302896,2.040087
Boid159,2.387999,2.040087
Boid160,1.158937,2.040087
Boid161,4.780604,2.040087
Boid162,4.349041,2.040087
Boid163,4.93105,2.040087
Boid164,1.136782,2.040087
Boid165,4.581821,2.040087
Boid166,4.692235,2.040087
Boid167,2.798535,2.040087
Boid168,3.61973,2.040087
Boid169,3.669798,2.040087
Boid170,1.119672,2.040087
Boid171,3.712189,2.040087
Boid172,1.86978,2.040087
Boid173,2.587974,2.040087
Boid174,2.856123,2.040087
Boid175,2.973443,2.040087
Boid176,3.912698,2.040087
Boid177,4.788632,2.040087
Boid178,1.953769,2.040087
Boid179,3.194892,2.040087
Boid180,2.311821,2.040087
Boid181,1.628895,2.040087
Boid182,3.376213,2.040087
Boid183,1.623691,2.040087
Boid184,4.956109,2.040087
Boid185,3.332515,2.040087
Boid186,2.821979,2.040087
Boid187,4.586424,2.040087
Boid188,3.093023,2.040087
Boid189,4.144753,2.040087
Boid190,2.643593,2.040087
Boid191,4.35901,2.040087
Boid192,3.242231,2.040087
Boid193,3.56367,2.040087
Boid194,3.919198,2.040087
Boid195,4.314282,2.040087
Boid196,3.02633,2.040087
Boid197,4.013799,2.040087
Boid198,3.532316,2.040087
Boid199,4.900528,2.040087
Boid200,1.35699,2.040087
Boid201,3.585417,2.040087
Boid202,3.01258,2.040087
Boid203,4.464342,2.040087
Boid204,4.325701,2.040087
Boid205,4.689218,2.040087
Boid206,1.43427,2.040087
Boid207,1.548254,2.040087
Boid208,4.968429,2.040087
Boid209,4.403328,2.040087
Boid210,1.17132,2.040087
Boid211,3.276064,2.040087
Boid212,3.179967,2.040087
Boid213,4.627391,2.040087
Boid214,2.612328,2.040087
Boid215,2.158746,2.040087
Boid216,4.556008,2.040087
Boid217,1.298204,2.040087
Boid218,3.466043,2.040087
Boid219,2.871651,2.040087
Boid220,3.329195,2.040087
Boid221,1.53119,2.040087
Boid222,1.831743,2.040087
Boid223,3.654856,2.040087
Boid224,3.638692,2.040087
Boid225,4.107691,2.040087
Boid226,1.69265,2.040087
Boid227,3.204668,2.040087
Boid228,2.87304,2.040087
Boid229,1.074764,2.040087
Boid230,2.190901,2.040087
Boid231,3.094067,2.040087
Boid232,1.085891,2.040087
Boid233,2.053279,2.040087
Boid234,1.866356,2.040087
Boid235,4.025654,2.040087
Boid236,2.839883,2.040087
Boid237,1.200323,2.040087
Boid238,4.751341,2.040087
Boid239,3.575714,2.040087
Boid240,3.147706,2.040087
Boid241,4.947131,2.040087
Boid242,4.816244,2.040087
Boid243,4.316544,2.040087
Boid244,3.172345,2.040087
Boid245,3.639578,2.040087
Boid246,3.334804,2.040087
Boid247,1.840657,2.040087
Boid248,2.63896,2.040087
Boid249,2.781368,2.040087
Boid0,3.106421,2.106585
Boid1,3.780387,2.106585
Boid2,3.353102,2.106585
Boid3,3.289644,2.106585
Boid4,3.959904,2.106585
Boid5,3.101091,2.106585
Boid6,3.191848,2.106585
Boid7,2.472894,2.106585
Boid8,1.943069,2.106585
Boid9,1.05089,2.106585
Boid10,4.131526,2.106585
Boid11,2.66297,2.106585
Boid12,4.407871,2.106585
Boid13,1.018974,2.106585
Boid14,2.727138,2.106585
Boid15,2.861914,2.106585
Boid16,3.694916,2.106585
Boid17,4.028752,2.106585
Boid18,3.782129,2.106585
Boid19,1.261912,2.106585
Boid20,4.516717,2.106585
Boid21,3.892668,2.106585
Boid22,3.277638,2.106585
Boid23,4.991796,2.106585
Boid24,4.738122,2.106585
Boid25,4.03481,2.106585
Boid26,2.075119,2.106585
Boid27,2.314802,2.106585
Boid28,3.234964,2.106585
Boid29,3.854367,2.106585
Boid30,3.679338,2.106585
Boid31,2.389183,2.106585
Boid32,1.361132,2.106585
Boid33,3.605879,2.106585
Boid34,2.874401,2.106585
Boid35,4.282419,2.106585
Boid36,2.728502,2.106585
Boid37,2.361495,2.106585
Boid38,1.412084,2.106585
Boid39,2.157928,2.106585
Boid40,2.625706,2.106585
Boid41,4.994277,2.106585
Boid42,1.697758,2.106585
Boid43,1.278773,2.106585
Boid44,1.66358,2.106585
Boid45,3.561881,2.106585
Boid46,1.089632,2.106585
Boid47,1.54135,2.106585
Boid48,3.372216,2.106585
Boid49,4.73174,2.106585
Boid50,3.0621,2.106585
Boid51,3.792249,2.106585
Boid52,2.912413,2.106585
Boid53,2.037574,2.106585
Boid54,3.474085,2.106585
Boid55,3.663276,2.106585
Boid56,2.415882,2.106585
Boid57,1.88128,2.106585
Boid58,2.831379,2.106585
Boid59,3.636251,2.106585
Boid60,4.388683,2.106585
Boid61,1.400408,2.106585
Boid62,1.159808,2.106585
Boid63,3.73838,2.106585
Boid64,4.984885,2.106585
Boid65,3.653478,2.106585
Boid66,2.691925,2.106585
Boid67,1.850655,2.106585
Boid68,2.877012,2.106585
Boid69,2.191721,2.106585
Boid70,2.418566,2.106585
Boid71,4.816146,2.106585
Boid72,1.417638,2.106585
Boid73,2.075604,2.106585
Boid74,4.615277,2.106585
Boid75,1.479455,2.106585
Boid76,4.583757,2.106585
Boid77,4.63835,2.106585
Boid78,2.450578,2.106585
Boid79,2.767149,2.106585
Boid80,4.333893,2.106585
Boid81,4.424835,2.106585
Boid82,4.766089,2.106585
Boid83,3.583889,2.106585
Boid84,4.611941,2.106585
Boid85,3.44661,2.106585
Boid86,4.620882,2.106585
Boid87,2.107515,2.106585
Boid88,2.84517,2.106585
Boid89,1.899404,2.106585
Boid90,1.704381,2.106585
Boid91,3.214434,2.106585
Boid92,3.677357,2.106585
Boid93,1.034637,2.106585
Boid94,4.359486,2.106585
Boid95,1.55662,2.106585
Boid96,1.640936,2.106585
Boid97,2.46435,2.106585
Boid98,3.90805,2.106585
Boid99,2.203728,2.106585
Boid100,2.48424,2.106585
Boid101,4.00941,2.106585
Boid102,4.720436,2.106585
Boid103,1.049965,2.106585
Boid104,4.250061,2.106585
Boid105,1.702658,2.106585
Boid106,4.875962,2.106585
Boid107,1.228111,2.106585
Boid108,2.04104,2.106585
Boid109,1.960656,2.106585
Boid110,2.671751,2.106585
Boid111,3.664325,2.106585
Boid112,1.334004,2.106585
Boid113,2.546346,2.106585
Boid114,1.409656,2.106585
Boid115,2.647265,2.106585
Boid116,3.086154,2.106585
Boid117,3.174508,2.106585
Boid118,4.060903,2.106585
Boid119,2.014088,2.106585
Boid120,4.133663,2.106585
Boid121,3.632299,2.106585
Boid122,2.46644,2.106585
Boid123,3.623812,2.106585
Boid124,4.476628,2.106585
Boid125,3.523317,2.106585
Boid126,4.804302,2.106585
Boid127,3.798606,2.106585
Boid128,4.810655,2.106585
Boid129,3.527758,2.106585
Boid130,4.293535,2.106585
Boid131,2.24056,2.106585
Boid132,4.741289,2.106585
Boid133,3.864487,2.106585
Boid134,1.831572,2.106585
Boid135,2.664174,2.106585
Boid136,2.651105,2.106585
Boid137,1.658206,2.106585
Boid138,3.939516,2.106585
Boid139,2.974082,2.106585
Boid140,3.288068,2.106585
Boid141,1.330659,2.106585
Boid142,4.44857,2.106585
Boid143,4.280319,2.106585
Boid144,2.23241,2.106585
Boid145,4.758676,2.106585
Boid146,2.259807,2.106585
Boid147,2.796927,2.106585
Boid148,1.972067,2.106585
Boid149,2.360335,2.106585
Boid150,1.961037,2.106585
Boid151,1.484863,2.106585
Boid152,2.271778,2.106585
Boid153,1.384736,2.106585
Boid154,1.51641,2.106585
Boid155,1.832565,2.106585
Boid156,3.888772,2.106585
Boid157,3.180662,2.106585
Boid158,4.488005,2.106585
Boid159,2.327067,2.106585
Boid160,3.195831,2.106585
Boid161,2.39725,2.106585
Boid162,4.165538,2.106585
Boid163,4.378834,2.106585
Boid164,3.166401,2.106585
Boid165,3.586657,2.106585
Boid166,3.835345,2.106585
Boid167,1.595455,2.106585
Boid168,1.663079,2.106585
Boid169,1.236546,2.106585
Boid170,2.156564,2.106585
Boid171,4.366747,2.106585
Boid172,1.769608,2.106585
Boid173,2.59108,2.106585
Boid174,1.667945,2.106585
Boid175,3.384668,2.106585
Boid176,3.044447,2.106585
Boid177,3.078148,2.106585
Boid178,4.102151,2.106585
Boid179,1.177672,2.106585
Boid180,1.454315,2.106585
Boid181,1.803269,2.106585
Boid182,3.379093,2.106585
Boid183,3.189243,2.106585
Boid184,1.041924,2.106585
Boid185,3.556791,2.106585
Boid186,3.247695,2.106585
Boid187,1.012749,2.106585
Boid188,4.641201,2.106585
Boid189,1.383447,2.106585
Boid190,4.155708,2.106585
Boid191,2.477084,2.106585
Boid192,1.995725,2.106585
Boid193,2.928399,2.106585
Boid194,1.001952,2.106585
Boid195,3.919916,2.106585
Boid196,1.516625,2.106585
Boid197,2.224476,2.106585
Boid198,1.554604,2.106585
Boid199,3.06186,2.106585
Boid200,2.755512,2.106585
Boid201,3.877004,2.106585
Boid202,4.948408,2.106585
Boid203,3.522462,2.106585
Boid204,3.965748,2.106585
Boid205,3.374135,2.106585
Boid206,4.461529,2.106585
Boid207,2.043913,2.106585
Boid208,2.695942,2.106585
Boid209,2.325076,2.106585
Boid210,3.33689,2.106585
Boid211,3.886425,2.106585
Boid212,1.070304,2.106585
Boid213,2.012044,2.106585
Boid214,3.303686,2.106585
Boid215,3.829033,2.106585
Boid216,2.692885,2.106585
Boid217,2.503954,2.106585
Boid218,2.238991,2.106585
Boid219,1.90066,2.106585
Boid220,4.134053,2.106585
Boid221,4.842564,2.106585
Boid222,1.071298,2.106585
Boid223,4.989721,2.106585
Boid224,3.517381,2.106585
Boid225,3.828273,2.106585
Boid226,4.45342,2.106585
Boid227,2.197155,2.106585
Boid228,1.481512,2.106585
Boid229,3.142787,2.106585
Boid230,4.724381,2.106585
Boid231,3.262497,2.106585
Boid232,2.035167,2.106585
Boid233,1.432747,2.106585
Boid234,2.934105,2.106585
Boid235,4.313844,2.106585
Boid236,1.444926,2.106585
Boid237,1.398239,2.106585
Boid238,4.010767,2.106585
Boid239,2.514791,2.106585
Boid240,3.953263,2.106585
Boid241,4.651903,2.106585
Boid242,1.723107,2.106585
Boid243,3.481185,2.106585
Boid244,3.256974,2.106585
Boid245,1.264016,2.106585
Boid246,1.276549,2.106585
Boid247,1.022316,2.106585
Boid248,1.078128,2.106585
Boid249,3.324529,2.106585
Boid0,3.517178,2.168805
Boid1,1.659554,2.168805
Boid2,4.708073,2.168805
Boid3,3.76088,2.168805
Boid4,1.600075,2.168805
Boid5,4.98262,2.168805
Boid6,1.505259,2.168805
Boid7,3.874043,2.168805
Boid8,2.290809,2.168805
Boid9,4.19283,2.168805
Boid10,2.684603,2.168805
Boid11,2.526594,2.168805
Boid12,1.958536,2.168805
Boid13,1.73277,2.168805
Boid14,3.745768,2.168805
Boid15,2.269079,2.168805
Boid16,3.624368,2.168805
Boid17,2.306582,2.168805
Boid18,3.929543,2.168805
Boid19,2.177759,2.168805
Boid20,3.445512,2.168805
Boid21,3.99612,2.168805
Boid22,3.826991,2.168805
Boid23,2.077646,2.168805
Boid24,1.405736,2.168805
Boid25,4.715482,2.168805
Boid26,2.97757,2.168805
Boid27,3.23418,2.168805
Boid28,2.705143,2.168805
Boid29,2.950366,2.168805
Boid30,4.995777,2.168805
Boid31,1.382053,2.168805
Boid32,3.665761,2.168805
Boid33,3.856787,2.168805
Boid34,1.160059,2.168805
Boid35,3.664279,2.168805
Boid36,3.933757,2.168805
Boid37,4.258729,2.168805
Boid38,1.674099,2.168805
Boid39,3.975407,2.168805
Boid40,4.441975,2.168805
Boid41,3.301699,2.168805
Boid42,3.560479,2.168805
Boid43,4.09369,2.168805
Boid44,1.994906,2.168805
Boid45,1.614812,2.168805
Boid46,1.966602,2.168805
Boid47,4.236825,2.168805
Boid48,4.58793,2.168805
Boid49,2.242649,2.168805
Boid50,2.174402,2.168805
Boid51,2.057493,2.168805
Boid52,1.013652,2.168805
Boid53,4.067252,2.168805
Boid54,3.144791,2.168805
Boid55,1.657015,2.168805
Boid56,4.520886,2.168805
Boid57,4.724558,2.168805
Boid58,4.089535,2.168805
Boid59,3.477711,2.168805
Boid60,3.847441,2.168805
Boid61,1.083208,2.168805
Boid62,2.710475,2.168805
Boid63,4.303592,2.168805
Boid64,1.201049,2.168805
Boid65,1.599276,2.168805
Boid66,1.106527,2.168805
Boid67,2.708022,2.168805
Boid68,1.775129,2.168805
Boid69,3.442483,2.168805
Boid70,4.089221,2.168805
Boid71,2.652986,2.168805
Boid72,3.459383,2.168805
Boid73,3.563399,2.168805
Boid74,4.961761,2.168805
Boid75,4.271577,2.168805
Boid76,4.339353,2.168805
Boid77,2.18094,2.168805
Boid78,2.707669,2.168805
Boid79,2.858719,2.168805
Boid80,2.273659,2.168805
Boid81,2.216444,2.168805
Boid82,1.111472,2.168805
Boid83,3.813092,2.168805
Boid84,4.52888,2.168805
Boid85,2.828359,2.168805
Boid86,2.187133,2.168805
Boid87,2.744206,2.168805
Boid88,1.690659,2.168805
Boid89,3.061866,2.168805
Boid90,1.476487,2.168805
Boid91,3.48715,2.168805
Boid92,3.962274,2.168805
Boid93,3.883059,2.168805
Boid94,3.237092,2.168805
Boid95,2.141651,2.168805
Boid96,4.696539,2.168805
Boid97,4.010619,2.168805
Boid98,4.941996,2.168805
Boid99,4.624953,2.168805
Boid100,4.592089,2.168805
Boid101,4.268318,2.168805
Boid102,4.185412,2.168805
Boid103,2.872107,2.168805
Boid104,2.140597,2.168805
Boid105,1.879151,2.168805
Boid106,3.528553,2.168805
Boid107,3.688007,2.168805
Boid108,4.548127,2.168805
Boid109,2.083024,2.168805
Boid110,3.826378,2.168805
Boid111,1.084221,2.168805
Boid112,3.47248,2.168805
Boid113,1.134571,2.168805
Boid114,3.830888,2.168805
Boid115,2.73892,2.168805
Boid116,4.499454,2.168805
Boid117,1.297586,2.168805
Boid118,1.262929,2.168805
Boid119,4.535442,2.168805
Boid120,1.151139,2.168805
Boid121,3.249027,2.168805
Boid122,1.175623,2.168805
Boid123,3.466757,2.168805
Boid124,2.831244,2.168805
Boid125,1.053206,2.168805
Boid126,3.857316,2.168805
Boid127,2.539573,2.168805
Boid128,4.886629,2.168805
Boid129,2.908293,2.168805
Boid130,2.917634,2.168805
Boid131,1.246788,2.168805
Boid132,4.771131,2.168805
Boid133,4.419418,2.168805
Boid134,2.748407,2.168805
Boid135,4.489215,2.168805
Boid136,1.462659,2.168805
Boid137,3.482014,2.168805
Boid138,3.147777,2.168805
Boid139,1.437305,2.168805
Boid140,1.563081,2.168805
Boid141,2.189058,2.168805
Boid142,3.925185,2.168805
Boid143,1.80614,2.168805
Boid144,1.311072,2.168805
Boid145,3.616625,2.168805
Boid146,4.85323,2.168805
Boid147,1.263395,2.168805
Boid148,2.619357,2.168805
Boid149,4.117628,2.168805
Boid150,3.239617,2.168805
Boid151,2.88746,2.168805
Boid152,3.568009,2.168805
Boid153,2.212503,2.168805
Boid154,2.404568,2.168805
Boid155,4.831019,2.168805
Boid156,2.85599,2.168805
Boid157,2.388135,2.168805
Boid158,1.436178,2.168805
Boid159,2.986281,2.168805
Boid160,2.229254,2.168805
Boid161,2.782424,2.168805
Boid162,4.096859,2.168805
Boid163,2.769921,2.168805
Boid164,4.518514,2.168805
Boid165,3.188173,2.168805
Boid166,1.123303,2.168805
Boid167,1.343215,2.168805
Boid168,4.560481,2.168805
Boid169,3.817458,2.168805
Boid170,3.313695,2.168805
Boid171,4.994661,2.168805
Boid172,4.7682,2.168805
Boid173,4.633613,2.168805
Boid174,4.019118,2.168805
Boid175,4.016664,2.168805
Boid176,3.813953,2.168805
Boid177,1.154079,2.168805
Boid178,2.267387,2.168805
Boid179,4.786108,2.168805
Boid180,2.734619,2.168805
Boid181,4.008236,2.168805
Boid182,3.591899,2.168805
Boid183,1.139078,2.168805
Boid184,1.399409,2.168805
Boid185,3.148886,2.168805
Boid186,3.978218,2.168805
Boid187,2.350026,2.168805
Boid188,1.77953,2.168805
Boid189,2.566148,2.168805
Boid190,4.050187,2.168805
Boid191,4.759309,2.168805
Boid192,3.764082,2.168805
Boid193,1.691907,2.168805
Boid194,3.031543,2.168805
Boid195,3.605022,2.168805
Boid196,2.475168,2.168805
Boid197,3.214907,2.168805
Boid198,1.923564,2.168805
Boid199,2.979039,2.168805
Boid200,4.827789,2.168805
Boid201,4.24719,2.168805
Boid202,1.802049,2.168805
Boid203,1.380723,2.168805
Boid204,4.5074,2.168805
Boid205,1.398127,2.168805
Boid206,4.180543,2.168805
Boid207,1.797366,2.168805
Boid208,1.180963,2.168805
Boid209,3.570216,2.168805
Boid210,3.723242,2.168805
Boid211,3.616612,2.168805
Boid212,3.582392,2.168805
Boid213,2.048974,2.168805
Boid214,4.772565,2.168805
Boid215,3.010133,2.168805
Boid216,4.347127,2.168805
Boid217,4.396486,2.168805
Boid218,1.889863,2.168805
Boid219,4.890154,2.168805
Boid220,3.187556,2.168805
Boid221,2.635373,2.168805
Boid222,2.530842,2.168805
Boid223,3.114861,2.168805
Boid224,2.729223,2.168805
Boid225,1.789115,2.168805
Boid226,1.068854,2.168805
Boid227,1.880911,2.168805
Boid228,2.302654,2.168805
Boid229,3.564878,2.168805
Boid230,1.140554,2.168805
Boid231,2.160717,2.168805
Boid232,3.279764,2.168805
Boid233,1.106168,2.168805
Boid234,2.798995,2.168805
Boid235,3.283259,2.168805
Boid236,2.938475,2.168805
Boid237,4.470072,2.168805
Boid238,2.554836,2.168805
Boid239,4.116156,2.168805
Boid240,4.104368,2.168805
Boid241,2.388047,2.168805
Boid242,4.803974,2.168805
Boid243,3.018364,2.168805
Boid244,4.634394,2.168805
Boid245,4.010926,2.168805
Boid246,4.153586,2.168805
Boid247,1.643036,2.168805
Boid248,3.088876,2.168805
Boid249,4.145694,2.168805
Boid0,3.562894,2.229901
Boid1,3.860245,2.229901
Boid2,2.416054,2.229901
Boid3,3.264011,2.229901
Boid4,4.764658,2.229901
Boid5,2.499174,2.229901
Boid6,4.689145,2.229901
Boid7,2.828722,2.229901
Boid8,4.370518,2.229901
Boid9,4.375751,2.229901
Boid10,2.292084,2.229901
Boid11,1.827737,2.229901
Boid12,4.209833,2.229901
Boid13,2.289643,2.229901
Boid14,2.202173,2.229901
Boid15,1.419848,2.229901
Boid16,2.016265,2.229901
Boid17,2.964433,2.229901
Boid18,3.558026,2.229901
Boid19,2.028723,2.229901
Boid20,2.909042,2.229901
Boid21,1.533558,2.229901
Boid22,1.925662,2.229901
Boid23,4.449652,2.229901
Boid24,1.735702,2.229901
Boid25,4.63432,2.229901
Boid26,1.7188,2.229901
Boid27,4.670854,2.229901
Boid28,1.807662,2.229901
Boid29,3.805115,2.229901
Boid30,1.237852,2.229901
Boid31,1.20921,2.229901
Boid32,3.900628,2.229901
Boid33,3.303197,2.229901
Boid34,3.062794,2.229901
Boid35,4.171841,2.229901
Boid36,3.35895,2.229901
Boid37,1.930492,2.229901
Boid38,4.977016,2.229901
Boid39,3.019126,2.229901
Boid40,3.171376,2.229901
Boid41,4.571011,2.229901
Boid42,2.307482,2.229901
Boid43,4.378245,2.229901
Boid44,1.61651,2.229901
Boid45,1.465551,2.229901
Boid46,2.718754,2.229901
Boid47,4.206425,2.229901
Boid48,3.727228,2.229901
Boid49,2.45045,2.229901
Boid50,2.251509,2.229901
Boid51,3.080907,2.229901
Boid52,1.660493,2.229901
Boid53,3.519385,2.229901
Boid54,2.114238,2.229901
Boid55,4.456708,2.229901
Boid56,3.082407,2.229901
Boid57,3.932778,2.229901
Boid58,3.80847,2.229901
Boid59,1.642782,2.229901
Boid60,3.311509,2.229901
Boid61,1.850395,2.229901
Boid62,3.286328,2.229901
Boid63,1.478688,2.229901
Boid64,3.320695,2.229901
