Boid,Speed,TimeElapsed
Boid0,5,0
Boid1,5,0
Boid2,5,0
Boid3,5,0
Boid4,5,0
Boid5,5,0
Boid6,5,0
Boid7,5,0
Boid8,5,0
Boid9,5,0
Boid10,5,0
Boid11,5,0
Boid12,5,0
Boid13,5,0
Boid14,5,0
Boid15,5,0
Boid16,5,0
Boid17,5,0
Boid18,5,0
Boid19,5,0
Boid20,5,0
Boid21,5,0
Boid22,5,0
Boid23,5,0
Boid24,5,0
Boid25,5,0
Boid26,5,0
Boid27,5,0
Boid28,5,0
Boid29,5,0
Boid30,5,0
Boid31,5,0
Boid32,5,0
Boid33,5,0
Boid34,5,0
Boid35,5,0
Boid36,5,0
Boid37,5,0
Boid38,5,0
Boid39,5,0
Boid40,5,0
Boid41,5,0
Boid42,5,0
Boid43,5,0
Boid44,5,0
Boid45,5,0
Boid46,5,0
Boid47,5,0
Boid48,5,0
Boid49,5,0
Boid50,5,0
Boid51,5,0
Boid52,5,0
Boid53,5,0
Boid54,5,0
Boid55,5,0
Boid56,5,0
Boid57,5,0
Boid58,5,0
Boid59,5,0
Boid60,5,0
Boid61,5,0
Boid62,5,0
Boid63,5,0
Boid64,5,0
Boid65,5,0
Boid66,5,0
Boid67,5,0
Boid68,5,0
Boid69,5,0
Boid70,5,0
Boid71,5,0
Boid72,5,0
Boid73,5,0
Boid74,5,0
Boid75,5,0
Boid76,5,0
Boid77,5,0
Boid78,5,0
Boid79,5,0
Boid80,5,0
Boid81,5,0
Boid82,5,0
Boid83,5,0
Boid84,5,0
Boid85,5,0
Boid86,5,0
Boid87,5,0
Boid88,5,0
Boid89,5,0
Boid90,5,0
Boid91,5,0
Boid92,5,0
Boid93,5,0
Boid94,5,0
Boid95,5,0
Boid96,5,0
Boid97,5,0
Boid98,5,0
Boid99,5,0
Boid100,5,0
Boid101,5,0
Boid102,5,0
Boid103,5,0
Boid104,5,0
Boid105,5,0
Boid106,5,0
Boid107,5,0
Boid108,5,0
Boid109,5,0
Boid110,5,0
Boid111,5,0
Boid112,5,0
Boid113,5,0
Boid114,5,0
Boid115,5,0
Boid116,5,0
Boid117,5,0
Boid118,5,0
Boid119,5,0
Boid120,5,0
Boid121,5,0
Boid122,5,0
Boid123,5,0
Boid124,5,0
Boid125,5,0
Boid126,5,0
Boid127,5,0
Boid128,5,0
Boid129,5,0
Boid130,5,0
Boid131,5,0
Boid132,5,0
Boid133,5,0
Boid134,5,0
Boid135,5,0
Boid136,5,0
Boid137,5,0
Boid138,5,0
Boid139,5,0
Boid140,5,0
Boid141,5,0
Boid142,5,0
Boid143,5,0
Boid144,5,0
Boid145,5,0
Boid146,5,0
Boid147,5,0
Boid148,5,0
Boid149,5,0
Boid0,5,0.02
Boid1,5,0.02
Boid2,5,0.02
Boid3,5,0.02
Boid4,5,0.02
Boid5,5,0.02
Boid6,5,0.02
Boid7,5,0.02
Boid8,5,0.02
Boid9,5,0.02
Boid10,5,0.02
Boid11,5,0.02
Boid12,5,0.02
Boid13,5,0.02
Boid14,5,0.02
Boid15,5,0.02
Boid16,5,0.02
Boid17,5,0.02
Boid18,5,0.02
Boid19,5,0.02
Boid20,5,0.02
Boid21,5,0.02
Boid22,5,0.02
Boid23,5,0.02
Boid24,5,0.02
Boid25,5,0.02
Boid26,5,0.02
Boid27,5,0.02
Boid28,5,0.02
Boid29,5,0.02
Boid30,5,0.02
Boid31,5,0.02
Boid32,5,0.02
Boid33,5,0.02
Boid34,5,0.02
Boid35,5,0.02
Boid36,5,0.02
Boid37,5,0.02
Boid38,5,0.02
Boid39,5,0.02
Boid40,5,0.02
Boid41,5,0.02
Boid42,5,0.02
Boid43,5,0.02
Boid44,5,0.02
Boid45,5,0.02
Boid46,5,0.02
Boid47,5,0.02
Boid48,5,0.02
Boid49,5,0.02
Boid50,5,0.02
Boid51,3.756827,0.02
Boid52,5,0.02
Boid53,5,0.02
Boid54,5,0.02
Boid55,5,0.02
Boid56,5,0.02
Boid57,5,0.02
Boid58,5,0.02
Boid59,5,0.02
Boid60,5,0.02
Boid61,5,0.02
Boid62,5,0.02
Boid63,5,0.02
Boid64,5,0.02
Boid65,5,0.02
Boid66,5,0.02
Boid67,5,0.02
Boid68,5,0.02
Boid69,5,0.02
Boid70,5,0.02
Boid71,5,0.02
Boid72,5,0.02
Boid73,5,0.02
Boid74,5,0.02
Boid75,5,0.02
Boid76,5,0.02
Boid77,5,0.02
Boid78,5,0.02
Boid79,5,0.02
Boid80,5,0.02
Boid81,5,0.02
Boid82,5,0.02
Boid83,5,0.02
Boid84,5,0.02
Boid85,5,0.02
Boid86,5,0.02
Boid87,5,0.02
Boid88,5,0.02
Boid89,5,0.02
Boid90,5,0.02
Boid91,5,0.02
Boid92,5,0.02
Boid93,5,0.02
Boid94,5,0.02
Boid95,5,0.02
Boid96,5,0.02
Boid97,5,0.02
Boid98,5,0.02
Boid99,5,0.02
Boid100,5,0.02
Boid101,5,0.02
Boid102,5,0.02
Boid103,5,0.02
Boid104,5,0.02
Boid105,5,0.02
Boid106,5,0.02
Boid107,5,0.02
Boid108,5,0.02
Boid109,5,0.02
Boid110,5,0.02
Boid111,5,0.02
Boid112,5,0.02
Boid113,5,0.02
Boid114,5,0.02
Boid115,5,0.02
Boid116,5,0.02
Boid117,5,0.02
Boid118,5,0.02
Boid119,5,0.02
Boid120,5,0.02
Boid121,5,0.02
Boid122,5,0.02
Boid123,5,0.02
Boid124,5,0.02
Boid125,5,0.02
Boid126,5,0.02
Boid127,5,0.02
Boid128,5,0.02
Boid129,5,0.02
Boid130,5,0.02
Boid131,5,0.02
Boid132,5,0.02
Boid133,5,0.02
Boid134,5,0.02
Boid135,5,0.02
Boid136,5,0.02
Boid137,5,0.02
Boid138,5,0.02
Boid139,5,0.02
Boid140,5,0.02
Boid141,5,0.02
Boid142,5,0.02
Boid143,5,0.02
Boid144,5,0.02
Boid145,5,0.02
Boid146,5,0.02
Boid147,5,0.02
Boid148,5,0.02
Boid149,5,0.02
Boid0,5,0.3533334
Boid1,5,0.3533334
Boid2,5,0.3533334
Boid3,5,0.3533334
Boid4,5,0.3533334
Boid5,5,0.3533334
Boid6,5,0.3533334
Boid7,5,0.3533334
Boid8,5,0.3533334
Boid9,5,0.3533334
Boid10,5,0.3533334
Boid11,5,0.3533334
Boid12,5,0.3533334
Boid13,5,0.3533334
Boid14,5,0.3533334
Boid15,5,0.3533334
Boid16,5,0.3533334
Boid17,5,0.3533334
Boid18,5,0.3533334
Boid19,5,0.3533334
Boid20,5,0.3533334
Boid21,5,0.3533334
Boid22,5,0.3533334
Boid23,5,0.3533334
Boid24,5,0.3533334
Boid25,5,0.3533334
Boid26,5,0.3533334
Boid27,5,0.3533334
Boid28,5,0.3533334
Boid29,5,0.3533334
Boid30,5,0.3533334
Boid31,5,0.3533334
Boid32,5,0.3533334
Boid33,5,0.3533334
Boid34,5,0.3533334
Boid35,5,0.3533334
Boid36,5,0.3533334
Boid37,5,0.3533334
Boid38,5,0.3533334
Boid39,5,0.3533334
Boid40,5,0.3533334
Boid41,5,0.3533334
Boid42,5,0.3533334
Boid43,5,0.3533334
Boid44,5,0.3533334
Boid45,5,0.3533334
Boid46,5,0.3533334
Boid47,5,0.3533334
Boid48,5,0.3533334
Boid49,5,0.3533334
Boid50,5,0.3533334
Boid51,5,0.3533334
Boid52,5,0.3533334
Boid53,5,0.3533334
Boid54,5,0.3533334
Boid55,5,0.3533334
Boid56,5,0.3533334
Boid57,5,0.3533334
Boid58,5,0.3533334
Boid59,5,0.3533334
Boid60,5,0.3533334
Boid61,5,0.3533334
Boid62,5,0.3533334
Boid63,5,0.3533334
Boid64,5,0.3533334
Boid65,5,0.3533334
Boid66,5,0.3533334
Boid67,5,0.3533334
Boid68,5,0.3533334
Boid69,5,0.3533334
Boid70,5,0.3533334
Boid71,5,0.3533334
Boid72,5,0.3533334
Boid73,5,0.3533334
Boid74,5,0.3533334
Boid75,4.459784,0.3533334
Boid76,5,0.3533334
Boid77,5,0.3533334
Boid78,5,0.3533334
Boid79,5,0.3533334
Boid80,5,0.3533334
Boid81,5,0.3533334
Boid82,5,0.3533334
Boid83,5,0.3533334
Boid84,5,0.3533334
Boid85,5,0.3533334
Boid86,5,0.3533334
Boid87,5,0.3533334
Boid88,5,0.3533334
Boid89,5,0.3533334
Boid90,5,0.3533334
Boid91,5,0.3533334
Boid92,5,0.3533334
Boid93,5,0.3533334
Boid94,5,0.3533334
Boid95,5,0.3533334
Boid96,5,0.3533334
Boid97,5,0.3533334
Boid98,5,0.3533334
Boid99,5,0.3533334
Boid100,5,0.3533334
Boid101,5,0.3533334
Boid102,5,0.3533334
Boid103,5,0.3533334
Boid104,5,0.3533334
Boid105,5,0.3533334
Boid106,5,0.3533334
Boid107,5,0.3533334
Boid108,5,0.3533334
Boid109,5,0.3533334
Boid110,5,0.3533334
Boid111,5,0.3533334
Boid112,5,0.3533334
Boid113,5,0.3533334
Boid114,5,0.3533334
Boid115,5,0.3533334
Boid116,5,0.3533334
Boid117,5,0.3533334
Boid118,5,0.3533334
Boid119,5,0.3533334
Boid120,5,0.3533334
Boid121,5,0.3533334
Boid122,5,0.3533334
Boid123,5,0.3533334
Boid124,5,0.3533334
Boid125,5,0.3533334
Boid126,5,0.3533334
Boid127,5,0.3533334
Boid128,5,0.3533334
Boid129,5,0.3533334
Boid130,5,0.3533334
Boid131,5,0.3533334
Boid132,5,0.3533334
Boid133,5,0.3533334
Boid134,5,0.3533334
Boid135,5,0.3533334
Boid136,5,0.3533334
Boid137,5,0.3533334
Boid138,5,0.3533334
Boid139,5,0.3533334
Boid140,5,0.3533334
Boid141,5,0.3533334
Boid142,5,0.3533334
Boid143,5,0.3533334
Boid144,5,0.3533334
Boid145,5,0.3533334
Boid146,5,0.3533334
Boid147,5,0.3533334
Boid148,5,0.3533334
Boid149,5,0.3533334
Boid0,5,0.4317887
Boid1,5,0.4317887
Boid2,5,0.4317887
Boid3,5,0.4317887
Boid4,5,0.4317887
Boid5,5,0.4317887
Boid6,5,0.4317887
Boid7,5,0.4317887
Boid8,5,0.4317887
Boid9,5,0.4317887
Boid10,5,0.4317887
Boid11,5,0.4317887
Boid12,5,0.4317887
Boid13,5,0.4317887
Boid14,5,0.4317887
Boid15,5,0.4317887
Boid16,5,0.4317887
Boid17,5,0.4317887
Boid18,5,0.4317887
Boid19,5,0.4317887
Boid20,5,0.4317887
Boid21,5,0.4317887
Boid22,5,0.4317887
Boid23,5,0.4317887
Boid24,5,0.4317887
Boid25,5,0.4317887
Boid26,5,0.4317887
Boid27,5,0.4317887
Boid28,5,0.4317887
Boid29,5,0.4317887
Boid30,5,0.4317887
Boid31,5,0.4317887
Boid32,5,0.4317887
Boid33,5,0.4317887
Boid34,5,0.4317887
Boid35,5,0.4317887
Boid36,5,0.4317887
Boid37,5,0.4317887
Boid38,5,0.4317887
Boid39,5,0.4317887
Boid40,5,0.4317887
Boid41,5,0.4317887
Boid42,5,0.4317887
Boid43,5,0.4317887
Boid44,5,0.4317887
Boid45,5,0.4317887
Boid46,5,0.4317887
Boid47,5,0.4317887
Boid48,5,0.4317887
Boid49,5,0.4317887
Boid50,5,0.4317887
Boid51,5,0.4317887
Boid52,5,0.4317887
Boid53,5,0.4317887
Boid54,5,0.4317887
Boid55,5,0.4317887
Boid56,5,0.4317887
Boid57,5,0.4317887
Boid58,5,0.4317887
Boid59,5,0.4317887
Boid60,5,0.4317887
Boid61,5,0.4317887
Boid62,5,0.4317887
Boid63,5,0.4317887
Boid64,5,0.4317887
Boid65,5,0.4317887
Boid66,5,0.4317887
Boid67,5,0.4317887
Boid68,5,0.4317887
Boid69,5,0.4317887
Boid70,5,0.4317887
Boid71,5,0.4317887
Boid72,5,0.4317887
Boid73,5,0.4317887
Boid74,5,0.4317887
Boid75,4.856422,0.4317887
Boid76,5,0.4317887
Boid77,5,0.4317887
Boid78,5,0.4317887
Boid79,5,0.4317887
Boid80,5,0.4317887
Boid81,5,0.4317887
Boid82,5,0.4317887
Boid83,5,0.4317887
Boid84,5,0.4317887
Boid85,5,0.4317887
Boid86,5,0.4317887
Boid87,5,0.4317887
Boid88,5,0.4317887
Boid89,5,0.4317887
Boid90,5,0.4317887
Boid91,5,0.4317887
Boid92,5,0.4317887
Boid93,5,0.4317887
Boid94,5,0.4317887
Boid95,2.193851,0.4317887
Boid96,5,0.4317887
Boid97,5,0.4317887
Boid98,5,0.4317887
Boid99,5,0.4317887
Boid100,5,0.4317887
Boid101,5,0.4317887
Boid102,5,0.4317887
Boid103,5,0.4317887
Boid104,5,0.4317887
Boid105,5,0.4317887
Boid106,5,0.4317887
Boid107,5,0.4317887
Boid108,5,0.4317887
Boid109,5,0.4317887
Boid110,5,0.4317887
Boid111,5,0.4317887
Boid112,5,0.4317887
Boid113,5,0.4317887
Boid114,5,0.4317887
Boid115,5,0.4317887
Boid116,5,0.4317887
Boid117,5,0.4317887
Boid118,5,0.4317887
Boid119,5,0.4317887
Boid120,5,0.4317887
Boid121,5,0.4317887
Boid122,5,0.4317887
Boid123,5,0.4317887
Boid124,5,0.4317887
Boid125,5,0.4317887
Boid126,5,0.4317887
Boid127,5,0.4317887
Boid128,5,0.4317887
Boid129,5,0.4317887
Boid130,5,0.4317887
Boid131,5,0.4317887
Boid132,5,0.4317887
Boid133,5,0.4317887
Boid134,5,0.4317887
Boid135,5,0.4317887
Boid136,5,0.4317887
Boid137,5,0.4317887
Boid138,5,0.4317887
Boid139,5,0.4317887
Boid140,5,0.4317887
Boid141,5,0.4317887
Boid142,5,0.4317887
Boid143,5,0.4317887
Boid144,5,0.4317887
Boid145,5,0.4317887
Boid146,5,0.4317887
Boid147,5,0.4317887
Boid148,5,0.4317887
Boid149,5,0.4317887
Boid0,5,0.5411373
Boid1,5,0.5411373
Boid2,5,0.5411373
Boid3,5,0.5411373
Boid4,5,0.5411373
Boid5,5,0.5411373
Boid6,5,0.5411373
Boid7,5,0.5411373
Boid8,5,0.5411373
Boid9,5,0.5411373
Boid10,5,0.5411373
Boid11,5,0.5411373
Boid12,5,0.5411373
Boid13,5,0.5411373
Boid14,5,0.5411373
Boid15,5,0.5411373
Boid16,5,0.5411373
Boid17,5,0.5411373
Boid18,5,0.5411373
Boid19,5,0.5411373
Boid20,5,0.5411373
Boid21,5,0.5411373
Boid22,5,0.5411373
Boid23,5,0.5411373
Boid24,5,0.5411373
Boid25,5,0.5411373
Boid26,5,0.5411373
Boid27,5,0.5411373
Boid28,5,0.5411373
Boid29,5,0.5411373
Boid30,5,0.5411373
Boid31,5,0.5411373
Boid32,5,0.5411373
Boid33,5,0.5411373
Boid34,5,0.5411373
Boid35,5,0.5411373
Boid36,5,0.5411373
Boid37,5,0.5411373
Boid38,5,0.5411373
Boid39,5,0.5411373
Boid40,5,0.5411373
Boid41,5,0.5411373
Boid42,5,0.5411373
Boid43,5,0.5411373
Boid44,5,0.5411373
Boid45,5,0.5411373
Boid46,5,0.5411373
Boid47,5,0.5411373
Boid48,5,0.5411373
Boid49,5,0.5411373
Boid50,5,0.5411373
Boid51,5,0.5411373
Boid52,5,0.5411373
Boid53,5,0.5411373
Boid54,5,0.5411373
Boid55,5,0.5411373
Boid56,5,0.5411373
Boid57,5,0.5411373
Boid58,5,0.5411373
Boid59,5,0.5411373
Boid60,5,0.5411373
Boid61,5,0.5411373
Boid62,5,0.5411373
Boid63,5,0.5411373
Boid64,5,0.5411373
Boid65,5,0.5411373
Boid66,5,0.5411373
Boid67,5,0.5411373
Boid68,5,0.5411373
Boid69,5,0.5411373
Boid70,5,0.5411373
Boid71,5,0.5411373
Boid72,5,0.5411373
Boid73,5,0.5411373
Boid74,5,0.5411373
Boid75,5,0.5411373
Boid76,5,0.5411373
Boid77,5,0.5411373
Boid78,5,0.5411373
Boid79,5,0.5411373
Boid80,5,0.5411373
Boid81,5,0.5411373
Boid82,5,0.5411373
Boid83,5,0.5411373
Boid84,5,0.5411373
Boid85,5,0.5411373
Boid86,5,0.5411373
Boid87,5,0.5411373
Boid88,5,0.5411373
Boid89,5,0.5411373
Boid90,5,0.5411373
Boid91,5,0.5411373
Boid92,5,0.5411373
Boid93,5,0.5411373
Boid94,5,0.5411373
Boid95,5,0.5411373
Boid96,5,0.5411373
Boid97,5,0.5411373
Boid98,5,0.5411373
Boid99,5,0.5411373
Boid100,5,0.5411373
Boid101,5,0.5411373
Boid102,5,0.5411373
Boid103,5,0.5411373
Boid104,5,0.5411373
Boid105,5,0.5411373
Boid106,5,0.5411373
Boid107,5,0.5411373
Boid108,5,0.5411373
Boid109,5,0.5411373
Boid110,5,0.5411373
Boid111,5,0.5411373
Boid112,5,0.5411373
Boid113,5,0.5411373
Boid114,5,0.5411373
Boid115,5,0.5411373
Boid116,5,0.5411373
Boid117,5,0.5411373
Boid118,5,0.5411373
Boid119,5,0.5411373
Boid120,5,0.5411373
Boid121,5,0.5411373
Boid122,5,0.5411373
Boid123,5,0.5411373
Boid124,5,0.5411373
Boid125,5,0.5411373
Boid126,5,0.5411373
Boid127,5,0.5411373
Boid128,5,0.5411373
Boid129,5,0.5411373
Boid130,5,0.5411373
Boid131,5,0.5411373
Boid132,5,0.5411373
Boid133,5,0.5411373
Boid134,5,0.5411373
Boid135,5,0.5411373
Boid136,5,0.5411373
Boid137,5,0.5411373
Boid138,5,0.5411373
Boid139,5,0.5411373
Boid140,5,0.5411373
Boid141,5,0.5411373
Boid142,5,0.5411373
Boid143,5,0.5411373
Boid144,5,0.5411373
Boid145,5,0.5411373
Boid146,4.078035,0.5411373
Boid147,5,0.5411373
Boid148,5,0.5411373
Boid149,5,0.5411373
Boid0,5,0.5986826
Boid1,5,0.5986826
Boid2,5,0.5986826
Boid3,5,0.5986826
Boid4,5,0.5986826
Boid5,5,0.5986826
Boid6,5,0.5986826
Boid7,5,0.5986826
Boid8,5,0.5986826
Boid9,5,0.5986826
Boid10,5,0.5986826
Boid11,5,0.5986826
Boid12,5,0.5986826
Boid13,5,0.5986826
Boid14,5,0.5986826
Boid15,5,0.5986826
Boid16,5,0.5986826
Boid17,5,0.5986826
Boid18,5,0.5986826
Boid19,5,0.5986826
Boid20,5,0.5986826
Boid21,5,0.5986826
Boid22,5,0.5986826
Boid23,5,0.5986826
Boid24,5,0.5986826
Boid25,5,0.5986826
Boid26,5,0.5986826
Boid27,5,0.5986826
Boid28,5,0.5986826
Boid29,5,0.5986826
Boid30,5,0.5986826
Boid31,5,0.5986826
Boid32,5,0.5986826
Boid33,5,0.5986826
Boid34,5,0.5986826
Boid35,5,0.5986826
Boid36,5,0.5986826
Boid37,5,0.5986826
Boid38,5,0.5986826
Boid39,5,0.5986826
Boid40,5,0.5986826
Boid41,4.539234,0.5986826
Boid42,5,0.5986826
Boid43,5,0.5986826
Boid44,5,0.5986826
Boid45,5,0.5986826
Boid46,5,0.5986826
Boid47,5,0.5986826
Boid48,5,0.5986826
Boid49,5,0.5986826
Boid50,5,0.5986826
Boid51,5,0.5986826
Boid52,5,0.5986826
Boid53,5,0.5986826
Boid54,5,0.5986826
Boid55,5,0.5986826
Boid56,5,0.5986826
Boid57,5,0.5986826
Boid58,5,0.5986826
Boid59,5,0.5986826
Boid60,5,0.5986826
Boid61,5,0.5986826
Boid62,5,0.5986826
Boid63,5,0.5986826
Boid64,5,0.5986826
Boid65,5,0.5986826
Boid66,5,0.5986826
Boid67,5,0.5986826
Boid68,5,0.5986826
Boid69,5,0.5986826
Boid70,5,0.5986826
Boid71,5,0.5986826
Boid72,5,0.5986826
Boid73,5,0.5986826
Boid74,5,0.5986826
Boid75,5,0.5986826
Boid76,5,0.5986826
Boid77,5,0.5986826
Boid78,5,0.5986826
Boid79,5,0.5986826
Boid80,5,0.5986826
Boid81,5,0.5986826
Boid82,5,0.5986826
Boid83,5,0.5986826
Boid84,5,0.5986826
Boid85,5,0.5986826
Boid86,5,0.5986826
Boid87,5,0.5986826
Boid88,5,0.5986826
Boid89,5,0.5986826
Boid90,5,0.5986826
Boid91,5,0.5986826
Boid92,5,0.5986826
Boid93,5,0.5986826
Boid94,5,0.5986826
Boid95,5,0.5986826
Boid96,5,0.5986826
Boid97,5,0.5986826
Boid98,5,0.5986826
Boid99,5,0.5986826
Boid100,5,0.5986826
Boid101,5,0.5986826
Boid102,5,0.5986826
Boid103,5,0.5986826
Boid104,5,0.5986826
Boid105,5,0.5986826
Boid106,5,0.5986826
Boid107,5,0.5986826
Boid108,5,0.5986826
Boid109,5,0.5986826
Boid110,5,0.5986826
Boid111,5,0.5986826
Boid112,5,0.5986826
Boid113,5,0.5986826
Boid114,5,0.5986826
Boid115,5,0.5986826
Boid116,5,0.5986826
Boid117,5,0.5986826
Boid118,5,0.5986826
Boid119,5,0.5986826
Boid120,5,0.5986826
Boid121,5,0.5986826
Boid122,5,0.5986826
Boid123,5,0.5986826
Boid124,5,0.5986826
Boid125,5,0.5986826
Boid126,5,0.5986826
Boid127,5,0.5986826
Boid128,5,0.5986826
Boid129,5,0.5986826
Boid130,5,0.5986826
Boid131,5,0.5986826
Boid132,5,0.5986826
Boid133,5,0.5986826
Boid134,5,0.5986826
Boid135,5,0.5986826
Boid136,5,0.5986826
Boid137,5,0.5986826
Boid138,5,0.5986826
Boid139,5,0.5986826
Boid140,5,0.5986826
Boid141,5,0.5986826
Boid142,5,0.5986826
Boid143,5,0.5986826
Boid144,5,0.5986826
Boid145,5,0.5986826
Boid146,5,0.5986826
Boid147,5,0.5986826
Boid148,5,0.5986826
Boid149,5,0.5986826
Boid0,5,0.6657314
Boid1,5,0.6657314
Boid2,5,0.6657314
Boid3,5,0.6657314
Boid4,5,0.6657314
Boid5,5,0.6657314
Boid6,5,0.6657314
Boid7,5,0.6657314
Boid8,5,0.6657314
Boid9,5,0.6657314
Boid10,5,0.6657314
Boid11,5,0.6657314
Boid12,5,0.6657314
Boid13,5,0.6657314
Boid14,5,0.6657314
Boid15,5,0.6657314
Boid16,5,0.6657314
Boid17,5,0.6657314
Boid18,5,0.6657314
Boid19,5,0.6657314
Boid20,5,0.6657314
Boid21,5,0.6657314
Boid22,5,0.6657314
Boid23,5,0.6657314
Boid24,5,0.6657314
Boid25,5,0.6657314
Boid26,5,0.6657314
Boid27,5,0.6657314
Boid28,5,0.6657314
Boid29,5,0.6657314
Boid30,5,0.6657314
Boid31,5,0.6657314
Boid32,5,0.6657314
Boid33,5,0.6657314
Boid34,5,0.6657314
Boid35,5,0.6657314
Boid36,5,0.6657314
Boid37,5,0.6657314
Boid38,5,0.6657314
Boid39,5,0.6657314
Boid40,5,0.6657314
Boid41,5,0.6657314
Boid42,5,0.6657314
Boid43,5,0.6657314
Boid44,5,0.6657314
Boid45,5,0.6657314
Boid46,5,0.6657314
Boid47,5,0.6657314
Boid48,5,0.6657314
Boid49,5,0.6657314
Boid50,5,0.6657314
Boid51,5,0.6657314
Boid52,5,0.6657314
Boid53,5,0.6657314
Boid54,5,0.6657314
Boid55,5,0.6657314
Boid56,5,0.6657314
Boid57,5,0.6657314
Boid58,5,0.6657314
Boid59,5,0.6657314
Boid60,5,0.6657314
Boid61,5,0.6657314
Boid62,5,0.6657314
Boid63,5,0.6657314
Boid64,5,0.6657314
Boid65,5,0.6657314
Boid66,5,0.6657314
Boid67,5,0.6657314
Boid68,5,0.6657314
Boid69,5,0.6657314
Boid70,5,0.6657314
Boid71,5,0.6657314
Boid72,5,0.6657314
Boid73,5,0.6657314
Boid74,5,0.6657314
Boid75,5,0.6657314
Boid76,5,0.6657314
Boid77,5,0.6657314
Boid78,5,0.6657314
Boid79,5,0.6657314
Boid80,5,0.6657314
Boid81,5,0.6657314
Boid82,5,0.6657314
Boid83,5,0.6657314
Boid84,5,0.6657314
Boid85,5,0.6657314
Boid86,5,0.6657314
Boid87,5,0.6657314
Boid88,5,0.6657314
Boid89,5,0.6657314
Boid90,5,0.6657314
Boid91,5,0.6657314
Boid92,5,0.6657314
Boid93,5,0.6657314
Boid94,5,0.6657314
Boid95,5,0.6657314
Boid96,5,0.6657314
Boid97,5,0.6657314
Boid98,5,0.6657314
Boid99,5,0.6657314
Boid100,5,0.6657314
Boid101,5,0.6657314
Boid102,5,0.6657314
Boid103,5,0.6657314
Boid104,5,0.6657314
Boid105,5,0.6657314
Boid106,5,0.6657314
Boid107,5,0.6657314
Boid108,5,0.6657314
Boid109,5,0.6657314
Boid110,5,0.6657314
Boid111,5,0.6657314
Boid112,5,0.6657314
Boid113,5,0.6657314
Boid114,5,0.6657314
Boid115,5,0.6657314
Boid116,5,0.6657314
Boid117,5,0.6657314
Boid118,5,0.6657314
Boid119,5,0.6657314
Boid120,5,0.6657314
Boid121,5,0.6657314
Boid122,5,0.6657314
Boid123,5,0.6657314
Boid124,5,0.6657314
Boid125,5,0.6657314
Boid126,5,0.6657314
Boid127,5,0.6657314
Boid128,5,0.6657314
Boid129,5,0.6657314
Boid130,5,0.6657314
Boid131,5,0.6657314
Boid132,5,0.6657314
Boid133,5,0.6657314
Boid134,5,0.6657314
Boid135,5,0.6657314
Boid136,5,0.6657314
Boid137,5,0.6657314
Boid138,5,0.6657314
Boid139,5,0.6657314
Boid140,5,0.6657314
Boid141,5,0.6657314
Boid142,5,0.6657314
Boid143,5,0.6657314
Boid144,5,0.6657314
Boid145,5,0.6657314
Boid146,5,0.6657314
Boid147,5,0.6657314
Boid148,5,0.6657314
Boid149,5,0.6657314
Boid0,5,0.7444032
Boid1,5,0.7444032
Boid2,5,0.7444032
Boid3,5,0.7444032
Boid4,5,0.7444032
Boid5,5,0.7444032
Boid6,5,0.7444032
Boid7,5,0.7444032
Boid8,5,0.7444032
Boid9,5,0.7444032
Boid10,5,0.7444032
Boid11,5,0.7444032
Boid12,5,0.7444032
Boid13,5,0.7444032
Boid14,5,0.7444032
Boid15,5,0.7444032
Boid16,5,0.7444032
Boid17,4.589578,0.7444032
Boid18,5,0.7444032
Boid19,5,0.7444032
Boid20,5,0.7444032
Boid21,5,0.7444032
Boid22,5,0.7444032
Boid23,5,0.7444032
Boid24,5,0.7444032
Boid25,5,0.7444032
Boid26,5,0.7444032
Boid27,5,0.7444032
Boid28,5,0.7444032
Boid29,5,0.7444032
Boid30,5,0.7444032
Boid31,5,0.7444032
Boid32,5,0.7444032
Boid33,5,0.7444032
Boid34,5,0.7444032
Boid35,5,0.7444032
Boid36,5,0.7444032
Boid37,5,0.7444032
Boid38,5,0.7444032
Boid39,5,0.7444032
Boid40,5,0.7444032
Boid41,5,0.7444032
Boid42,5,0.7444032
Boid43,5,0.7444032
Boid44,5,0.7444032
Boid45,5,0.7444032
Boid46,5,0.7444032
Boid47,5,0.7444032
Boid48,5,0.7444032
Boid49,5,0.7444032
Boid50,5,0.7444032
Boid51,5,0.7444032
Boid52,5,0.7444032
Boid53,5,0.7444032
Boid54,5,0.7444032
Boid55,5,0.7444032
Boid56,5,0.7444032
Boid57,5,0.7444032
Boid58,5,0.7444032
Boid59,5,0.7444032
Boid60,5,0.7444032
Boid61,5,0.7444032
Boid62,5,0.7444032
Boid63,5,0.7444032
Boid64,5,0.7444032
Boid65,5,0.7444032
Boid66,5,0.7444032
Boid67,5,0.7444032
Boid68,5,0.7444032
Boid69,5,0.7444032
Boid70,5,0.7444032
Boid71,5,0.7444032
Boid72,5,0.7444032
Boid73,5,0.7444032
Boid74,5,0.7444032
Boid75,5,0.7444032
Boid76,5,0.7444032
Boid77,5,0.7444032
Boid78,5,0.7444032
Boid79,5,0.7444032
Boid80,5,0.7444032
Boid81,5,0.7444032
Boid82,5,0.7444032
Boid83,5,0.7444032
Boid84,5,0.7444032
Boid85,5,0.7444032
Boid86,5,0.7444032
Boid87,5,0.7444032
Boid88,5,0.7444032
Boid89,5,0.7444032
Boid90,5,0.7444032
Boid91,5,0.7444032
Boid92,5,0.7444032
