Boid,Speed
Boid237,572.9862
Boid238,666.9843
Boid239,289.5425
Boid240,625.9289
Boid241,693.5865
Boid242,316.368
Boid243,834.358
Boid244,393.2592
Boid245,380.0092
Boid246,77.43564
Boid247,500.5484
Boid248,453.5039
Boid249,397.5156
Boid0,470.438
Boid1,392.4939
Boid2,861.2125
Boid3,915.3127
Boid4,804.5117
Boid5,234.0434
Boid6,672.9951
Boid7,396.0252
Boid8,718.1418
Boid9,1105.764
Boid10,897.3529
Boid11,656.0506
Boid12,363.8925
Boid13,438.3
Boid14,105.407
Boid15,710.8995
Boid16,1008.726
Boid17,1042.612
Boid18,644.3123
Boid19,517.7186
Boid20,839.5384
Boid21,428.4397
Boid22,368.081
Boid23,522.2718
Boid24,244.7379
Boid25,120.7694
Boid26,419.9304
Boid27,628.6957
Boid28,801.2487
Boid29,362.6552
Boid30,407.2426
Boid31,891.0082
Boid32,191.2876
Boid33,103.6217
Boid34,223.3931
Boid35,798.5103
Boid36,852.7721
Boid37,945.1277
Boid38,350.7714
Boid39,123.5845
Boid40,707.0751
Boid41,713.1494
Boid42,376.0009
Boid43,781.7327
Boid44,1048.279
Boid45,599.6986
Boid46,623.9202
Boid47,598.0835
Boid48,933.7136
Boid49,348.8237
Boid50,143.1546
Boid51,582.3605
Boid52,602.4439
Boid53,538.974
Boid54,735.9936
Boid55,32.4963
Boid56,502.1138
Boid57,585.3544
Boid58,695.1399
Boid59,272.6042
Boid60,877.0046
Boid61,428.2219
Boid62,286.7755
Boid63,255.0362
Boid64,151.8968
Boid65,430.1688
Boid66,533.2475
Boid67,495.2218
Boid68,252.6591
Boid69,709.4996
Boid70,974.1734
Boid71,642.2124
Boid72,632.9381
Boid73,763.6637
Boid74,572.1683
Boid75,185.4292
Boid76,735.6505
Boid77,733.0795
Boid78,282.5142
Boid79,871.9095
Boid80,766.5985
Boid81,156.7435
Boid82,559.0793
Boid83,591.9197
Boid84,726.4343
Boid85,823.5639
Boid86,206.3122
Boid87,393.5718
Boid88,685.0896
Boid89,803.9036
Boid90,750.7133
Boid91,694.5138
Boid92,666.9406
Boid93,226.4798
Boid94,213.8762
Boid95,865.3876
Boid96,599.9912
Boid97,1028.873
Boid98,941.7268
Boid99,927.5706
Boid100,708.9061
Boid101,667.0959
Boid102,571.1381
Boid103,700.674
Boid104,548.7375
Boid105,876.3842
Boid106,155.691
Boid107,737.8256
Boid108,493.0364
Boid109,286.8142
Boid110,771.2771
Boid111,509.5013
Boid112,756.211
Boid113,471.1422
Boid114,267.512
Boid115,199.9493
Boid116,417.8805
Boid117,1015.677
Boid118,824.6148
Boid119,440.9756
Boid120,469.6864
Boid121,742.2097
Boid122,697.5038
Boid123,774.4367
Boid124,347.0476
Boid125,249.4368
Boid126,705.1536
Boid127,171.552
Boid128,967.004
Boid129,435.8236
Boid130,937.8946
Boid131,158.3772
Boid132,778.4063
Boid133,866.7471
Boid134,338.4297
Boid135,433.7906
Boid136,484.2028
Boid137,494.4094
Boid138,377.0675
Boid139,837.352
Boid140,671.4684
Boid141,161.9841
Boid142,789.372
Boid143,552.3434
Boid144,625.402
Boid145,107.7343
Boid146,665.5637
Boid147,479.1188
Boid148,510.0216
Boid149,116.5301
Boid150,667.9219
Boid151,976.3719
Boid152,317.7589
Boid153,691.7029
Boid154,630.6965
Boid155,166.3156
Boid156,404.5885
Boid157,264.909
Boid158,419.2539
Boid159,76.45317
Boid160,924.8475
Boid161,1120.361
Boid162,562.1808
Boid163,1090.567
Boid164,723.8717
Boid165,831.764
Boid166,1074.437
Boid167,833.6853
Boid168,686.2294
Boid169,634.3013
Boid170,477.2214
Boid171,496.5088
Boid172,507.9743
Boid173,667.8726
Boid174,776.5693
Boid175,544.6563
Boid176,1020.97
Boid177,375.1484
Boid178,188.8844
Boid179,582.5906
Boid180,192.8401
Boid181,855.1165
Boid182,494.1829
Boid183,481.0825
Boid184,321.1314
Boid185,605.8845
Boid186,172.393
Boid187,487.6828
Boid188,688.8127
Boid189,588.9389
Boid190,263.8432
Boid191,336.3656
Boid192,704.2279
Boid193,197.1746
Boid194,31.31164
Boid195,605.7908
Boid196,882.9735
Boid197,703.8875
Boid198,356.2202
Boid199,1049.399
Boid200,230.0206
Boid201,427.0495
Boid202,411.3383
Boid203,172.0414
Boid204,409.9877
Boid205,601.0405
Boid206,241.6744
Boid207,765.9004
Boid208,444.3078
Boid209,307.9745
Boid210,417.6506
Boid211,427.15
Boid212,807.0769
Boid213,357.0788
Boid214,241.2533
Boid215,907.0062
Boid216,682.9264
Boid217,220.9853
Boid218,325.0002
Boid219,120.7845
Boid220,945.829
Boid221,720.529
Boid222,381.699
Boid223,1032.948
Boid224,406.5717
Boid225,434.2325
Boid226,496.7603
Boid227,358.1218
Boid228,490.8559
Boid229,940.6844
Boid230,428.9317
Boid231,900.1133
Boid232,983.8636
Boid233,214.7132
Boid234,117.4987
Boid235,246.3046
Boid236,314.5844
Boid237,605.7782
Boid238,696.9783
Boid239,307.6247
Boid240,658.9
Boid241,726.308
Boid242,327.7239
Boid243,872.8834
Boid244,413.1017
Boid245,403.6133
Boid246,78.23097
Boid247,523.6161
Boid248,471.1423
Boid249,420.0832
Boid0,484.2275
Boid1,401.6186
Boid2,888.5121
Boid3,940.1395
Boid4,825.866
Boid5,238.088
Boid6,689.1678
Boid7,403.0378
Boid8,742.2719
Boid9,1142.616
Boid10,922.7479
Boid11,674.9622
Boid12,373.015
Boid13,453.7992
Boid14,111.1493
Boid15,726.8137
Boid16,1037.789
Boid17,1073.791
Boid18,659.1786
Boid19,530.2252
Boid20,858.8535
Boid21,441.989
Boid22,377.3946
Boid23,536.9645
Boid24,251.9801
Boid25,119.6605
Boid26,426.0469
Boid27,646.964
Boid28,818.6418
Boid29,373.0817
Boid30,419.9969
Boid31,912.9013
Boid32,196.1022
Boid33,106.0619
Boid34,229.4876
Boid35,817.6451
Boid36,878.9387
Boid37,976.5792
Boid38,366.2341
Boid39,129.628
Boid40,727.5905
Boid41,735.8561
Boid42,381.1493
Boid43,806.3196
Boid44,1078.627
Boid45,611.0677
Boid46,638.6742
Boid47,610.8878
Boid48,956.9637
Boid49,356.6613
Boid50,143.9097
Boid51,598.7335
Boid52,619.7512
Boid53,553.3256
Boid54,755.0233
Boid55,33.89828
Boid56,518.9821
Boid57,603.4584
Boid58,713.1692
Boid59,274.5849
Boid60,900.7891
Boid61,438.7115
Boid62,293.0004
Boid63,265.3016
Boid64,160.1849
Boid65,438.7868
Boid66,549.0342
Boid67,514.5701
Boid68,259.3848
Boid69,726.236
Boid70,1000.432
Boid71,656.9539
Boid72,651.3807
Boid73,783.8241
Boid74,589.5098
Boid75,185.5517
Boid76,755.8025
Boid77,759.1606
Boid78,291.3831
Boid79,894.0142
Boid80,787.3962
Boid81,160.991
Boid82,573.6622
Boid83,606.5408
Boid84,747.9135
Boid85,853.0311
Boid86,210.6523
Boid87,410.1845
Boid88,709.8495
Boid89,826.9393
Boid90,766.3283
Boid91,709.5434
Boid92,684.6424
Boid93,233.1492
Boid94,223.6576
Boid95,884.7136
Boid96,614.4955
Boid97,1054.874
Boid98,965.5979
Boid99,948.8192
Boid100,728.8444
Boid101,686.4452
Boid102,582.6496
Boid103,718.0743
Boid104,563.6226
Boid105,903.0236
Boid106,158.7065
Boid107,758.9505
Boid108,513.2009
Boid109,297.4937
Boid110,789.6538
Boid111,525.6105
Boid112,772.9514
Boid113,486.7094
Boid114,273.5457
Boid115,210.7683
Boid116,427.1766
Boid117,1046.533
Boid118,850.438
Boid119,455.8369
Boid120,482.5661
Boid121,766.3992
Boid122,717.7897
Boid123,794.4333
Boid124,356.0255
Boid125,256.495
Boid126,728.4698
Boid127,172.0505
Boid128,993.0101
Boid129,447.6011
Boid130,963.0453
Boid131,168.7438
Boid132,806.7535
Boid133,891.7383
Boid134,348.5452
Boid135,443.8241
Boid136,498.198
Boid137,507.7249
Boid138,389.7906
Boid139,861.262
Boid140,689.4678
Boid141,164.8665
Boid142,812.8386
Boid143,563.6365
Boid144,643.9413
Boid145,111.8441
Boid146,679.0187
Boid147,491.0596
Boid148,525.366
Boid149,125.1776
Boid150,691.5948
Boid151,1004.098
Boid152,323.7458
Boid153,710.7902
Boid154,650.9785
Boid155,174.4902
Boid156,411.4819
Boid157,276.024
Boid158,431.8099
Boid159,77.0078
Boid160,955.2202
Boid161,1152.116
Boid162,578.6149
Boid163,1120.86
Boid164,748.6879
Boid165,855.4381
Boid166,1104.072
Boid167,857.8409
Boid168,707.63
Boid169,649.7565
Boid170,493.5157
Boid171,510.5636
Boid172,526.5953
Boid173,687.0455
Boid174,793.647
Boid175,557.2391
Boid176,1044.401
Boid177,382.3805
Boid178,191.3113
Boid179,598.5828
Boid180,203.3238
Boid181,883.8717
Boid182,510.17
Boid183,495.008
Boid184,329.0007
Boid185,624.4164
Boid186,179.5699
Boid187,501.9877
Boid188,708.3907
Boid189,602.1265
Boid190,274.7052
Boid191,345.31
Boid192,729.7838
Boid193,205.4732
Boid194,32.56597
Boid195,618.3225
Boid196,906.239
Boid197,720.018
Boid198,371.6715
Boid199,1082.261
Boid200,241.2017
Boid201,439.4088
Boid202,422.4925
Boid203,176.7006
Boid204,419.7677
Boid205,620.7689
Boid206,244.8834
Boid207,789.4943
Boid208,457.2847
Boid209,316.3325
Boid210,429.6688
Boid211,441.0925
Boid212,826.0007
Boid213,362.4251
Boid214,249.8888
Boid215,934.8344
Boid216,704.9725
Boid217,222.2844
Boid218,338.4495
Boid219,128.295
Boid220,973.6798
Boid221,738.4507
Boid222,391.5907
Boid223,1062.328
Boid224,416.8757
Boid225,450.2217
Boid226,514.6732
Boid227,362.4746
Boid228,504.3452
Boid229,966.4334
Boid230,441.3213
Boid231,928.0102
Boid232,1009.707
Boid233,218.4604
Boid234,115.4831
Boid235,253.0341
Boid236,322.1885
Boid237,626.6088
Boid238,713.0421
Boid239,320.1823
Boid240,680.3182
Boid241,746.3101
Boid242,332.6604
Boid243,894.9018
Boid244,424.9526
Boid245,419.5088
Boid246,77.74341
Boid247,536.4771
Boid248,479.5892
Boid249,434.7513
Boid0,473.983
Boid1,390.836
Boid2,871.6434
Boid3,917.971
Boid4,806.1232
Boid5,229.7606
Boid6,670.8485
Boid7,390.0697
Boid8,729.6133
Boid9,1122.826
Boid10,902.4407
Boid11,660.1597
Boid12,363.8468
Boid13,447.0066
Boid14,111.0665
Boid15,705.57
Boid16,1015.101
Boid17,1052.063
Boid18,640.9156
Boid19,516.3892
Boid20,835.4799
Boid21,433.319
Boid22,367.9776
Boid23,524.7108
Boid24,246.6587
Boid25,112.7204
Boid26,410.9205
Boid27,632.8977
Boid28,795.2917
Boid29,364.8802
Boid30,412.0558
Boid31,889.4113
Boid32,191.2304
Boid33,103.6727
Boid34,223.9426
Boid35,795.6338
Boid36,861.1627
Boid37,959.5161
Boid38,363.5303
Boid39,129.1812
Boid40,711.9984
Boid41,721.9182
Boid42,367.3612
Boid43,790.6333
Boid44,1055.173
Boid45,591.9829
Boid46,621.673
Boid47,593.3467
Boid48,932.7915
Boid49,347.1962
Boid50,137.4684
Boid51,585.4381
Boid52,606.063
Boid53,540.204
Boid54,736.1403
Boid55,33.4094
Boid56,510.0483
Boid57,591.2675
Boid58,695.6946
Boid59,262.9136
Boid60,879.2401
Boid61,426.9855
Boid62,284.7211
Boid63,262.5576
Boid64,160.4737
Boid65,425.5244
Boid66,537.6591
Boid67,508.4723
Boid68,253.2836
Boid69,706.9181
Boid70,977.2657
Boid71,638.9557
Boid72,637.1396
Boid73,764.8479
Boid74,577.4346
Boid75,176.5321
Boid76,737.8899
Boid77,747.3343
Boid78,286.3248
Boid79,871.6537
Boid80,768.8048
Boid81,157.4908
Boid82,559.4879
Boid83,590.8306
Boid84,731.6962
Boid85,840.0496
Boid86,204.7953
Boid87,406.2896
Boid88,699.1187
Boid89,808.9618
Boid90,743.9355
Boid91,688.9521
Boid92,667.8842
Boid93,228.5492
Boid94,222.2735
Boid95,860.081
Boid96,598.3514
Boid97,1028.472
Boid98,941.6736
Boid99,922.7441
Boid100,712.4384
Boid101,671.759
Boid102,565.2453
Boid103,699.7662
Boid104,550.3453
Boid105,884.9528
Boid106,154.3005
Boid107,741.9659
Boid108,507.8752
Boid109,293.5444
Boid110,769.077
Boid111,515.8301
Boid112,751.3647
Boid113,478.1436
Boid114,266.408
Boid115,211.1597
Boid116,415.0236
Boid117,1024.971
Boid118,833.6286
Boid119,447.781
Boid120,470.9787
Boid121,751.5798
Boid122,702.0435
Boid123,774.8755
Boid124,346.7838
Boid125,251.0338
Boid126,715.3984
Boid127,164.6117
Boid128,968.7697
Boid129,436.8543
Boid130,940.1249
Boid131,170.7038
Boid132,795.0125
Boid133,872.9162
Boid134,341.6274
Boid135,431.9065
Boid136,487.0958
Boid137,496.3951
Boid138,382.6692
Boid139,842.5032
Boid140,672.848
Boid141,159.6341
Boid142,795.5492
Boid143,546.8489
Boid144,630.5068
Boid145,110.195
Boid146,658.6855
Boid147,478.2794
Boid148,514.2968
Boid149,127.6739
Boid150,680.8021
Boid151,981.9347
Boid152,313.5977
Boid153,694.7873
Boid154,639.8326
Boid155,174.1992
Boid156,397.7434
Boid157,273.2266
Boid158,423.3027
Boid159,73.37796
Boid160,937.3661
Boid161,1126.381
Boid162,565.7667
Boid163,1095.202
Boid164,735.9794
Boid165,836.748
Boid166,1078.406
Boid167,839.0784
Boid168,693.551
Boid169,632.9029
Boid170,484.4575
Boid171,499.4139
Boid172,518.9924
Boid173,671.3048
Boid174,770.6218
Boid175,542.6172
Boid176,1015.899
Boid177,370.6906
Boid178,184.2846
Boid179,584.6272
Boid180,203.7299
Boid181,868.4135
Boid182,500.9278
Boid183,483.9492
Boid184,320.4493
Boid185,611.8848
Boid186,177.7341
Boid187,491.5255
Boid188,692.9027
Boid189,585.2484
Boid190,271.8119
Boid191,337.0043
Boid192,718.9625
Boid193,203.4531
Boid194,32.28552
Boid195,600.3231
Boid196,884.76
Boid197,700.2447
Boid198,368.4066
Boid199,1061.083
Boid200,240.399
Boid201,429.7276
Boid202,412.7244
Boid203,172.8079
Boid204,408.3943
Boid205,609.2188
Boid206,236.2409
Boid207,774.1924
Boid208,447.4324
Boid209,309.4416
Boid210,419.9876
Boid211,432.8882
Boid212,803.3528
Boid213,349.4145
Boid214,246.0426
Boid215,916.024
Boid216,691.6428
Boid217,212.6461
Boid218,335.0594
Boid219,129.2207
Boid220,952.7191
Boid221,719.5157
Boid222,381.4197
Boid223,1039.145
Boid224,406.4066
Boid225,443.8392
Boid226,506.8796
Boid227,348.7518
Boid228,492.9225
Boid229,943.4007
Boid230,431.5992
Boid231,909.3646
Boid232,985.4792
Boid233,211.3765
Boid234,107.8197
Boid235,246.6153
Boid236,313.8222
Boid237,615.9023
Boid238,693.3377
Boid239,317.0401
Boid240,668.7059
Boid241,729.4556
Boid242,321.1357
Boid243,872.937
Boid244,415.6564
Boid245,414.36
Boid246,73.73067
Boid247,522.6213
Boid248,464.2243
Boid249,427.8795
Boid0,497.9922
Boid1,408.5268
Boid2,917.5718
Boid3,961.9496
Boid4,844.3125
Boid5,237.4335
Boid6,700.8808
Boid7,405.1921
Boid8,769.7965
Boid9,1184.301
Boid10,947.1241
Boid11,693.2106
Boid12,380.9386
Boid13,472.8857
Boid14,118.6114
Boid15,734.8113
Boid16,1065.676
Boid17,1105.667
Boid18,668.0396
Boid19,539.8143
Boid20,872.3109
Boid21,455.6317
Boid22,385.1281
Boid23,550.4229
Boid24,259.1286
Boid25,113.9284
Boid26,425.3448
Boid27,664.2127
Boid28,829.2753
Boid29,383.2415
Boid30,433.7891
Boid31,929.7446
Boid32,199.9549
Boid33,109.2552
Boid34,235.0134
Boid35,830.4846
Boid36,905.5962
Boid37,1011.705
Boid38,387.1299
Boid39,138.2269
Boid40,747.7679
Boid41,760.0384
Boid42,380.029
Boid43,832.0992
Boid44,1107.735
Boid45,615.517
Boid46,649.3477
Boid47,618.5674
Boid48,976.0999
Boid49,363.7727
Boid50,140.8612
Boid51,614.1829
Boid52,636.2841
Boid53,565.9985
Boid54,770.1707
Boid55,35.4243
Boid56,537.9044
Boid57,621.7956
Boid58,728.1638
Boid59,270.1796
Boid60,920.6791
Boid61,445.9167
Boid62,297.2134
Boid63,278.8527
Boid64,172.2783
Boid65,442.8113
Boid66,565.3962
Boid67,539.1889
Boid68,265.2706
Boid69,738.8389
Boid70,1024.663
Boid71,667.0278
Boid72,668.6744
Boid73,800.6378
Boid74,607.2388
Boid75,180.282
Boid76,772.9044
Boid77,789.2982
Boid78,302.5862
Boid79,912.0153
Boid80,805.7875
Boid81,165.1933
Boid82,585.621
Boid83,617.3513
Boid84,768.1592
Boid85,887.6902
Boid86,213.6488
Boid87,431.601
Boid88,738.7005
Boid89,849.1473
Boid90,775.3116
Boid91,717.8286
Boid92,699.1705
Boid93,240.6351
Boid94,236.8089
Boid95,897.4669
Boid96,625.2418
Boid97,1076.524
Boid98,985.8246
Boid99,963.0789
Boid100,747.6648
Boid101,705.3323
Boid102,588.6435
Boid103,731.7367
Boid104,576.9003
Boid105,930.6943
Boid106,161.6451
Boid107,778.3979
Boid108,539.2755
Boid109,310.7607
Boid110,804.1664
Boid111,543.4775
Boid112,784.1231
Boid113,504.3854
Boid114,278.9566
Boid115,226.8239
Boid116,432.6146
Boid117,1077.25
Boid118,876.585
Boid119,472.0786
Boid120,493.0806
Boid121,790.1973
Boid122,737.1169
Boid123,811.1931
Boid124,361.7677
Boid125,263.8869
Boid126,753.922
Boid127,169.8263
Boid128,1013.779
Boid129,457.6846
Boid130,985.0241
Boid131,185.0329
Boid132,840.7496
Boid133,917.4222
Boid134,360.0031
Boid135,451.0294
Boid136,511.1161
Boid137,521.2036
Boid138,403.0888
Boid139,884.3387
Boid140,704.6728
Boid141,165.7018
Boid142,835.2162
Boid143,569.4415
Boid144,662.3191
Boid145,116.5429
Boid146,685.8717
Boid147,499.797
Boid148,540.3741
Boid149,139.4561
Boid150,719.136
Boid151,1030.329
Boid152,326.1698
Boid153,730.0295
Boid154,674.7465
Boid155,186.7694
Boid156,412.5385
Boid157,290.1686
Boid158,445.3575
Boid159,74.8834
Boid160,986.5519
Boid161,1181.47
Boid162,594.035
Boid163,1148.293
Boid164,776.2176
Boid165,878.2559
Boid166,1130.192
Boid167,880.585
Boid168,729.5422
Boid169,661.4395
Boid170,509.7833
Boid171,524.1292
Boid172,548.903
Boid173,703.5879
Boid174,802.9857
Boid175,567.4389
Boid176,1060.664
Boid177,385.8126
Boid178,190.425
Boid179,612.7115
Boid180,218.908
Boid181,915.2927
Boid182,526.9727
Boid183,507.9185
Boid184,335.163
Boid185,643.2861
Boid186,188.8565
Boid187,516.6666
Boid188,727.2275
Boid189,610.5447
Boid190,288.2948
Boid191,352.8634
Boid192,760.0063
Boid193,216.0932
Boid194,34.22208
Boid195,625.8184
Boid196,927.1873
Boid197,730.7841
Boid198,391.5693
Boid199,1116.419
Boid200,256.9494
Boid201,451.356
Boid202,432.6096
Boid203,181.996
Boid204,426.2988
Boid205,641.5323
Boid206,245.2247
Boid207,815.9506
Boid208,469.9222
Boid209,325.4466
Boid210,440.4407
Boid211,455.6209
Boid212,838.2532
Boid213,361.363
Boid214,260.1444
Boid215,962.9796
Boid216,727.8026
Boid217,218.3511
Boid218,355.9919
Boid219,139.4282
Boid220,1000.017
Boid221,752.5834
Boid222,398.2562
Boid223,1090.773
Boid224,425.4754
Boid225,469.6634
Boid226,535.462
Boid227,360.1306
Boid228,516.9606
Boid229,987.8088
Boid230,453.2193
Boid231,956.0444
Boid232,1032.282
Boid233,219.7342
Boid234,108.0394
Boid235,257.3929
Boid236,328.4754
Boid237,649.2133
Boid238,723.2871
Boid239,336.9547
Boid240,705.9969
Boid241,765.2515
Boid242,332.9607
Boid243,914.6979
Boid244,436.8537
Boid245,439.0186
Boid246,75.23629
Boid247,546.1964
Boid248,482.3458
Boid249,451.9845
Boid0,421.7613
Boid1,343.9311
Boid2,779.0167
Boid3,812.0929
Boid4,713.1059
Boid5,196.9134
Boid6,589.8782
Boid7,339.0978
Boid8,654.905
Boid9,1007.363
Boid10,801.8297
Boid11,586.2119
Boid12,321.9693
Boid13,403.4268
Boid14,102.0141
Boid15,616.4735
Boid16,901.1868
Boid17,936.2668
Boid18,560.6912
Boid19,454.7705
Boid20,734.0596
Boid21,386.114
Boid22,325.1552
Boid23,464.8308
Boid24,219.7213
Boid25,92.53928
Boid26,354.4819
Boid27,561.8066
Boid28,696.6808
Boid29,323.9862
Boid30,368.0581
Boid31,782.9505
Boid32,168.9683
Boid33,93.77681
Boid34,198.7603
Boid35,698.2987
Boid36,767.1752
Boid37,860.091
Boid38,332.619
Boid39,119.0549
Boid40,633.1107
Boid41,645.2747
Boid42,316.5822
Boid43,705.5793
Boid44,937.9801
Boid45,515.4902
Boid46,546.8405
Boid47,519.5768
Boid48,823.7499
Boid49,307.8578
Boid50,116.1998
Boid51,519.9141
Boid52,537.9154
Boid53,478.1588
Boid54,648.9088
Boid55,29.65849
Boid56,457.3718
Boid57,526.5966
Boid58,614.4957
Boid59,223.4149
Boid60,776.5682
Boid61,374.7695
Boid62,249.6349
Boid63,239.2317
Boid64,149.2525
Boid65,371.2054
Boid66,479.123
Boid67,461.2065
Boid68,224.3967
Boid69,622.1882
Boid70,866.7599
Boid71,560.9667
Boid72,565.3676
Boid73,675.5809
Boid74,514.3031
Boid75,148.3988
Boid76,652.1422
Boid77,672.1891
Boid78,258.1732
Boid79,769.3106
Boid80,680.6505
Boid81,140.2641
Boid82,493.5121
Boid83,519.9112
Boid84,649.3137
Boid85,756.3638
Boid86,180.1635
Boid87,369.7624
Boid88,629.1227
Boid89,718.9969
Boid90,651.0995
Boid91,602.3178
Boid92,589.3036
Boid93,204.6544
Boid94,203.4241
Boid95,754.6915
Boid96,525.9576
Boid97,908.1545
Boid98,832.1357
Boid99,809.8766
Boid100,631.95
Boid101,597.5276
Boid102,493.8932
Boid103,616.9013
Boid104,486.9462
Boid105,789.5433
Boid106,136.1637
Boid107,657.761
Boid108,461.8349
Boid109,265.709
Boid110,677.8077
Boid111,461.7159
Boid112,659.3463
Boid113,428.7545
Boid114,235.5065
Boid115,196.6683
Boid116,363.2183
Boid117,912.0691
Boid118,743.0298
Boid119,400.7936
Boid120,415.6363
Boid121,668.9963
Boid122,623.331
Boid123,685.0251
Boid124,303.95
Boid125,223.8258
Boid126,640.392
Boid127,141.4548
Boid128,854.3328
Boid129,385.9252
Boid130,831.4714
Boid131,161.809
Boid132,716.9278
Boid133,778.1833
Boid134,305.8825
Boid135,379.807
Boid136,431.9998
Boid137,441.6231
Boid138,341.6525
Boid139,748.8575
Boid140,594.3368
Boid141,138.8405
Boid142,706.5377
Boid143,477.6567
Boid144,561.3466
Boid145,98.76196
Boid146,575.371
Boid147,420.5955
Boid148,457.1306
Boid149,122.9776
Boid150,612.4421
Boid151,871.7956
Boid152,273.0159
Boid153,617.8028
Boid154,573.6251
Boid155,161.6232
Boid156,344.4485
Boid157,248.164
Boid158,378.075
Boid159,61.09428
Boid160,836.2238
Boid161,999.1936
Boid162,502.4007
Boid163,970.4373
Boid164,659.5529
Boid165,743.6791
Boid166,954.2925
Boid167,744.2739
Boid168,618.2036
Boid169,557.3943
Boid170,431.7701
Boid171,444.0281
Boid172,467.846
Boid173,594.7286
Boid174,674.1302
Boid175,478.6702
Boid176,892.3826
Boid177,323.6585
Boid178,158.6131
Boid179,517.3693
Boid180,189.7446
Boid181,777.8206
Boid182,446.9172
Boid183,429.1166
Boid184,282.093
Boid185,545.4817
Boid186,161.5214
Boid187,438.1391
Boid188,615.8691
Boid189,512.9972
Boid190,246.796
Boid191,297.8332
Boid192,647.8287
Boid193,185.163
Boid194,29.51752
Boid195,525.7468
Boid196,783.7575
Boid197,614.569
Boid198,335.4048
Boid199,946.3658
Boid200,221.326
Boid201,381.8238
Boid202,366.1494
Boid203,153.8749
Boid204,358.4184
Boid205,544.053
Boid206,206.3777
Boid207,693.9213
Boid208,397.7103
Boid209,275.7028
Boid210,372.1428
Boid211,386.5938
Boid212,704.4558
Boid213,300.7542
Boid214,221.5848
Boid215,815.9755
Boid216,617.3287
Boid217,180.5144
Boid218,304.8922
Boid219,121.149
Boid220,845.9286
Boid221,634.0906
Boid222,334.1448
Boid223,923.4232
Boid224,358.5988
Boid225,400.5583
Boid226,456.3098
Boid227,299.4052
Boid228,437.5016
Boid229,833.209
Boid230,383.0728
Boid231,809.8862
Boid232,871.8604
Boid233,183.6801
Boid234,86.92788
Boid235,215.6781
Boid236,277.0106
Boid237,551.7813
Boid238,607.8973
Boid239,289.0164
Boid240,601.2303
Boid241,647.5233
Boid242,278.0378
Boid243,772.8882
Boid244,369.9353
Boid245,374.7273
Boid246,62.24223
Boid247,460.2135
Boid248,403.748
Boid249,385.0938
Boid0,477.3435
Boid1,387.5721
Boid2,883.2658
Boid3,916.2442
Boid4,804.0796
Boid5,217.3844
Boid6,663.8729
Boid7,378.9448
Boid8,744.8364
Boid9,1145.175
Boid10,906.2554
Boid11,663.2688
Boid12,363.1419
Boid13,460.4207
Boid14,116.655
Boid15,690.9841
Boid16,1019.025
Boid17,1058.026
Boid18,628.8229
Boid19,511.9421
Boid20,825.1171
Boid21,436.7135
Boid22,366.6537
Boid23,525.2776
Boid24,248.8795
Boid25,100.0888
Boid26,394.4754
Boid27,634.0903
Boid28,781.9667
Boid29,366.795
Boid30,416.333
Boid31,881.0497
Boid32,189.8722
Boid33,108.3034
Boid34,225.3387
Boid35,784.1193
Boid36,868.9729
Boid37,976.9659
Boid38,381.8141
Boid39,137.5029
Boid40,716.3995
Boid41,732.2024
Boid42,352.1773
Boid43,800.0284
Boid44,1060.521
Boid45,576.6947
Boid46,614.7992
Boid47,582.9785
Boid48,929.4686
Boid49,348.3791
Boid50,127.8851
Boid51,587.252
Boid52,608.4557
Boid53,539.4971
Boid54,730.7042
Boid55,33.98567
Boid56,519.6031
Boid57,596.5575
Boid58,692.2571
Boid59,246.6768
Boid60,874.6785
Boid61,421.0957
Boid62,280.7654
Boid63,274.0538
Boid64,172.4991
Boid65,415.5063
Boid66,543.1813
Boid67,527.1727
Boid68,252.8625
Boid69,700.8776
Boid70,979.195
Boid71,630.4277
Boid72,638.599
Boid73,760.8599
Boid74,582.7802
Boid75,163.1674
Boid76,735.1638
Boid77,764.6984
Boid78,295.0198
Boid79,866.9982
Boid80,767.9147
Boid81,158.2347
Boid82,556.0026
Boid83,584.1371
Boid84,734.0706
Boid85,861.2057
Boid86,202.3094
Boid87,422.9492
Boid88,715.8298
Boid89,812.6348
Boid90,731.0126
Boid91,675.1337
Boid92,663.9048
Boid93,232.726
Boid94,233.271
Boid95,847.7786
Boid96,590.5322
Boid97,1024.453
Boid98,938.3457
Boid99,909.7228
Boid100,714.5581
Boid101,675.501
Boid102,553.6552
Boid103,694.3002
Boid104,549.5859
Boid105,894.4565
Boid106,154.3005
Boid107,743.1711
Boid108,528.5308
Boid109,303.1583
Boid110,763.3384
Boid111,524.2849
Boid112,740.9816
Boid113,487.6451
Boid114,266.2762
Boid115,227.6857
Boid116,407.2378
Boid117,1032.143
Boid118,840.9252
Boid119,455.2045
Boid120,468.1221
Boid121,756.2835
Boid122,705.2878
Boid123,772.7805
Boid124,340.2387
Boid125,253.8472
Boid126,726.9542
Boid127,158.4569
Boid128,961.6431
Boid129,435.4839
Boid130,938.083
Boid131,189.1481
Boid132,816.83
Boid133,881.8888
Boid134,348.2868
Boid135,426.8149
Boid136,488.2455
Boid137,500.163
Boid138,388.0324
Boid139,846.3995
Boid140,669.9822
Boid141,154.8253
Boid142,798.1302
Boid143,535.2405
Boid144,634.8356
Boid145,112.3984
Boid146,644.9347
Boid147,472.801
