Boid, OtherBoid
Boid7,Boid0,2.049957
Boid8,Boid6,2.049957
Boid9,Boid6,2.049957
Boid0,Boid7,2.05529
Boid1,Boid0,2.05529
Boid2,Boid5,2.05529
Boid3,Boid6,2.05529
Boid4,Boid6,2.05529
Boid5,Boid2,2.05529
Boid6,Boid9,2.05529
Boid7,Boid0,2.05529
Boid8,Boid6,2.05529
Boid9,Boid6,2.05529
Boid0,Boid7,2.062742
Boid1,Boid0,2.062742
Boid2,Boid5,2.062742
Boid3,Boid6,2.062742
Boid4,Boid9,2.062742
Boid5,Boid2,2.062742
Boid6,Boid9,2.062742
Boid7,Boid0,2.062742
Boid8,Boid6,2.062742
Boid9,Boid6,2.062742
Boid0,Boid7,2.068434
Boid1,Boid0,2.068434
Boid2,Boid5,2.068434
Boid3,Boid6,2.068434
Boid4,Boid9,2.068434
Boid5,Boid2,2.068434
Boid6,Boid9,2.068434
Boid7,Boid0,2.068434
Boid8,Boid6,2.068434
Boid9,Boid6,2.068434
Boid0,Boid7,2.074444
Boid1,Boid0,2.074444
Boid2,Boid5,2.074444
Boid3,Boid6,2.074444
Boid4,Boid6,2.074444
Boid5,Boid2,2.074444
Boid6,Boid9,2.074444
Boid7,Boid0,2.074444
Boid8,Boid6,2.074444
Boid9,Boid6,2.074444
Boid0,Boid7,2.079104
Boid1,Boid0,2.079104
Boid2,Boid5,2.079104
Boid3,Boid6,2.079104
Boid4,Boid6,2.079104
Boid5,Boid2,2.079104
Boid6,Boid9,2.079104
Boid7,Boid0,2.079104
Boid8,Boid6,2.079104
Boid9,Boid6,2.079104
Boid0,Boid7,2.084087
Boid1,Boid0,2.084087
Boid2,Boid5,2.084087
Boid3,Boid6,2.084087
Boid4,Boid9,2.084087
Boid5,Boid2,2.084087
Boid6,Boid9,2.084087
Boid7,Boid0,2.084087
Boid8,Boid6,2.084087
Boid9,Boid6,2.084087
Boid0,Boid7,2.089697
Boid1,Boid0,2.089697
Boid2,Boid5,2.089697
Boid3,Boid6,2.089697
Boid4,Boid9,2.089697
Boid5,Boid2,2.089697
Boid6,Boid9,2.089697
Boid7,Boid0,2.089697
Boid8,Boid6,2.089697
Boid9,Boid6,2.089697
Boid0,Boid7,2.094977
Boid1,Boid0,2.094977
Boid2,Boid5,2.094977
Boid3,Boid6,2.094977
Boid4,Boid6,2.094977
Boid5,Boid2,2.094977
Boid6,Boid9,2.094977
Boid7,Boid0,2.094977
Boid8,Boid6,2.094977
Boid9,Boid6,2.094977
Boid0,Boid7,2.101888
Boid1,Boid0,2.101888
Boid2,Boid5,2.101888
Boid3,Boid6,2.101888
Boid4,Boid9,2.101888
Boid5,Boid2,2.101888
Boid6,Boid9,2.101888
Boid7,Boid0,2.101888
Boid8,Boid6,2.101888
Boid9,Boid6,2.101888
Boid0,Boid7,2.107331
Boid1,Boid0,2.107331
Boid2,Boid5,2.107331
Boid3,Boid6,2.107331
Boid4,Boid9,2.107331
Boid5,Boid2,2.107331
Boid6,Boid9,2.107331
Boid7,Boid0,2.107331
Boid8,Boid6,2.107331
Boid9,Boid6,2.107331
Boid0,Boid7,2.113275
Boid1,Boid0,2.113275
Boid2,Boid5,2.113275
Boid3,Boid6,2.113275
Boid4,Boid6,2.113275
Boid5,Boid2,2.113275
Boid6,Boid9,2.113275
Boid7,Boid0,2.113275
Boid8,Boid6,2.113275
Boid9,Boid6,2.113275
Boid0,Boid7,2.119046
Boid1,Boid0,2.119046
Boid2,Boid5,2.119046
Boid3,Boid6,2.119046
Boid4,Boid6,2.119046
Boid5,Boid2,2.119046
Boid6,Boid9,2.119046
Boid7,Boid0,2.119046
Boid8,Boid6,2.119046
Boid9,Boid6,2.119046
Boid0,Boid7,2.12533
Boid1,Boid0,2.12533
Boid2,Boid5,2.12533
Boid3,Boid6,2.12533
Boid4,Boid9,2.12533
Boid5,Boid2,2.12533
Boid6,Boid9,2.12533
Boid7,Boid0,2.12533
Boid8,Boid6,2.12533
Boid9,Boid6,2.12533
Boid0,Boid7,2.131132
Boid1,Boid0,2.131132
Boid2,Boid5,2.131132
Boid3,Boid6,2.131132
Boid4,Boid9,2.131132
Boid5,Boid2,2.131132
Boid6,Boid9,2.131132
Boid7,Boid0,2.131132
Boid8,Boid6,2.131132
Boid9,Boid6,2.131132
Boid0,Boid7,2.136465
Boid1,Boid0,2.136465
Boid2,Boid5,2.136465
Boid3,Boid6,2.136465
Boid4,Boid6,2.136465
Boid5,Boid2,2.136465
Boid6,Boid9,2.136465
Boid7,Boid0,2.136465
Boid8,Boid6,2.136465
Boid9,Boid6,2.136465
Boid0,Boid7,2.142876
Boid1,Boid0,2.142876
Boid2,Boid5,2.142876
Boid3,Boid6,2.142876
Boid4,Boid9,2.142876
Boid5,Boid2,2.142876
Boid6,Boid9,2.142876
Boid7,Boid0,2.142876
Boid8,Boid6,2.142876
Boid9,Boid6,2.142876
Boid0,Boid7,2.151184
Boid1,Boid0,2.151184
Boid2,Boid5,2.151184
Boid3,Boid6,2.151184
Boid4,Boid9,2.151184
Boid5,Boid2,2.151184
Boid6,Boid9,2.151184
Boid7,Boid0,2.151184
Boid8,Boid6,2.151184
Boid9,Boid6,2.151184
Boid0,Boid7,2.157191
Boid1,Boid0,2.157191
Boid2,Boid5,2.157191
Boid3,Boid6,2.157191
Boid4,Boid6,2.157191
Boid5,Boid2,2.157191
Boid6,Boid9,2.157191
Boid7,Boid0,2.157191
Boid8,Boid6,2.157191
Boid9,Boid6,2.157191
Boid0,Boid7,2.163913
Boid1,Boid0,2.163913
Boid2,Boid5,2.163913
Boid3,Boid6,2.163913
Boid4,Boid9,2.163913
Boid5,Boid2,2.163913
Boid6,Boid9,2.163913
Boid7,Boid0,2.163913
Boid8,Boid6,2.163913
Boid9,Boid6,2.163913
Boid0,Boid7,2.169955
Boid1,Boid0,2.169955
Boid2,Boid5,2.169955
Boid3,Boid6,2.169955
Boid4,Boid9,2.169955
Boid5,Boid2,2.169955
Boid6,Boid9,2.169955
Boid7,Boid0,2.169955
Boid8,Boid6,2.169955
Boid9,Boid6,2.169955
Boid0,Boid7,2.176024
Boid1,Boid0,2.176024
Boid2,Boid5,2.176024
Boid3,Boid6,2.176024
Boid4,Boid6,2.176024
Boid5,Boid2,2.176024
Boid6,Boid9,2.176024
Boid7,Boid0,2.176024
Boid8,Boid6,2.176024
Boid9,Boid6,2.176024
Boid0,Boid7,2.182025
Boid1,Boid0,2.182025
Boid2,Boid5,2.182025
Boid3,Boid6,2.182025
Boid4,Boid9,2.182025
Boid5,Boid2,2.182025
Boid6,Boid9,2.182025
Boid7,Boid0,2.182025
Boid8,Boid6,2.182025
Boid9,Boid6,2.182025
Boid0,Boid7,2.188159
Boid1,Boid0,2.188159
Boid2,Boid5,2.188159
Boid3,Boid6,2.188159
Boid4,Boid9,2.188159
Boid5,Boid2,2.188159
Boid6,Boid9,2.188159
Boid7,Boid0,2.188159
Boid8,Boid6,2.188159
Boid9,Boid6,2.188159
Boid0,Boid7,2.19446
Boid1,Boid0,2.19446
Boid2,Boid5,2.19446
Boid3,Boid6,2.19446
Boid4,Boid6,2.19446
Boid5,Boid2,2.19446
Boid6,Boid9,2.19446
Boid7,Boid0,2.19446
Boid8,Boid6,2.19446
Boid9,Boid6,2.19446
Boid0,Boid7,2.201736
Boid1,Boid0,2.201736
Boid2,Boid5,2.201736
Boid3,Boid6,2.201736
Boid4,Boid9,2.201736
Boid5,Boid2,2.201736
Boid6,Boid9,2.201736
Boid7,Boid0,2.201736
Boid8,Boid6,2.201736
Boid9,Boid6,2.201736
Boid0,Boid7,2.207178
Boid1,Boid0,2.207178
Boid2,Boid5,2.207178
Boid3,Boid6,2.207178
Boid4,Boid9,2.207178
Boid5,Boid2,2.207178
Boid6,Boid9,2.207178
Boid7,Boid0,2.207178
Boid8,Boid6,2.207178
Boid9,Boid6,2.207178
Boid0,Boid7,2.212451
Boid1,Boid0,2.212451
Boid2,Boid5,2.212451
Boid3,Boid6,2.212451
Boid4,Boid6,2.212451
Boid5,Boid2,2.212451
Boid6,Boid9,2.212451
Boid7,Boid0,2.212451
Boid8,Boid6,2.212451
Boid9,Boid6,2.212451
Boid0,Boid7,2.218121
Boid1,Boid0,2.218121
Boid2,Boid5,2.218121
Boid3,Boid6,2.218121
Boid4,Boid6,2.218121
Boid5,Boid2,2.218121
Boid6,Boid9,2.218121
Boid7,Boid0,2.218121
Boid8,Boid6,2.218121
Boid9,Boid6,2.218121
Boid0,Boid7,2.223914
Boid1,Boid0,2.223914
Boid2,Boid5,2.223914
Boid3,Boid6,2.223914
Boid4,Boid9,2.223914
Boid5,Boid2,2.223914
Boid6,Boid9,2.223914
Boid7,Boid0,2.223914
Boid8,Boid6,2.223914
Boid9,Boid6,2.223914
Boid0,Boid7,2.229337
Boid1,Boid0,2.229337
Boid2,Boid5,2.229337
Boid3,Boid6,2.229337
Boid4,Boid9,2.229337
Boid5,Boid2,2.229337
Boid6,Boid9,2.229337
Boid7,Boid0,2.229337
Boid8,Boid6,2.229337
Boid9,Boid6,2.229337
Boid0,Boid7,2.234442
Boid1,Boid0,2.234442
Boid2,Boid5,2.234442
Boid3,Boid6,2.234442
Boid4,Boid6,2.234442
Boid5,Boid2,2.234442
Boid6,Boid9,2.234442
Boid7,Boid0,2.234442
Boid8,Boid6,2.234442
Boid9,Boid6,2.234442
Boid0,Boid7,2.240228
Boid1,Boid0,2.240228
Boid2,Boid5,2.240228
Boid3,Boid6,2.240228
Boid4,Boid9,2.240228
Boid5,Boid2,2.240228
Boid6,Boid9,2.240228
Boid7,Boid0,2.240228
Boid8,Boid6,2.240228
Boid9,Boid6,2.240228
Boid0,Boid7,2.247398
Boid1,Boid0,2.247398
Boid2,Boid5,2.247398
Boid3,Boid6,2.247398
Boid4,Boid9,2.247398
Boid5,Boid2,2.247398
Boid6,Boid9,2.247398
Boid7,Boid0,2.247398
Boid8,Boid6,2.247398
Boid9,Boid6,2.247398
Boid0,Boid7,2.253051
Boid1,Boid0,2.253051
Boid2,Boid5,2.253051
Boid3,Boid6,2.253051
Boid4,Boid6,2.253051
Boid5,Boid2,2.253051
Boid6,Boid9,2.253051
Boid7,Boid0,2.253051
Boid8,Boid6,2.253051
Boid9,Boid6,2.253051
Boid0,Boid7,2.258399
Boid1,Boid0,2.258399
Boid2,Boid5,2.258399
Boid3,Boid6,2.258399
Boid4,Boid6,2.258399
Boid5,Boid2,2.258399
Boid6,Boid9,2.258399
Boid7,Boid0,2.258399
Boid8,Boid6,2.258399
Boid9,Boid6,2.258399
Boid0,Boid7,2.263479
Boid1,Boid0,2.263479
Boid2,Boid5,2.263479
Boid3,Boid6,2.263479
Boid4,Boid9,2.263479
Boid5,Boid2,2.263479
Boid6,Boid9,2.263479
Boid7,Boid0,2.263479
Boid8,Boid6,2.263479
Boid9,Boid6,2.263479
Boid0,Boid7,2.269727
Boid1,Boid0,2.269727
Boid2,Boid5,2.269727
Boid3,Boid6,2.269727
Boid4,Boid9,2.269727
Boid5,Boid2,2.269727
Boid6,Boid9,2.269727
Boid7,Boid0,2.269727
Boid8,Boid6,2.269727
Boid9,Boid6,2.269727
Boid0,Boid7,2.275347
Boid1,Boid0,2.275347
Boid2,Boid5,2.275347
Boid3,Boid6,2.275347
Boid4,Boid6,2.275347
Boid5,Boid2,2.275347
Boid6,Boid9,2.275347
Boid7,Boid0,2.275347
Boid8,Boid6,2.275347
Boid9,Boid6,2.275347
Boid0,Boid7,2.281075
Boid1,Boid0,2.281075
Boid2,Boid5,2.281075
Boid3,Boid6,2.281075
Boid4,Boid9,2.281075
Boid5,Boid2,2.281075
Boid6,Boid9,2.281075
Boid7,Boid0,2.281075
Boid8,Boid6,2.281075
Boid9,Boid6,2.281075
Boid0,Boid7,2.286437
Boid1,Boid0,2.286437
Boid2,Boid5,2.286437
Boid3,Boid6,2.286437
Boid4,Boid9,2.286437
Boid5,Boid2,2.286437
Boid6,Boid9,2.286437
Boid7,Boid0,2.286437
Boid8,Boid6,2.286437
Boid9,Boid6,2.286437
Boid0,Boid7,2.293905
Boid1,Boid0,2.293905
Boid2,Boid5,2.293905
Boid3,Boid6,2.293905
Boid4,Boid6,2.293905
Boid5,Boid2,2.293905
Boid6,Boid9,2.293905
Boid7,Boid0,2.293905
Boid8,Boid6,2.293905
Boid9,Boid6,2.293905
Boid0,Boid7,2.299433
Boid1,Boid0,2.299433
Boid2,Boid5,2.299433
Boid3,Boid6,2.299433
Boid4,Boid6,2.299433
Boid5,Boid2,2.299433
Boid6,Boid9,2.299433
Boid7,Boid0,2.299433
Boid8,Boid6,2.299433
Boid9,Boid6,2.299433
Boid0,Boid7,2.304896
Boid1,Boid0,2.304896
Boid2,Boid5,2.304896
Boid3,Boid6,2.304896
Boid4,Boid9,2.304896
Boid5,Boid2,2.304896
Boid6,Boid9,2.304896
Boid7,Boid0,2.304896
Boid8,Boid6,2.304896
Boid9,Boid6,2.304896
Boid0,Boid7,2.31058
Boid1,Boid0,2.31058
Boid2,Boid5,2.31058
Boid3,Boid6,2.31058
Boid4,Boid9,2.31058
Boid5,Boid2,2.31058
Boid6,Boid9,2.31058
Boid7,Boid0,2.31058
Boid8,Boid6,2.31058
Boid9,Boid6,2.31058
Boid0,Boid7,2.316071
Boid1,Boid0,2.316071
Boid2,Boid5,2.316071
Boid3,Boid6,2.316071
Boid4,Boid6,2.316071
Boid5,Boid2,2.316071
Boid6,Boid9,2.316071
Boid7,Boid0,2.316071
Boid8,Boid6,2.316071
Boid9,Boid6,2.316071
Boid0,Boid7,2.32163
Boid1,Boid0,2.32163
Boid2,Boid5,2.32163
Boid3,Boid6,2.32163
Boid4,Boid9,2.32163
Boid5,Boid2,2.32163
Boid6,Boid9,2.32163
Boid7,Boid0,2.32163
Boid8,Boid6,2.32163
Boid9,Boid6,2.32163
Boid0,Boid7,2.326978
Boid1,Boid0,2.326978
Boid2,Boid5,2.326978
Boid3,Boid6,2.326978
Boid4,Boid9,2.326978
Boid5,Boid2,2.326978
Boid6,Boid9,2.326978
Boid7,Boid0,2.326978
Boid8,Boid6,2.326978
Boid9,Boid6,2.326978
Boid0,Boid7,2.332821
Boid1,Boid0,2.332821
Boid2,Boid5,2.332821
Boid3,Boid6,2.332821
Boid4,Boid6,2.332821
Boid5,Boid2,2.332821
Boid6,Boid9,2.332821
Boid7,Boid0,2.332821
Boid8,Boid6,2.332821
Boid9,Boid6,2.332821
Boid0,Boid7,2.340492
Boid1,Boid0,2.340492
Boid2,Boid5,2.340492
Boid3,Boid6,2.340492
Boid4,Boid9,2.340492
Boid5,Boid2,2.340492
Boid6,Boid9,2.340492
Boid7,Boid0,2.340492
Boid8,Boid6,2.340492
Boid9,Boid6,2.340492
Boid0,Boid7,2.346118
Boid1,Boid0,2.346118
Boid2,Boid5,2.346118
Boid3,Boid6,2.346118
Boid4,Boid9,2.346118
Boid5,Boid2,2.346118
Boid6,Boid9,2.346118
Boid7,Boid0,2.346118
Boid8,Boid6,2.346118
Boid9,Boid6,2.346118
Boid0,Boid7,2.351261
Boid1,Boid0,2.351261
Boid2,Boid5,2.351261
Boid3,Boid6,2.351261
Boid4,Boid6,2.351261
Boid5,Boid2,2.351261
Boid6,Boid9,2.351261
Boid7,Boid0,2.351261
Boid8,Boid6,2.351261
Boid9,Boid6,2.351261
Boid0,Boid7,2.356743
Boid1,Boid0,2.356743
Boid2,Boid5,2.356743
Boid3,Boid6,2.356743
Boid4,Boid6,2.356743
Boid5,Boid2,2.356743
Boid6,Boid9,2.356743
Boid7,Boid0,2.356743
Boid8,Boid6,2.356743
Boid9,Boid6,2.356743
Boid0,Boid7,2.361981
Boid1,Boid0,2.361981
Boid2,Boid5,2.361981
Boid3,Boid6,2.361981
Boid4,Boid9,2.361981
Boid5,Boid2,2.361981
Boid6,Boid9,2.361981
Boid7,Boid0,2.361981
Boid8,Boid6,2.361981
Boid9,Boid6,2.361981
Boid0,Boid7,2.367604
Boid1,Boid0,2.367604
Boid2,Boid5,2.367604
Boid3,Boid6,2.367604
Boid4,Boid9,2.367604
Boid5,Boid2,2.367604
Boid6,Boid9,2.367604
Boid7,Boid0,2.367604
Boid8,Boid6,2.367604
Boid9,Boid6,2.367604
Boid0,Boid7,2.372775
Boid1,Boid0,2.372775
Boid2,Boid5,2.372775
Boid3,Boid6,2.372775
Boid4,Boid6,2.372775
Boid5,Boid2,2.372775
Boid6,Boid9,2.372775
Boid7,Boid0,2.372775
Boid8,Boid6,2.372775
Boid9,Boid6,2.372775
Boid0,Boid7,2.377962
Boid1,Boid0,2.377962
Boid2,Boid5,2.377962
Boid3,Boid6,2.377962
Boid4,Boid6,2.377962
Boid5,Boid2,2.377962
Boid6,Boid9,2.377962
Boid7,Boid0,2.377962
Boid8,Boid6,2.377962
Boid9,Boid6,2.377962
Boid0,Boid7,2.387555
Boid1,Boid0,2.387555
Boid2,Boid5,2.387555
Boid3,Boid6,2.387555
Boid4,Boid9,2.387555
Boid5,Boid2,2.387555
Boid6,Boid9,2.387555
Boid7,Boid0,2.387555
Boid8,Boid6,2.387555
Boid9,Boid6,2.387555
Boid0,Boid7,2.395841
Boid1,Boid0,2.395841
Boid2,Boid5,2.395841
Boid3,Boid6,2.395841
Boid4,Boid6,2.395841
Boid5,Boid2,2.395841
Boid6,Boid9,2.395841
Boid7,Boid0,2.395841
Boid8,Boid6,2.395841
Boid9,Boid6,2.395841
Boid0,Boid7,2.401297
Boid1,Boid0,2.401297
Boid2,Boid5,2.401297
Boid3,Boid6,2.401297
Boid4,Boid9,2.401297
Boid5,Boid2,2.401297
Boid6,Boid9,2.401297
Boid7,Boid0,2.401297
Boid8,Boid6,2.401297
Boid9,Boid6,2.401297
Boid0,Boid7,2.407111
Boid1,Boid0,2.407111
Boid2,Boid5,2.407111
Boid3,Boid6,2.407111
Boid4,Boid9,2.407111
Boid5,Boid2,2.407111
Boid6,Boid9,2.407111
Boid7,Boid0,2.407111
Boid8,Boid6,2.407111
Boid9,Boid6,2.407111
Boid0,Boid7,2.412855
Boid1,Boid0,2.412855
Boid2,Boid5,2.412855
Boid3,Boid6,2.412855
Boid4,Boid6,2.412855
Boid5,Boid2,2.412855
Boid6,Boid9,2.412855
Boid7,Boid0,2.412855
Boid8,Boid6,2.412855
Boid9,Boid6,2.412855
Boid0,Boid7,2.41821
Boid1,Boid0,2.41821
Boid2,Boid5,2.41821
Boid3,Boid6,2.41821
Boid4,Boid6,2.41821
Boid5,Boid2,2.41821
Boid6,Boid9,2.41821
Boid7,Boid0,2.41821
Boid8,Boid6,2.41821
Boid9,Boid6,2.41821
Boid0,Boid7,2.423674
Boid1,Boid0,2.423674
Boid2,Boid5,2.423674
Boid3,Boid6,2.423674
Boid4,Boid9,2.423674
Boid5,Boid2,2.423674
Boid6,Boid9,2.423674
Boid7,Boid0,2.423674
Boid8,Boid6,2.423674
Boid9,Boid6,2.423674
Boid0,Boid7,2.429174
Boid1,Boid0,2.429174
Boid2,Boid5,2.429174
Boid3,Boid6,2.429174
Boid4,Boid9,2.429174
Boid5,Boid2,2.429174
Boid6,Boid9,2.429174
Boid7,Boid0,2.429174
Boid8,Boid6,2.429174
Boid9,Boid6,2.429174
Boid0,Boid7,2.437539
Boid1,Boid0,2.437539
Boid2,Boid5,2.437539
Boid3,Boid6,2.437539
Boid4,Boid6,2.437539
Boid5,Boid2,2.437539
Boid6,Boid9,2.437539
Boid7,Boid0,2.437539
Boid8,Boid6,2.437539
Boid9,Boid6,2.437539
Boid0,Boid7,2.443282
Boid1,Boid0,2.443282
Boid2,Boid5,2.443282
Boid3,Boid6,2.443282
Boid4,Boid9,2.443282
Boid5,Boid2,2.443282
Boid6,Boid9,2.443282
Boid7,Boid0,2.443282
Boid8,Boid6,2.443282
Boid9,Boid6,2.443282
Boid0,Boid7,2.448484
Boid1,Boid0,2.448484
Boid2,Boid5,2.448484
Boid3,Boid6,2.448484
Boid4,Boid9,2.448484
Boid5,Boid2,2.448484
Boid6,Boid9,2.448484
Boid7,Boid0,2.448484
Boid8,Boid6,2.448484
Boid9,Boid6,2.448484
Boid0,Boid7,2.453928
Boid1,Boid0,2.453928
Boid2,Boid5,2.453928
Boid3,Boid6,2.453928
Boid4,Boid6,2.453928
Boid5,Boid2,2.453928
Boid6,Boid9,2.453928
Boid7,Boid0,2.453928
Boid8,Boid6,2.453928
Boid9,Boid6,2.453928
Boid0,Boid7,2.459741
Boid1,Boid0,2.459741
Boid2,Boid5,2.459741
Boid3,Boid6,2.459741
Boid4,Boid6,2.459741
Boid5,Boid2,2.459741
Boid6,Boid9,2.459741
Boid7,Boid0,2.459741
Boid8,Boid6,2.459741
Boid9,Boid6,2.459741
Boid0,Boid7,2.465167
Boid1,Boid0,2.465167
Boid2,Boid5,2.465167
Boid3,Boid6,2.465167
Boid4,Boid9,2.465167
Boid5,Boid2,2.465167
Boid6,Boid9,2.465167
Boid7,Boid0,2.465167
Boid8,Boid6,2.465167
Boid9,Boid6,2.465167
Boid0,Boid7,2.471031
Boid1,Boid0,2.471031
Boid2,Boid5,2.471031
Boid3,Boid6,2.471031
Boid4,Boid9,2.471031
Boid5,Boid2,2.471031
Boid6,Boid9,2.471031
Boid7,Boid0,2.471031
Boid8,Boid6,2.471031
Boid9,Boid6,2.471031
Boid0,Boid7,2.476683
Boid1,Boid0,2.476683
Boid2,Boid5,2.476683
Boid3,Boid6,2.476683
Boid4,Boid6,2.476683
Boid5,Boid2,2.476683
Boid6,Boid9,2.476683
Boid7,Boid0,2.476683
Boid8,Boid6,2.476683
Boid9,Boid6,2.476683
Boid0,Boid7,2.484
Boid1,Boid0,2.484
Boid2,Boid5,2.484
Boid3,Boid6,2.484
Boid4,Boid9,2.484
Boid5,Boid2,2.484
Boid6,Boid9,2.484
Boid7,Boid0,2.484
Boid8,Boid6,2.484
Boid9,Boid6,2.484
Boid0,Boid7,2.490095
Boid1,Boid0,2.490095
Boid2,Boid5,2.490095
Boid3,Boid6,2.490095
Boid4,Boid9,2.490095
Boid5,Boid2,2.490095
Boid6,Boid9,2.490095
Boid7,Boid0,2.490095
Boid8,Boid6,2.490095
Boid9,Boid6,2.490095
Boid0,Boid7,2.495703
Boid1,Boid0,2.495703
Boid2,Boid5,2.495703
Boid3,Boid6,2.495703
Boid4,Boid6,2.495703
Boid5,Boid2,2.495703
Boid6,Boid9,2.495703
Boid7,Boid0,2.495703
Boid8,Boid6,2.495703
Boid9,Boid6,2.495703
Boid0,Boid7,2.500805
Boid1,Boid0,2.500805
Boid2,Boid5,2.500805
Boid3,Boid6,2.500805
Boid4,Boid9,2.500805
Boid5,Boid2,2.500805
Boid6,Boid9,2.500805
Boid7,Boid0,2.500805
Boid8,Boid6,2.500805
Boid9,Boid6,2.500805
Boid0,Boid7,2.506577
Boid1,Boid0,2.506577
Boid2,Boid5,2.506577
Boid3,Boid6,2.506577
Boid4,Boid9,2.506577
Boid5,Boid2,2.506577
Boid6,Boid9,2.506577
Boid7,Boid0,2.506577
Boid8,Boid6,2.506577
Boid9,Boid6,2.506577
Boid0,Boid7,2.511878
Boid1,Boid0,2.511878
Boid2,Boid5,2.511878
Boid3,Boid6,2.511878
Boid4,Boid6,2.511878
Boid5,Boid2,2.511878
Boid6,Boid9,2.511878
Boid7,Boid0,2.511878
Boid8,Boid6,2.511878
Boid9,Boid6,2.511878
Boid0,Boid7,2.517307
Boid1,Boid0,2.517307
Boid2,Boid5,2.517307
Boid3,Boid6,2.517307
Boid4,Boid6,2.517307
Boid5,Boid2,2.517307
Boid6,Boid9,2.517307
Boid7,Boid0,2.517307
Boid8,Boid6,2.517307
Boid9,Boid6,2.517307
Boid0,Boid7,2.522818
Boid1,Boid0,2.522818
Boid2,Boid5,2.522818
Boid3,Boid6,2.522818
Boid4,Boid9,2.522818
Boid5,Boid2,2.522818
Boid6,Boid9,2.522818
Boid7,Boid0,2.522818
Boid8,Boid6,2.522818
Boid9,Boid6,2.522818
Boid0,Boid7,2.530288
Boid1,Boid0,2.530288
Boid2,Boid5,2.530288
Boid3,Boid6,2.530288
Boid4,Boid9,2.530288
Boid5,Boid2,2.530288
Boid6,Boid9,2.530288
Boid7,Boid0,2.530288
Boid8,Boid6,2.530288
Boid9,Boid6,2.530288
Boid0,Boid7,2.536071
Boid1,Boid0,2.536071
Boid2,Boid5,2.536071
Boid3,Boid6,2.536071
Boid4,Boid6,2.536071
Boid5,Boid2,2.536071
Boid6,Boid9,2.536071
Boid7,Boid0,2.536071
Boid8,Boid6,2.536071
Boid9,Boid6,2.536071
Boid0,Boid7,2.541515
Boid1,Boid0,2.541515
Boid2,Boid5,2.541515
Boid3,Boid6,2.541515
Boid4,Boid9,2.541515
Boid5,Boid2,2.541515
Boid6,Boid9,2.541515
Boid7,Boid0,2.541515
Boid8,Boid6,2.541515
Boid9,Boid6,2.541515
Boid0,Boid7,2.546865
Boid1,Boid0,2.546865
Boid2,Boid5,2.546865
Boid3,Boid6,2.546865
Boid4,Boid9,2.546865
Boid5,Boid2,2.546865
Boid6,Boid9,2.546865
Boid7,Boid0,2.546865
Boid8,Boid6,2.546865
Boid9,Boid6,2.546865
Boid0,Boid7,2.552325
Boid1,Boid0,2.552325
Boid2,Boid5,2.552325
Boid3,Boid6,2.552325
Boid4,Boid6,2.552325
Boid5,Boid2,2.552325
Boid6,Boid9,2.552325
Boid7,Boid0,2.552325
Boid8,Boid6,2.552325
Boid9,Boid6,2.552325
Boid0,Boid7,2.558489
Boid1,Boid0,2.558489
Boid2,Boid5,2.558489
Boid3,Boid6,2.558489
Boid4,Boid6,2.558489
Boid5,Boid2,2.558489
Boid6,Boid9,2.558489
Boid7,Boid0,2.558489
Boid8,Boid6,2.558489
Boid9,Boid6,2.558489
Boid0,Boid7,2.563931
Boid1,Boid0,2.563931
Boid2,Boid5,2.563931
Boid3,Boid6,2.563931
Boid4,Boid9,2.563931
Boid5,Boid2,2.563931
Boid6,Boid9,2.563931
Boid7,Boid0,2.563931
Boid8,Boid6,2.563931
Boid9,Boid6,2.563931
Boid0,Boid7,2.571936
Boid1,Boid0,2.571936
Boid2,Boid5,2.571936
Boid3,Boid6,2.571936
Boid4,Boid9,2.571936
Boid5,Boid2,2.571936
Boid6,Boid9,2.571936
Boid7,Boid0,2.571936
Boid8,Boid6,2.571936
Boid9,Boid6,2.571936
Boid0,Boid7,2.57771
Boid1,Boid0,2.57771
Boid2,Boid5,2.57771
Boid3,Boid6,2.57771
Boid4,Boid6,2.57771
Boid5,Boid2,2.57771
Boid6,Boid9,2.57771
Boid7,Boid0,2.57771
Boid8,Boid6,2.57771
Boid9,Boid6,2.57771
Boid0,Boid7,2.583261
Boid1,Boid0,2.583261
Boid2,Boid5,2.583261
Boid3,Boid6,2.583261
Boid4,Boid9,2.583261
Boid5,Boid2,2.583261
Boid6,Boid9,2.583261
Boid7,Boid0,2.583261
Boid8,Boid6,2.583261
Boid9,Boid6,2.583261
Boid0,Boid7,2.588934
Boid1,Boid0,2.588934
Boid2,Boid5,2.588934
Boid3,Boid6,2.588934
Boid4,Boid9,2.588934
Boid5,Boid2,2.588934
Boid6,Boid9,2.588934
Boid7,Boid0,2.588934
Boid8,Boid6,2.588934
Boid9,Boid6,2.588934
Boid0,Boid7,2.594336
Boid1,Boid0,2.594336
Boid2,Boid5,2.594336
Boid3,Boid6,2.594336
Boid4,Boid6,2.594336
Boid5,Boid2,2.594336
Boid6,Boid9,2.594336
Boid7,Boid0,2.594336
Boid8,Boid6,2.594336
Boid9,Boid6,2.594336
Boid0,Boid7,2.599677
Boid1,Boid0,2.599677
Boid2,Boid5,2.599677
Boid3,Boid6,2.599677
Boid4,Boid6,2.599677
Boid5,Boid2,2.599677
Boid6,Boid9,2.599677
Boid7,Boid0,2.599677
Boid8,Boid6,2.599677
Boid9,Boid6,2.599677
