boid-i, boid-j, timeElapsed
Boid31,Boid25,12.893
Boid32,Boid9,12.893
Boid33,Boid14,12.893
Boid34,Boid1,12.893
Boid35,Boid5,12.893
Boid36,Boid23,12.893
Boid37,Boid36,12.893
Boid38,Boid5,12.893
Boid39,Boid23,12.893
Boid40,Boid1,12.893
Boid41,Boid1,12.893
Boid42,Boid23,12.893
Boid43,Boid5,12.893
Boid44,Boid5,12.893
Boid45,Boid23,12.893
Boid46,Boid23,12.893
Boid47,Boid24,12.893
Boid48,Boid1,12.893
Boid49,Boid1,12.893
Boid0,Boid35,12.913
Boid1,Boid35,12.913
Boid2,Boid5,12.913
Boid3,Boid7,12.913
Boid4,Boid17,12.913
Boid5,Boid9,12.913
Boid6,Boid5,12.913
Boid7,Boid5,12.913
Boid8,Boid5,12.913
Boid9,Boid5,12.913
Boid10,Boid5,12.913
Boid11,Boid47,12.913
Boid12,Boid6,12.913
Boid13,Boid34,12.913
Boid14,Boid5,12.913
Boid15,Boid31,12.913
Boid16,Boid5,12.913
Boid17,Boid32,12.913
Boid18,Boid16,12.913
Boid19,Boid5,12.913
Boid20,Boid15,12.913
Boid21,Boid5,12.913
Boid22,Boid6,12.913
Boid23,Boid25,12.913
Boid24,Boid9,12.913
Boid25,Boid43,12.913
Boid26,Boid5,12.913
Boid27,Boid6,12.913
Boid28,Boid5,12.913
Boid29,Boid14,12.913
Boid30,Boid5,12.913
Boid31,Boid25,12.913
Boid32,Boid9,12.913
Boid33,Boid14,12.913
Boid34,Boid1,12.913
Boid35,Boid5,12.913
Boid36,Boid34,12.913
Boid37,Boid36,12.913
Boid38,Boid5,12.913
Boid39,Boid34,12.913
Boid40,Boid11,12.913
Boid41,Boid43,12.913
Boid42,Boid31,12.913
Boid43,Boid5,12.913
Boid44,Boid5,12.913
Boid45,Boid15,12.913
Boid46,Boid34,12.913
Boid47,Boid24,12.913
Boid48,Boid2,12.913
Boid49,Boid11,12.913
Boid0,Boid35,12.933
Boid1,Boid35,12.933
Boid2,Boid5,12.933
Boid3,Boid7,12.933
Boid4,Boid11,12.933
Boid5,Boid9,12.933
Boid6,Boid5,12.933
Boid7,Boid5,12.933
Boid8,Boid5,12.933
Boid9,Boid5,12.933
Boid10,Boid5,12.933
Boid11,Boid4,12.933
Boid12,Boid6,12.933
Boid13,Boid23,12.933
Boid14,Boid5,12.933
Boid15,Boid23,12.933
Boid16,Boid5,12.933
Boid17,Boid4,12.933
Boid18,Boid16,12.933
Boid19,Boid5,12.933
Boid20,Boid23,12.933
Boid21,Boid5,12.933
Boid22,Boid6,12.933
Boid23,Boid25,12.933
Boid24,Boid9,12.933
Boid25,Boid11,12.933
Boid26,Boid5,12.933
Boid27,Boid6,12.933
Boid28,Boid5,12.933
Boid29,Boid14,12.933
Boid30,Boid5,12.933
Boid31,Boid25,12.933
Boid32,Boid9,12.933
Boid33,Boid14,12.933
Boid34,Boid25,12.933
Boid35,Boid5,12.933
Boid36,Boid23,12.933
Boid37,Boid36,12.933
Boid38,Boid5,12.933
Boid39,Boid23,12.933
Boid40,Boid25,12.933
Boid41,Boid25,12.933
Boid42,Boid23,12.933
Boid43,Boid5,12.933
Boid44,Boid5,12.933
Boid45,Boid23,12.933
Boid46,Boid23,12.933
Boid47,Boid24,12.933
Boid48,Boid25,12.933
Boid49,Boid25,12.933
Boid0,Boid35,12.953
Boid1,Boid35,12.953
Boid2,Boid5,12.953
Boid3,Boid7,12.953
Boid4,Boid11,12.953
Boid5,Boid9,12.953
Boid6,Boid5,12.953
Boid7,Boid5,12.953
Boid8,Boid5,12.953
Boid9,Boid5,12.953
Boid10,Boid5,12.953
Boid11,Boid4,12.953
Boid12,Boid6,12.953
Boid13,Boid34,12.953
Boid14,Boid5,12.953
Boid15,Boid31,12.953
Boid16,Boid5,12.953
Boid17,Boid4,12.953
Boid18,Boid16,12.953
Boid19,Boid5,12.953
Boid20,Boid15,12.953
Boid21,Boid5,12.953
Boid22,Boid6,12.953
Boid23,Boid25,12.953
Boid24,Boid9,12.953
Boid25,Boid11,12.953
Boid26,Boid5,12.953
Boid27,Boid6,12.953
Boid28,Boid5,12.953
Boid29,Boid14,12.953
Boid30,Boid5,12.953
Boid31,Boid25,12.953
Boid32,Boid9,12.953
Boid33,Boid14,12.953
Boid34,Boid1,12.953
Boid35,Boid5,12.953
Boid36,Boid34,12.953
Boid37,Boid36,12.953
Boid38,Boid5,12.953
Boid39,Boid34,12.953
Boid40,Boid11,12.953
Boid41,Boid11,12.953
Boid42,Boid31,12.953
Boid43,Boid5,12.953
Boid44,Boid5,12.953
Boid45,Boid15,12.953
Boid46,Boid34,12.953
Boid47,Boid24,12.953
Boid48,Boid2,12.953
Boid49,Boid11,12.953
Boid0,Boid35,12.973
Boid1,Boid35,12.973
Boid2,Boid5,12.973
Boid3,Boid7,12.973
Boid4,Boid17,12.973
Boid5,Boid9,12.973
Boid6,Boid5,12.973
Boid7,Boid5,12.973
Boid8,Boid5,12.973
Boid9,Boid5,12.973
Boid10,Boid5,12.973
Boid11,Boid4,12.973
Boid12,Boid6,12.973
Boid13,Boid23,12.973
Boid14,Boid5,12.973
Boid15,Boid23,12.973
Boid16,Boid5,12.973
Boid17,Boid32,12.973
Boid18,Boid16,12.973
Boid19,Boid5,12.973
Boid20,Boid23,12.973
Boid21,Boid5,12.973
Boid22,Boid6,12.973
Boid23,Boid25,12.973
Boid24,Boid9,12.973
Boid25,Boid2,12.973
Boid26,Boid5,12.973
Boid27,Boid6,12.973
Boid28,Boid5,12.973
Boid29,Boid14,12.973
Boid30,Boid5,12.973
Boid31,Boid25,12.973
Boid32,Boid9,12.973
Boid33,Boid14,12.973
Boid34,Boid1,12.973
Boid35,Boid5,12.973
Boid36,Boid23,12.973
Boid37,Boid36,12.973
Boid38,Boid5,12.973
Boid39,Boid23,12.973
Boid40,Boid22,12.973
Boid41,Boid2,12.973
Boid42,Boid23,12.973
Boid43,Boid5,12.973
Boid44,Boid5,12.973
Boid45,Boid23,12.973
Boid46,Boid23,12.973
Boid47,Boid35,12.973
Boid48,Boid2,12.973
Boid49,Boid1,12.973
Boid0,Boid35,12.992
Boid1,Boid35,12.992
Boid2,Boid5,12.992
Boid3,Boid7,12.992
Boid4,Boid17,12.992
Boid5,Boid9,12.992
Boid6,Boid5,12.992
Boid7,Boid5,12.992
Boid8,Boid5,12.992
Boid9,Boid5,12.992
Boid10,Boid5,12.992
Boid11,Boid4,12.992
Boid12,Boid6,12.992
Boid13,Boid23,12.992
Boid14,Boid5,12.992
Boid15,Boid31,12.992
Boid16,Boid5,12.992
Boid17,Boid4,12.992
Boid18,Boid16,12.992
Boid19,Boid5,12.992
Boid20,Boid15,12.992
Boid21,Boid5,12.992
Boid22,Boid6,12.992
Boid23,Boid15,12.992
Boid24,Boid9,12.992
Boid25,Boid11,12.992
Boid26,Boid5,12.992
Boid27,Boid6,12.992
Boid28,Boid5,12.992
Boid29,Boid14,12.992
Boid30,Boid5,12.992
Boid31,Boid15,12.992
Boid32,Boid9,12.992
Boid33,Boid14,12.992
Boid34,Boid1,12.992
Boid35,Boid5,12.992
Boid36,Boid15,12.992
Boid37,Boid36,12.992
Boid38,Boid5,12.992
Boid39,Boid15,12.992
Boid40,Boid11,12.992
Boid41,Boid11,12.992
Boid42,Boid15,12.992
Boid43,Boid5,12.992
Boid44,Boid5,12.992
Boid45,Boid15,12.992
Boid46,Boid15,12.992
Boid47,Boid35,12.992
Boid48,Boid1,12.992
Boid49,Boid11,12.992
Boid0,Boid35,13.012
Boid1,Boid35,13.012
Boid2,Boid5,13.012
Boid3,Boid7,13.012
Boid4,Boid11,13.012
Boid5,Boid9,13.012
Boid6,Boid5,13.012
Boid7,Boid5,13.012
Boid8,Boid5,13.012
Boid9,Boid5,13.012
Boid10,Boid5,13.012
Boid11,Boid4,13.012
Boid12,Boid6,13.012
Boid13,Boid23,13.012
Boid14,Boid5,13.012
Boid15,Boid31,13.012
Boid16,Boid5,13.012
Boid17,Boid4,13.012
Boid18,Boid16,13.012
Boid19,Boid5,13.012
Boid20,Boid15,13.012
Boid21,Boid5,13.012
Boid22,Boid38,13.012
Boid23,Boid31,13.012
Boid24,Boid9,13.012
Boid25,Boid11,13.012
Boid26,Boid5,13.012
Boid27,Boid6,13.012
Boid28,Boid5,13.012
Boid29,Boid14,13.012
Boid30,Boid5,13.012
Boid31,Boid15,13.012
Boid32,Boid9,13.012
Boid33,Boid14,13.012
Boid34,Boid1,13.012
Boid35,Boid5,13.012
Boid36,Boid15,13.012
Boid37,Boid36,13.012
Boid38,Boid5,13.012
Boid39,Boid15,13.012
Boid40,Boid11,13.012
Boid41,Boid11,13.012
Boid42,Boid31,13.012
Boid43,Boid5,13.012
Boid44,Boid5,13.012
Boid45,Boid15,13.012
Boid46,Boid15,13.012
Boid47,Boid35,13.012
Boid48,Boid1,13.012
Boid49,Boid11,13.012
Boid0,Boid35,13.032
Boid1,Boid35,13.032
Boid2,Boid5,13.032
Boid3,Boid7,13.032
Boid4,Boid11,13.032
Boid5,Boid9,13.032
Boid6,Boid5,13.032
Boid7,Boid5,13.032
Boid8,Boid5,13.032
Boid9,Boid5,13.032
Boid10,Boid5,13.032
Boid11,Boid1,13.032
Boid12,Boid6,13.032
Boid13,Boid23,13.032
Boid14,Boid5,13.032
Boid15,Boid31,13.032
Boid16,Boid5,13.032
Boid17,Boid22,13.032
Boid18,Boid16,13.032
Boid19,Boid5,13.032
Boid20,Boid15,13.032
Boid21,Boid5,13.032
Boid22,Boid38,13.032
Boid23,Boid31,13.032
Boid24,Boid9,13.032
Boid25,Boid1,13.032
Boid26,Boid5,13.032
Boid27,Boid6,13.032
Boid28,Boid5,13.032
Boid29,Boid14,13.032
Boid30,Boid5,13.032
Boid31,Boid15,13.032
Boid32,Boid9,13.032
Boid33,Boid14,13.032
Boid34,Boid1,13.032
Boid35,Boid5,13.032
Boid36,Boid15,13.032
Boid37,Boid36,13.032
Boid38,Boid5,13.032
Boid39,Boid15,13.032
Boid40,Boid1,13.032
Boid41,Boid1,13.032
Boid42,Boid31,13.032
Boid43,Boid5,13.032
Boid44,Boid5,13.032
Boid45,Boid15,13.032
Boid46,Boid15,13.032
Boid47,Boid35,13.032
Boid48,Boid1,13.032
Boid49,Boid1,13.032
Boid0,Boid35,13.054
Boid1,Boid35,13.054
Boid2,Boid5,13.054
Boid3,Boid7,13.054
Boid4,Boid11,13.054
Boid5,Boid9,13.054
Boid6,Boid5,13.054
Boid7,Boid5,13.054
Boid8,Boid5,13.054
Boid9,Boid5,13.054
Boid10,Boid5,13.054
Boid11,Boid4,13.054
Boid12,Boid6,13.054
Boid13,Boid23,13.054
Boid14,Boid5,13.054
Boid15,Boid31,13.054
Boid16,Boid5,13.054
Boid17,Boid4,13.054
Boid18,Boid16,13.054
Boid19,Boid5,13.054
Boid20,Boid15,13.054
Boid21,Boid5,13.054
Boid22,Boid38,13.054
Boid23,Boid31,13.054
Boid24,Boid9,13.054
Boid25,Boid11,13.054
Boid26,Boid5,13.054
Boid27,Boid6,13.054
Boid28,Boid5,13.054
Boid29,Boid14,13.054
Boid30,Boid5,13.054
Boid31,Boid15,13.054
Boid32,Boid9,13.054
Boid33,Boid14,13.054
Boid34,Boid1,13.054
Boid35,Boid5,13.054
Boid36,Boid15,13.054
Boid37,Boid36,13.054
Boid38,Boid5,13.054
Boid39,Boid15,13.054
Boid40,Boid11,13.054
Boid41,Boid11,13.054
Boid42,Boid31,13.054
Boid43,Boid5,13.054
Boid44,Boid5,13.054
Boid45,Boid15,13.054
Boid46,Boid15,13.054
Boid47,Boid35,13.054
Boid48,Boid2,13.054
Boid49,Boid11,13.054
Boid0,Boid35,13.074
Boid1,Boid35,13.074
Boid2,Boid5,13.074
Boid3,Boid7,13.074
Boid4,Boid11,13.074
Boid5,Boid9,13.074
Boid6,Boid5,13.074
Boid7,Boid5,13.074
Boid8,Boid5,13.074
Boid9,Boid5,13.074
Boid10,Boid5,13.074
Boid11,Boid4,13.074
Boid12,Boid6,13.074
Boid13,Boid41,13.074
Boid14,Boid5,13.074
Boid15,Boid41,13.074
Boid16,Boid5,13.074
Boid17,Boid4,13.074
Boid18,Boid16,13.074
Boid19,Boid5,13.074
Boid20,Boid15,13.074
Boid21,Boid5,13.074
Boid22,Boid38,13.074
Boid23,Boid25,13.074
Boid24,Boid9,13.074
Boid25,Boid4,13.074
Boid26,Boid5,13.074
Boid27,Boid6,13.074
Boid28,Boid5,13.074
Boid29,Boid14,13.074
Boid30,Boid5,13.074
Boid31,Boid25,13.074
Boid32,Boid9,13.074
Boid33,Boid14,13.074
Boid34,Boid1,13.074
Boid35,Boid5,13.074
Boid36,Boid15,13.074
Boid37,Boid36,13.074
Boid38,Boid5,13.074
Boid39,Boid41,13.074
Boid40,Boid11,13.074
Boid41,Boid11,13.074
Boid42,Boid40,13.074
Boid43,Boid5,13.074
Boid44,Boid5,13.074
Boid45,Boid15,13.074
Boid46,Boid41,13.074
Boid47,Boid35,13.074
Boid48,Boid1,13.074
Boid49,Boid11,13.074
Boid0,Boid35,13.094
Boid1,Boid35,13.094
Boid2,Boid5,13.094
Boid3,Boid7,13.094
Boid4,Boid11,13.094
Boid5,Boid9,13.094
Boid6,Boid5,13.094
Boid7,Boid5,13.094
Boid8,Boid5,13.094
Boid9,Boid5,13.094
Boid10,Boid5,13.094
Boid11,Boid1,13.094
Boid12,Boid6,13.094
Boid13,Boid34,13.094
Boid14,Boid5,13.094
Boid15,Boid34,13.094
Boid16,Boid5,13.094
Boid17,Boid4,13.094
Boid18,Boid16,13.094
Boid19,Boid5,13.094
Boid20,Boid15,13.094
Boid21,Boid5,13.094
Boid22,Boid38,13.094
Boid23,Boid34,13.094
Boid24,Boid9,13.094
Boid25,Boid1,13.094
Boid26,Boid5,13.094
Boid27,Boid6,13.094
Boid28,Boid5,13.094
Boid29,Boid14,13.094
Boid30,Boid5,13.094
Boid31,Boid34,13.094
Boid32,Boid9,13.094
Boid33,Boid14,13.094
Boid34,Boid1,13.094
Boid35,Boid5,13.094
Boid36,Boid34,13.094
Boid37,Boid36,13.094
Boid38,Boid5,13.094
Boid39,Boid34,13.094
Boid40,Boid1,13.094
Boid41,Boid1,13.094
Boid42,Boid34,13.094
Boid43,Boid5,13.094
Boid44,Boid5,13.094
Boid45,Boid15,13.094
Boid46,Boid34,13.094
Boid47,Boid35,13.094
Boid48,Boid1,13.094
Boid49,Boid1,13.094
Boid0,Boid35,13.111
Boid1,Boid35,13.111
Boid2,Boid5,13.111
Boid3,Boid7,13.111
Boid4,Boid47,13.111
Boid5,Boid9,13.111
Boid6,Boid5,13.111
Boid7,Boid5,13.111
Boid8,Boid5,13.111
Boid9,Boid5,13.111
Boid10,Boid5,13.111
Boid11,Boid1,13.111
Boid12,Boid6,13.111
Boid13,Boid41,13.111
Boid14,Boid5,13.111
Boid15,Boid41,13.111
Boid16,Boid5,13.111
Boid17,Boid47,13.111
Boid18,Boid16,13.111
Boid19,Boid5,13.111
Boid20,Boid15,13.111
Boid21,Boid5,13.111
Boid22,Boid38,13.111
Boid23,Boid25,13.111
Boid24,Boid5,13.111
Boid25,Boid1,13.111
Boid26,Boid5,13.111
Boid27,Boid6,13.111
Boid28,Boid5,13.111
Boid29,Boid14,13.111
Boid30,Boid5,13.111
Boid31,Boid25,13.111
Boid32,Boid9,13.111
Boid33,Boid14,13.111
Boid34,Boid1,13.111
Boid35,Boid5,13.111
Boid36,Boid15,13.111
Boid37,Boid27,13.111
Boid38,Boid5,13.111
Boid39,Boid41,13.111
Boid40,Boid1,13.111
Boid41,Boid1,13.111
Boid42,Boid40,13.111
Boid43,Boid5,13.111
Boid44,Boid5,13.111
Boid45,Boid15,13.111
Boid46,Boid41,13.111
Boid47,Boid35,13.111
Boid48,Boid1,13.111
Boid49,Boid1,13.111
Boid0,Boid35,13.131
Boid1,Boid35,13.131
Boid2,Boid5,13.131
Boid3,Boid7,13.131
Boid4,Boid17,13.131
Boid5,Boid9,13.131
Boid6,Boid5,13.131
Boid7,Boid5,13.131
Boid8,Boid5,13.131
Boid9,Boid5,13.131
Boid10,Boid5,13.131
Boid11,Boid4,13.131
Boid12,Boid6,13.131
Boid13,Boid34,13.131
Boid14,Boid5,13.131
Boid15,Boid34,13.131
Boid16,Boid5,13.131
Boid17,Boid4,13.131
Boid18,Boid16,13.131
Boid19,Boid5,13.131
Boid20,Boid15,13.131
Boid21,Boid5,13.131
Boid22,Boid38,13.131
Boid23,Boid34,13.131
Boid24,Boid5,13.131
Boid25,Boid4,13.131
Boid26,Boid5,13.131
Boid27,Boid6,13.131
Boid28,Boid5,13.131
Boid29,Boid14,13.131
Boid30,Boid5,13.131
Boid31,Boid34,13.131
Boid32,Boid9,13.131
Boid33,Boid14,13.131
Boid34,Boid1,13.131
Boid35,Boid5,13.131
Boid36,Boid34,13.131
Boid37,Boid18,13.131
Boid38,Boid5,13.131
Boid39,Boid34,13.131
Boid40,Boid11,13.131
Boid41,Boid11,13.131
Boid42,Boid34,13.131
Boid43,Boid5,13.131
Boid44,Boid5,13.131
Boid45,Boid15,13.131
Boid46,Boid34,13.131
Boid47,Boid35,13.131
Boid48,Boid1,13.131
Boid49,Boid11,13.131
Boid0,Boid35,13.150
Boid1,Boid35,13.150
Boid2,Boid5,13.150
Boid3,Boid7,13.150
Boid4,Boid11,13.150
Boid5,Boid9,13.150
Boid6,Boid5,13.150
Boid7,Boid5,13.150
Boid8,Boid5,13.150
Boid9,Boid5,13.150
Boid10,Boid5,13.150
Boid11,Boid4,13.150
Boid12,Boid6,13.150
Boid13,Boid41,13.150
Boid14,Boid5,13.150
Boid15,Boid41,13.150
Boid16,Boid5,13.150
Boid17,Boid4,13.150
Boid18,Boid16,13.150
Boid19,Boid5,13.150
Boid20,Boid15,13.150
Boid21,Boid5,13.150
Boid22,Boid38,13.150
Boid23,Boid25,13.150
Boid24,Boid5,13.150
Boid25,Boid4,13.150
Boid26,Boid5,13.150
Boid27,Boid6,13.150
Boid28,Boid5,13.150
Boid29,Boid14,13.150
Boid30,Boid5,13.150
Boid31,Boid25,13.150
Boid32,Boid9,13.150
Boid33,Boid14,13.150
Boid34,Boid1,13.150
Boid35,Boid5,13.150
Boid36,Boid15,13.150
Boid37,Boid13,13.150
Boid38,Boid5,13.150
Boid39,Boid41,13.150
Boid40,Boid11,13.150
Boid41,Boid11,13.150
Boid42,Boid40,13.150
Boid43,Boid5,13.150
Boid44,Boid5,13.150
Boid45,Boid15,13.150
Boid46,Boid41,13.150
Boid47,Boid35,13.150
Boid48,Boid1,13.150
Boid49,Boid11,13.150
Boid0,Boid35,13.168
Boid1,Boid35,13.168
Boid2,Boid5,13.168
Boid3,Boid7,13.168
Boid4,Boid47,13.168
Boid5,Boid9,13.168
Boid6,Boid5,13.168
Boid7,Boid5,13.168
Boid8,Boid5,13.168
Boid9,Boid5,13.168
Boid10,Boid14,13.168
Boid11,Boid1,13.168
Boid12,Boid6,13.168
Boid13,Boid2,13.168
Boid14,Boid5,13.168
Boid15,Boid34,13.168
Boid16,Boid5,13.168
Boid17,Boid47,13.168
Boid18,Boid16,13.168
Boid19,Boid5,13.168
Boid20,Boid23,13.168
Boid21,Boid5,13.168
Boid22,Boid38,13.168
Boid23,Boid34,13.168
Boid24,Boid5,13.168
Boid25,Boid1,13.168
Boid26,Boid5,13.168
Boid27,Boid6,13.168
Boid28,Boid5,13.168
Boid29,Boid14,13.168
Boid30,Boid5,13.168
Boid31,Boid34,13.168
Boid32,Boid9,13.168
Boid33,Boid14,13.168
Boid34,Boid1,13.168
Boid35,Boid5,13.168
Boid36,Boid34,13.168
Boid37,Boid13,13.168
Boid38,Boid5,13.168
Boid39,Boid34,13.168
Boid40,Boid1,13.168
Boid41,Boid1,13.168
Boid42,Boid34,13.168
Boid43,Boid5,13.168
Boid44,Boid5,13.168
Boid45,Boid15,13.168
Boid46,Boid34,13.168
Boid47,Boid35,13.168
Boid48,Boid1,13.168
Boid49,Boid1,13.168
Boid0,Boid35,13.188
Boid1,Boid35,13.188
Boid2,Boid5,13.188
Boid3,Boid7,13.188
Boid4,Boid11,13.188
Boid5,Boid9,13.188
Boid6,Boid5,13.188
Boid7,Boid5,13.188
Boid8,Boid5,13.188
Boid9,Boid5,13.188
Boid10,Boid14,13.188
Boid11,Boid4,13.188
Boid12,Boid6,13.188
Boid13,Boid2,13.188
Boid14,Boid5,13.188
Boid15,Boid41,13.188
Boid16,Boid5,13.188
Boid17,Boid4,13.188
Boid18,Boid16,13.188
Boid19,Boid5,13.188
Boid20,Boid23,13.188
Boid21,Boid5,13.188
Boid22,Boid38,13.188
Boid23,Boid25,13.188
Boid24,Boid5,13.188
Boid25,Boid4,13.188
Boid26,Boid5,13.188
Boid27,Boid6,13.188
Boid28,Boid5,13.188
Boid29,Boid14,13.188
Boid30,Boid5,13.188
Boid31,Boid11,13.188
Boid32,Boid9,13.188
Boid33,Boid14,13.188
Boid34,Boid1,13.188
Boid35,Boid5,13.188
Boid36,Boid15,13.188
Boid37,Boid18,13.188
Boid38,Boid5,13.188
Boid39,Boid41,13.188
Boid40,Boid11,13.188
Boid41,Boid11,13.188
Boid42,Boid40,13.188
Boid43,Boid5,13.188
Boid44,Boid5,13.188
Boid45,Boid15,13.188
Boid46,Boid41,13.188
Boid47,Boid35,13.188
Boid48,Boid1,13.188
Boid49,Boid11,13.188
Boid0,Boid35,13.212
Boid1,Boid35,13.212
Boid2,Boid5,13.212
Boid3,Boid7,13.212
Boid4,Boid17,13.212
Boid5,Boid9,13.212
Boid6,Boid5,13.212
Boid7,Boid5,13.212
Boid8,Boid5,13.212
Boid9,Boid5,13.212
Boid10,Boid14,13.212
Boid11,Boid4,13.212
Boid12,Boid6,13.212
Boid13,Boid2,13.212
Boid14,Boid5,13.212
Boid15,Boid41,13.212
Boid16,Boid5,13.212
Boid17,Boid4,13.212
Boid18,Boid16,13.212
Boid19,Boid5,13.212
Boid20,Boid23,13.212
Boid21,Boid5,13.212
Boid22,Boid38,13.212
Boid23,Boid25,13.212
Boid24,Boid5,13.212
Boid25,Boid4,13.212
Boid26,Boid5,13.212
Boid27,Boid6,13.212
Boid28,Boid5,13.212
Boid29,Boid14,13.212
Boid30,Boid5,13.212
Boid31,Boid11,13.212
Boid32,Boid9,13.212
Boid33,Boid14,13.212
Boid34,Boid1,13.212
Boid35,Boid5,13.212
Boid36,Boid15,13.212
Boid37,Boid13,13.212
Boid38,Boid5,13.212
Boid39,Boid41,13.212
Boid40,Boid11,13.212
Boid41,Boid11,13.212
Boid42,Boid40,13.212
Boid43,Boid5,13.212
Boid44,Boid5,13.212
Boid45,Boid15,13.212
Boid46,Boid41,13.212
Boid47,Boid35,13.212
Boid48,Boid1,13.212
Boid49,Boid11,13.212
Boid0,Boid35,13.231
Boid1,Boid35,13.231
Boid2,Boid5,13.231
Boid3,Boid7,13.231
Boid4,Boid17,13.231
Boid5,Boid9,13.231
Boid6,Boid5,13.231
Boid7,Boid5,13.231
Boid8,Boid5,13.231
Boid9,Boid5,13.231
Boid10,Boid14,13.231
Boid11,Boid4,13.231
Boid12,Boid6,13.231
Boid13,Boid2,13.231
Boid14,Boid5,13.231
Boid15,Boid23,13.231
Boid16,Boid5,13.231
Boid17,Boid4,13.231
Boid18,Boid16,13.231
Boid19,Boid5,13.231
Boid20,Boid23,13.231
Boid21,Boid5,13.231
Boid22,Boid38,13.231
Boid23,Boid25,13.231
Boid24,Boid5,13.231
Boid25,Boid4,13.231
Boid26,Boid5,13.231
Boid27,Boid6,13.231
Boid28,Boid5,13.231
Boid29,Boid14,13.231
Boid30,Boid5,13.231
Boid31,Boid25,13.231
Boid32,Boid9,13.231
Boid33,Boid14,13.231
Boid34,Boid1,13.231
Boid35,Boid5,13.231
Boid36,Boid23,13.231
Boid37,Boid13,13.231
Boid38,Boid5,13.231
Boid39,Boid23,13.231
Boid40,Boid22,13.231
Boid41,Boid47,13.231
Boid42,Boid40,13.231
Boid43,Boid5,13.231
Boid44,Boid5,13.231
Boid45,Boid23,13.231
Boid46,Boid23,13.231
Boid47,Boid35,13.231
Boid48,Boid2,13.231
Boid49,Boid22,13.231
Boid0,Boid38,13.251
Boid1,Boid38,13.251
Boid2,Boid38,13.251
Boid3,Boid29,13.251
Boid4,Boid17,13.251
Boid5,Boid38,13.251
Boid6,Boid38,13.251
Boid7,Boid8,13.251
Boid8,Boid18,13.251
Boid9,Boid38,13.251
Boid10,Boid43,13.251
Boid11,Boid4,13.251
Boid12,Boid43,13.251
Boid13,Boid18,13.251
Boid14,Boid29,13.251
Boid15,Boid36,13.251
Boid16,Boid18,13.251
Boid17,Boid4,13.251
Boid18,Boid29,13.251
Boid19,Boid38,13.251
Boid20,Boid18,13.251
Boid21,Boid38,13.251
Boid22,Boid4,13.251
Boid23,Boid36,13.251
Boid24,Boid38,13.251
Boid25,Boid4,13.251
Boid26,Boid18,13.251
Boid27,Boid36,13.251
Boid28,Boid38,13.251
Boid29,Boid18,13.251
Boid30,Boid38,13.251
Boid31,Boid42,13.251
Boid32,Boid17,13.251
Boid33,Boid18,13.251
Boid34,Boid22,13.251
Boid35,Boid38,13.251
Boid36,Boid42,13.251
Boid37,Boid18,13.251
Boid38,Boid43,13.251
Boid39,Boid36,13.251
Boid40,Boid22,13.251
Boid41,Boid43,13.251
Boid42,Boid36,13.251
Boid43,Boid17,13.251
Boid44,Boid38,13.251
Boid45,Boid36,13.251
Boid46,Boid36,13.251
Boid47,Boid4,13.251
Boid48,Boid36,13.251
Boid49,Boid22,13.251
Boid0,Boid22,13.271
Boid1,Boid22,13.271
Boid2,Boid22,13.271
Boid3,Boid8,13.271
Boid4,Boid22,13.271
Boid5,Boid35,13.271
Boid6,Boid35,13.271
Boid7,Boid35,13.271
Boid8,Boid35,13.271
Boid9,Boid35,13.271
Boid10,Boid35,13.271
Boid11,Boid4,13.271
Boid12,Boid22,13.271
Boid13,Boid20,13.271
Boid14,Boid35,13.271
Boid15,Boid45,13.271
Boid16,Boid18,13.271
Boid17,Boid4,13.271
Boid18,Boid20,13.271
Boid19,Boid35,13.271
Boid20,Boid37,13.271
Boid21,Boid35,13.271
Boid22,Boid4,13.271
Boid23,Boid20,13.271
Boid24,Boid35,13.271
Boid25,Boid4,13.271
Boid26,Boid35,13.271
Boid27,Boid20,13.271
Boid28,Boid35,13.271
Boid29,Boid20,13.271
Boid30,Boid35,13.271
Boid31,Boid15,13.271
Boid32,Boid22,13.271
Boid33,Boid20,13.271
Boid34,Boid22,13.271
Boid35,Boid38,13.271
Boid36,Boid20,13.271
Boid37,Boid20,13.271
Boid38,Boid35,13.271
Boid39,Boid20,13.271
Boid40,Boid22,13.271
Boid41,Boid22,13.271
Boid42,Boid15,13.271
Boid43,Boid22,13.271
Boid44,Boid35,13.271
Boid45,Boid20,13.271
Boid46,Boid20,13.271
Boid47,Boid4,13.271
Boid48,Boid20,13.271
Boid49,Boid22,13.271
Boid0,Boid39,13.290
Boid1,Boid48,13.290
Boid2,Boid13,13.290
Boid3,Boid29,13.290
Boid4,Boid11,13.290
Boid5,Boid6,13.290
Boid6,Boid10,13.290
Boid7,Boid19,13.290
Boid8,Boid29,13.290
Boid9,Boid6,13.290
Boid10,Boid39,13.290
Boid11,Boid31,13.290
Boid12,Boid39,13.290
Boid13,Boid39,13.290
Boid14,Boid29,13.290
Boid15,Boid39,13.290
Boid16,Boid29,13.290
Boid17,Boid43,13.290
Boid18,Boid29,13.290
Boid19,Boid29,13.290
Boid20,Boid39,13.290
Boid21,Boid24,13.290
Boid22,Boid11,13.290
Boid23,Boid39,13.290
Boid24,Boid6,13.290
Boid25,Boid31,13.290
Boid26,Boid39,13.290
Boid27,Boid39,13.290
Boid28,Boid39,13.290
