boid-i, boid-j, timeElapsed
Boid13,Boid37,36.439
Boid14,Boid5,36.439
Boid15,Boid20,36.439
Boid16,Boid5,36.439
Boid17,Boid38,36.439
Boid18,Boid37,36.439
Boid19,Boid5,36.439
Boid20,Boid33,36.439
Boid21,Boid30,36.439
Boid22,Boid38,36.439
Boid23,Boid26,36.439
Boid24,Boid21,36.439
Boid25,Boid47,36.439
Boid26,Boid29,36.439
Boid27,Boid33,36.439
Boid28,Boid30,36.439
Boid29,Boid37,36.439
Boid30,Boid5,36.439
Boid31,Boid39,36.439
Boid32,Boid38,36.439
Boid33,Boid37,36.439
Boid34,Boid1,36.439
Boid35,Boid5,36.439
Boid36,Boid13,36.439
Boid37,Boid18,36.439
Boid38,Boid30,36.439
Boid39,Boid13,36.439
Boid40,Boid11,36.439
Boid41,Boid38,36.439
Boid42,Boid15,36.439
Boid43,Boid30,36.439
Boid44,Boid5,36.439
Boid45,Boid37,36.439
Boid46,Boid26,36.439
Boid47,Boid38,36.439
Boid48,Boid30,36.439
Boid49,Boid39,36.439
Boid0,Boid19,36.462
Boid1,Boid9,36.462
Boid2,Boid9,36.462
Boid3,Boid7,36.462
Boid4,Boid17,36.462
Boid5,Boid7,36.462
Boid6,Boid9,36.462
Boid7,Boid14,36.462
Boid8,Boid19,36.462
Boid9,Boid21,36.462
Boid10,Boid19,36.462
Boid11,Boid4,36.462
Boid12,Boid30,36.462
Boid13,Boid20,36.462
Boid14,Boid7,36.462
Boid15,Boid20,36.462
Boid16,Boid19,36.462
Boid17,Boid32,36.462
Boid18,Boid16,36.462
Boid19,Boid14,36.462
Boid20,Boid27,36.462
Boid21,Boid9,36.462
Boid22,Boid17,36.462
Boid23,Boid27,36.462
Boid24,Boid21,36.462
Boid25,Boid47,36.462
Boid26,Boid19,36.462
Boid27,Boid20,36.462
Boid28,Boid19,36.462
Boid29,Boid19,36.462
Boid30,Boid21,36.462
Boid31,Boid39,36.462
Boid32,Boid24,36.462
Boid33,Boid19,36.462
Boid34,Boid11,36.462
Boid35,Boid21,36.462
Boid36,Boid20,36.462
Boid37,Boid8,36.462
Boid38,Boid9,36.462
Boid39,Boid27,36.462
Boid40,Boid11,36.462
Boid41,Boid17,36.462
Boid42,Boid27,36.462
Boid43,Boid9,36.462
Boid44,Boid9,36.462
Boid45,Boid20,36.462
Boid46,Boid27,36.462
Boid47,Boid9,36.462
Boid48,Boid19,36.462
Boid49,Boid39,36.462
Boid0,Boid35,36.484
Boid1,Boid35,36.484
Boid2,Boid35,36.484
Boid3,Boid7,36.484
Boid4,Boid17,36.484
Boid5,Boid7,36.484
Boid6,Boid35,36.484
Boid7,Boid35,36.484
Boid8,Boid0,36.484
Boid9,Boid21,36.484
Boid10,Boid0,36.484
Boid11,Boid22,36.484
Boid12,Boid30,36.484
Boid13,Boid8,36.484
Boid14,Boid7,36.484
Boid15,Boid36,36.484
Boid16,Boid5,36.484
Boid17,Boid32,36.484
Boid18,Boid3,36.484
Boid19,Boid30,36.484
Boid20,Boid33,36.484
Boid21,Boid35,36.484
Boid22,Boid17,36.484
Boid23,Boid27,36.484
Boid24,Boid21,36.484
Boid25,Boid47,36.484
Boid26,Boid0,36.484
Boid27,Boid8,36.484
Boid28,Boid30,36.484
Boid29,Boid14,36.484
Boid30,Boid21,36.484
Boid31,Boid15,36.484
Boid32,Boid24,36.484
Boid33,Boid19,36.484
Boid34,Boid22,36.484
Boid35,Boid7,36.484
Boid36,Boid15,36.484
Boid37,Boid18,36.484
Boid38,Boid30,36.484
Boid39,Boid15,36.484
Boid40,Boid25,36.484
Boid41,Boid17,36.484
Boid42,Boid15,36.484
Boid43,Boid35,36.484
Boid44,Boid7,36.484
Boid45,Boid33,36.484
Boid46,Boid0,36.484
Boid47,Boid24,36.484
Boid48,Boid30,36.484
Boid49,Boid39,36.484
Boid0,Boid14,36.504
Boid1,Boid6,36.504
Boid2,Boid6,36.504
Boid3,Boid7,36.504
Boid4,Boid17,36.504
Boid5,Boid7,36.504
Boid6,Boid5,36.504
Boid7,Boid14,36.504
Boid8,Boid14,36.504
Boid9,Boid6,36.504
Boid10,Boid6,36.504
Boid11,Boid4,36.504
Boid12,Boid6,36.504
Boid13,Boid29,36.504
Boid14,Boid7,36.504
Boid15,Boid20,36.504
Boid16,Boid14,36.504
Boid17,Boid38,36.504
Boid18,Boid3,36.504
Boid19,Boid14,36.504
Boid20,Boid33,36.504
Boid21,Boid24,36.504
Boid22,Boid17,36.504
Boid23,Boid26,36.504
Boid24,Boid43,36.504
Boid25,Boid47,36.504
Boid26,Boid19,36.504
Boid27,Boid8,36.504
Boid28,Boid14,36.504
Boid29,Boid14,36.504
Boid30,Boid6,36.504
Boid31,Boid15,36.504
Boid32,Boid17,36.504
Boid33,Boid19,36.504
Boid34,Boid6,36.504
Boid35,Boid7,36.504
Boid36,Boid20,36.504
Boid37,Boid18,36.504
Boid38,Boid17,36.504
Boid39,Boid13,36.504
Boid40,Boid11,36.504
Boid41,Boid6,36.504
Boid42,Boid15,36.504
Boid43,Boid6,36.504
Boid44,Boid7,36.504
Boid45,Boid37,36.504
Boid46,Boid6,36.504
Boid47,Boid17,36.504
Boid48,Boid6,36.504
Boid49,Boid39,36.504
Boid0,Boid5,36.524
Boid1,Boid30,36.524
Boid2,Boid0,36.524
Boid3,Boid7,36.524
Boid4,Boid17,36.524
Boid5,Boid7,36.524
Boid6,Boid5,36.524
Boid7,Boid5,36.524
Boid8,Boid0,36.524
Boid9,Boid30,36.524
Boid10,Boid0,36.524
Boid11,Boid41,36.524
Boid12,Boid0,36.524
Boid13,Boid29,36.524
Boid14,Boid5,36.524
Boid15,Boid20,36.524
Boid16,Boid5,36.524
Boid17,Boid38,36.524
Boid18,Boid3,36.524
Boid19,Boid5,36.524
Boid20,Boid33,36.524
Boid21,Boid30,36.524
Boid22,Boid17,36.524
Boid23,Boid26,36.524
Boid24,Boid43,36.524
Boid25,Boid47,36.524
Boid26,Boid0,36.524
Boid27,Boid8,36.524
Boid28,Boid0,36.524
Boid29,Boid19,36.524
Boid30,Boid5,36.524
Boid31,Boid15,36.524
Boid32,Boid17,36.524
Boid33,Boid19,36.524
Boid34,Boid6,36.524
Boid35,Boid5,36.524
Boid36,Boid20,36.524
Boid37,Boid18,36.524
Boid38,Boid30,36.524
Boid39,Boid13,36.524
Boid40,Boid34,36.524
Boid41,Boid6,36.524
Boid42,Boid15,36.524
Boid43,Boid0,36.524
Boid44,Boid5,36.524
Boid45,Boid37,36.524
Boid46,Boid0,36.524
Boid47,Boid17,36.524
Boid48,Boid0,36.524
Boid49,Boid39,36.524
Boid0,Boid16,36.544
Boid1,Boid12,36.544
Boid2,Boid28,36.544
Boid3,Boid18,36.544
Boid4,Boid34,36.544
Boid5,Boid16,36.544
Boid6,Boid28,36.544
Boid7,Boid3,36.544
Boid8,Boid16,36.544
Boid9,Boid1,36.544
Boid10,Boid8,36.544
Boid11,Boid34,36.544
Boid12,Boid28,36.544
Boid13,Boid29,36.544
Boid14,Boid3,36.544
Boid15,Boid20,36.544
Boid16,Boid3,36.544
Boid17,Boid4,36.544
Boid18,Boid3,36.544
Boid19,Boid16,36.544
Boid20,Boid33,36.544
Boid21,Boid9,36.544
Boid22,Boid12,36.544
Boid23,Boid26,36.544
Boid24,Boid38,36.544
Boid25,Boid12,36.544
Boid26,Boid16,36.544
Boid27,Boid8,36.544
Boid28,Boid16,36.544
Boid29,Boid3,36.544
Boid30,Boid12,36.544
Boid31,Boid15,36.544
Boid32,Boid17,36.544
Boid33,Boid16,36.544
Boid34,Boid12,36.544
Boid35,Boid1,36.544
Boid36,Boid20,36.544
Boid37,Boid18,36.544
Boid38,Boid1,36.544
Boid39,Boid13,36.544
Boid40,Boid34,36.544
Boid41,Boid12,36.544
Boid42,Boid15,36.544
Boid43,Boid12,36.544
Boid44,Boid16,36.544
Boid45,Boid37,36.544
Boid46,Boid26,36.544
Boid47,Boid1,36.544
Boid48,Boid26,36.544
Boid49,Boid39,36.544
Boid0,Boid14,36.562
Boid1,Boid25,36.562
Boid2,Boid19,36.562
Boid3,Boid7,36.562
Boid4,Boid11,36.562
Boid5,Boid7,36.562
Boid6,Boid19,36.562
Boid7,Boid3,36.562
Boid8,Boid14,36.562
Boid9,Boid44,36.562
Boid10,Boid19,36.562
Boid11,Boid25,36.562
Boid12,Boid28,36.562
Boid13,Boid28,36.562
Boid14,Boid7,36.562
Boid15,Boid31,36.562
Boid16,Boid3,36.562
Boid17,Boid4,36.562
Boid18,Boid3,36.562
Boid19,Boid14,36.562
Boid20,Boid33,36.562
Boid21,Boid24,36.562
Boid22,Boid11,36.562
Boid23,Boid28,36.562
Boid24,Boid47,36.562
Boid25,Boid11,36.562
Boid26,Boid16,36.562
Boid27,Boid28,36.562
Boid28,Boid14,36.562
Boid29,Boid3,36.562
Boid30,Boid19,36.562
Boid31,Boid40,36.562
Boid32,Boid17,36.562
Boid33,Boid16,36.562
Boid34,Boid11,36.562
Boid35,Boid7,36.562
Boid36,Boid13,36.562
Boid37,Boid18,36.562
Boid38,Boid22,36.562
Boid39,Boid31,36.562
Boid40,Boid11,36.562
Boid41,Boid11,36.562
Boid42,Boid31,36.562
Boid43,Boid22,36.562
Boid44,Boid7,36.562
Boid45,Boid37,36.562
Boid46,Boid28,36.562
Boid47,Boid25,36.562
Boid48,Boid19,36.562
Boid49,Boid11,36.562
Boid0,Boid46,36.581
Boid1,Boid22,36.581
Boid2,Boid22,36.581
Boid3,Boid7,36.581
Boid4,Boid22,36.581
Boid5,Boid7,36.581
Boid6,Boid46,36.581
Boid7,Boid5,36.581
Boid8,Boid13,36.581
Boid9,Boid2,36.581
Boid10,Boid42,36.581
Boid11,Boid4,36.581
Boid12,Boid22,36.581
Boid13,Boid20,36.581
Boid14,Boid28,36.581
Boid15,Boid31,36.581
Boid16,Boid26,36.581
Boid17,Boid4,36.581
Boid18,Boid3,36.581
Boid19,Boid26,36.581
Boid20,Boid13,36.581
Boid21,Boid30,36.581
Boid22,Boid4,36.581
Boid23,Boid25,36.581
Boid24,Boid21,36.581
Boid25,Boid4,36.581
Boid26,Boid23,36.581
Boid27,Boid42,36.581
Boid28,Boid23,36.581
Boid29,Boid13,36.581
Boid30,Boid5,36.581
Boid31,Boid40,36.581
Boid32,Boid9,36.581
Boid33,Boid13,36.581
Boid34,Boid4,36.581
Boid35,Boid7,36.581
Boid36,Boid13,36.581
Boid37,Boid13,36.581
Boid38,Boid22,36.581
Boid39,Boid31,36.581
Boid40,Boid11,36.581
Boid41,Boid4,36.581
Boid42,Boid40,36.581
Boid43,Boid22,36.581
Boid44,Boid28,36.581
Boid45,Boid13,36.581
Boid46,Boid25,36.581
Boid47,Boid4,36.581
Boid48,Boid49,36.581
Boid49,Boid11,36.581
Boid0,Boid46,36.609
Boid1,Boid22,36.609
Boid2,Boid22,36.609
Boid3,Boid16,36.609
Boid4,Boid22,36.609
Boid5,Boid16,36.609
Boid6,Boid46,36.609
Boid7,Boid5,36.609
Boid8,Boid27,36.609
Boid9,Boid47,36.609
Boid10,Boid42,36.609
Boid11,Boid4,36.609
Boid12,Boid22,36.609
Boid13,Boid20,36.609
Boid14,Boid28,36.609
Boid15,Boid31,36.609
Boid16,Boid26,36.609
Boid17,Boid4,36.609
Boid18,Boid16,36.609
Boid19,Boid26,36.609
Boid20,Boid27,36.609
Boid21,Boid24,36.609
Boid22,Boid4,36.609
Boid23,Boid25,36.609
Boid24,Boid47,36.609
Boid25,Boid4,36.609
Boid26,Boid23,36.609
Boid27,Boid42,36.609
Boid28,Boid23,36.609
Boid29,Boid13,36.609
Boid30,Boid5,36.609
Boid31,Boid42,36.609
Boid32,Boid17,36.609
Boid33,Boid20,36.609
Boid34,Boid4,36.609
Boid35,Boid5,36.609
Boid36,Boid20,36.609
Boid37,Boid13,36.609
Boid38,Boid22,36.609
Boid39,Boid31,36.609
Boid40,Boid11,36.609
Boid41,Boid4,36.609
Boid42,Boid31,36.609
Boid43,Boid22,36.609
Boid44,Boid28,36.609
Boid45,Boid20,36.609
Boid46,Boid25,36.609
Boid47,Boid4,36.609
Boid48,Boid23,36.609
Boid49,Boid11,36.609
Boid0,Boid26,36.628
Boid1,Boid22,36.628
Boid2,Boid22,36.628
Boid3,Boid29,36.628
Boid4,Boid22,36.628
Boid5,Boid14,36.628
Boid6,Boid28,36.628
Boid7,Boid3,36.628
Boid8,Boid13,36.628
Boid9,Boid1,36.628
Boid10,Boid23,36.628
Boid11,Boid4,36.628
Boid12,Boid22,36.628
Boid13,Boid20,36.628
Boid14,Boid28,36.628
Boid15,Boid31,36.628
Boid16,Boid26,36.628
Boid17,Boid4,36.628
Boid18,Boid29,36.628
Boid19,Boid26,36.628
Boid20,Boid13,36.628
Boid21,Boid24,36.628
Boid22,Boid4,36.628
Boid23,Boid25,36.628
Boid24,Boid47,36.628
Boid25,Boid4,36.628
Boid26,Boid23,36.628
Boid27,Boid23,36.628
Boid28,Boid23,36.628
Boid29,Boid13,36.628
Boid30,Boid19,36.628
Boid31,Boid40,36.628
Boid32,Boid17,36.628
Boid33,Boid13,36.628
Boid34,Boid4,36.628
Boid35,Boid7,36.628
Boid36,Boid13,36.628
Boid37,Boid13,36.628
Boid38,Boid22,36.628
Boid39,Boid49,36.628
Boid40,Boid11,36.628
Boid41,Boid4,36.628
Boid42,Boid40,36.628
Boid43,Boid22,36.628
Boid44,Boid28,36.628
Boid45,Boid13,36.628
Boid46,Boid25,36.628
Boid47,Boid4,36.628
Boid48,Boid49,36.628
Boid49,Boid11,36.628
Boid0,Boid26,36.649
Boid1,Boid22,36.649
Boid2,Boid22,36.649
Boid3,Boid16,36.649
Boid4,Boid22,36.649
Boid5,Boid16,36.649
Boid6,Boid10,36.649
Boid7,Boid5,36.649
Boid8,Boid13,36.649
Boid9,Boid5,36.649
Boid10,Boid42,36.649
Boid11,Boid4,36.649
Boid12,Boid22,36.649
Boid13,Boid26,36.649
Boid14,Boid28,36.649
Boid15,Boid31,36.649
Boid16,Boid26,36.649
Boid17,Boid4,36.649
Boid18,Boid37,36.649
Boid19,Boid26,36.649
Boid20,Boid13,36.649
Boid21,Boid9,36.649
Boid22,Boid4,36.649
Boid23,Boid25,36.649
Boid24,Boid32,36.649
Boid25,Boid4,36.649
Boid26,Boid13,36.649
Boid27,Boid42,36.649
Boid28,Boid13,36.649
Boid29,Boid13,36.649
Boid30,Boid5,36.649
Boid31,Boid42,36.649
Boid32,Boid17,36.649
Boid33,Boid13,36.649
Boid34,Boid4,36.649
Boid35,Boid5,36.649
Boid36,Boid13,36.649
Boid37,Boid13,36.649
Boid38,Boid22,36.649
Boid39,Boid31,36.649
Boid40,Boid11,36.649
Boid41,Boid4,36.649
Boid42,Boid31,36.649
Boid43,Boid22,36.649
Boid44,Boid28,36.649
Boid45,Boid13,36.649
Boid46,Boid25,36.649
Boid47,Boid4,36.649
Boid48,Boid49,36.649
Boid49,Boid11,36.649
Boid0,Boid26,36.667
Boid1,Boid22,36.667
Boid2,Boid22,36.667
Boid3,Boid29,36.667
Boid4,Boid22,36.667
Boid5,Boid14,36.667
Boid6,Boid10,36.667
Boid7,Boid3,36.667
Boid8,Boid13,36.667
Boid9,Boid24,36.667
Boid10,Boid42,36.667
Boid11,Boid4,36.667
Boid12,Boid22,36.667
Boid13,Boid26,36.667
Boid14,Boid28,36.667
Boid15,Boid31,36.667
Boid16,Boid26,36.667
Boid17,Boid4,36.667
Boid18,Boid29,36.667
Boid19,Boid26,36.667
Boid20,Boid13,36.667
Boid21,Boid24,36.667
Boid22,Boid4,36.667
Boid23,Boid25,36.667
Boid24,Boid9,36.667
Boid25,Boid4,36.667
Boid26,Boid13,36.667
Boid27,Boid42,36.667
Boid28,Boid13,36.667
Boid29,Boid13,36.667
Boid30,Boid19,36.667
Boid31,Boid42,36.667
Boid32,Boid24,36.667
Boid33,Boid13,36.667
Boid34,Boid4,36.667
Boid35,Boid7,36.667
Boid36,Boid13,36.667
Boid37,Boid13,36.667
Boid38,Boid22,36.667
Boid39,Boid31,36.667
Boid40,Boid11,36.667
Boid41,Boid4,36.667
Boid42,Boid31,36.667
Boid43,Boid22,36.667
Boid44,Boid28,36.667
Boid45,Boid13,36.667
Boid46,Boid25,36.667
Boid47,Boid4,36.667
Boid48,Boid49,36.667
Boid49,Boid11,36.667
Boid0,Boid46,36.687
Boid1,Boid22,36.687
Boid2,Boid22,36.687
Boid3,Boid16,36.687
Boid4,Boid22,36.687
Boid5,Boid16,36.687
Boid6,Boid46,36.687
Boid7,Boid5,36.687
Boid8,Boid13,36.687
Boid9,Boid5,36.687
Boid10,Boid42,36.687
Boid11,Boid4,36.687
Boid12,Boid22,36.687
Boid13,Boid20,36.687
Boid14,Boid28,36.687
Boid15,Boid31,36.687
Boid16,Boid26,36.687
Boid17,Boid4,36.687
Boid18,Boid37,36.687
Boid19,Boid10,36.687
Boid20,Boid13,36.687
Boid21,Boid30,36.687
Boid22,Boid4,36.687
Boid23,Boid25,36.687
Boid24,Boid21,36.687
Boid25,Boid4,36.687
Boid26,Boid13,36.687
Boid27,Boid42,36.687
Boid28,Boid13,36.687
Boid29,Boid13,36.687
Boid30,Boid5,36.687
Boid31,Boid42,36.687
Boid32,Boid9,36.687
Boid33,Boid13,36.687
Boid34,Boid4,36.687
Boid35,Boid5,36.687
Boid36,Boid13,36.687
Boid37,Boid13,36.687
Boid38,Boid22,36.687
Boid39,Boid31,36.687
Boid40,Boid11,36.687
Boid41,Boid4,36.687
Boid42,Boid31,36.687
Boid43,Boid22,36.687
Boid44,Boid28,36.687
Boid45,Boid13,36.687
Boid46,Boid25,36.687
Boid47,Boid4,36.687
Boid48,Boid25,36.687
Boid49,Boid11,36.687
Boid0,Boid26,36.705
Boid1,Boid22,36.705
Boid2,Boid22,36.705
Boid3,Boid16,36.705
Boid4,Boid22,36.705
Boid5,Boid19,36.705
Boid6,Boid10,36.705
Boid7,Boid3,36.705
Boid8,Boid26,36.705
Boid9,Boid24,36.705
Boid10,Boid42,36.705
Boid11,Boid4,36.705
Boid12,Boid22,36.705
Boid13,Boid26,36.705
Boid14,Boid28,36.705
Boid15,Boid31,36.705
Boid16,Boid26,36.705
Boid17,Boid4,36.705
Boid18,Boid16,36.705
Boid19,Boid26,36.705
Boid20,Boid26,36.705
Boid21,Boid24,36.705
Boid22,Boid4,36.705
Boid23,Boid25,36.705
Boid24,Boid35,36.705
Boid25,Boid4,36.705
Boid26,Boid27,36.705
Boid27,Boid42,36.705
Boid28,Boid26,36.705
Boid29,Boid26,36.705
Boid30,Boid19,36.705
Boid31,Boid42,36.705
Boid32,Boid24,36.705
Boid33,Boid26,36.705
Boid34,Boid4,36.705
Boid35,Boid7,36.705
Boid36,Boid27,36.705
Boid37,Boid45,36.705
Boid38,Boid22,36.705
Boid39,Boid31,36.705
Boid40,Boid11,36.705
Boid41,Boid4,36.705
Boid42,Boid31,36.705
Boid43,Boid22,36.705
Boid44,Boid28,36.705
Boid45,Boid20,36.705
Boid46,Boid25,36.705
Boid47,Boid4,36.705
Boid48,Boid25,36.705
Boid49,Boid11,36.705
Boid0,Boid46,36.726
Boid1,Boid22,36.726
Boid2,Boid22,36.726
Boid3,Boid18,36.726
Boid4,Boid22,36.726
Boid5,Boid7,36.726
Boid6,Boid34,36.726
Boid7,Boid3,36.726
Boid8,Boid37,36.726
Boid9,Boid21,36.726
Boid10,Boid34,36.726
Boid11,Boid4,36.726
Boid12,Boid22,36.726
Boid13,Boid37,36.726
Boid14,Boid3,36.726
Boid15,Boid31,36.726
Boid16,Boid18,36.726
Boid17,Boid4,36.726
Boid18,Boid37,36.726
Boid19,Boid14,36.726
Boid20,Boid15,36.726
Boid21,Boid24,36.726
Boid22,Boid4,36.726
Boid23,Boid25,36.726
Boid24,Boid21,36.726
Boid25,Boid4,36.726
Boid26,Boid46,36.726
Boid27,Boid46,36.726
Boid28,Boid46,36.726
Boid29,Boid18,36.726
Boid30,Boid14,36.726
Boid31,Boid40,36.726
Boid32,Boid24,36.726
Boid33,Boid37,36.726
Boid34,Boid4,36.726
Boid35,Boid7,36.726
Boid36,Boid20,36.726
Boid37,Boid18,36.726
Boid38,Boid22,36.726
Boid39,Boid31,36.726
Boid40,Boid11,36.726
Boid41,Boid4,36.726
Boid42,Boid34,36.726
Boid43,Boid22,36.726
Boid44,Boid7,36.726
Boid45,Boid37,36.726
Boid46,Boid25,36.726
Boid47,Boid4,36.726
Boid48,Boid25,36.726
Boid49,Boid11,36.726
Boid0,Boid16,36.748
Boid1,Boid46,36.748
Boid2,Boid19,36.748
Boid3,Boid18,36.748
Boid4,Boid11,36.748
Boid5,Boid16,36.748
Boid6,Boid19,36.748
Boid7,Boid3,36.748
Boid8,Boid16,36.748
Boid9,Boid21,36.748
Boid10,Boid19,36.748
Boid11,Boid25,36.748
Boid12,Boid28,36.748
Boid13,Boid29,36.748
Boid14,Boid16,36.748
Boid15,Boid27,36.748
Boid16,Boid18,36.748
Boid17,Boid4,36.748
Boid18,Boid16,36.748
Boid19,Boid16,36.748
Boid20,Boid27,36.748
Boid21,Boid30,36.748
Boid22,Boid11,36.748
Boid23,Boid28,36.748
Boid24,Boid21,36.748
Boid25,Boid46,36.748
Boid26,Boid16,36.748
Boid27,Boid28,36.748
Boid28,Boid16,36.748
Boid29,Boid18,36.748
Boid30,Boid14,36.748
Boid31,Boid15,36.748
Boid32,Boid9,36.748
Boid33,Boid16,36.748
Boid34,Boid10,36.748
Boid35,Boid7,36.748
Boid36,Boid27,36.748
Boid37,Boid18,36.748
Boid38,Boid22,36.748
Boid39,Boid10,36.748
Boid40,Boid11,36.748
Boid41,Boid46,36.748
Boid42,Boid10,36.748
Boid43,Boid22,36.748
Boid44,Boid16,36.748
Boid45,Boid37,36.748
Boid46,Boid28,36.748
Boid47,Boid4,36.748
Boid48,Boid19,36.748
Boid49,Boid46,36.748
Boid0,Boid14,36.767
Boid1,Boid46,36.767
Boid2,Boid46,36.767
Boid3,Boid29,36.767
Boid4,Boid11,36.767
Boid5,Boid7,36.767
Boid6,Boid14,36.767
Boid7,Boid3,36.767
Boid8,Boid29,36.767
Boid9,Boid5,36.767
Boid10,Boid13,36.767
Boid11,Boid25,36.767
Boid12,Boid46,36.767
Boid13,Boid29,36.767
Boid14,Boid29,36.767
Boid15,Boid20,36.767
Boid16,Boid29,36.767
Boid17,Boid4,36.767
Boid18,Boid29,36.767
Boid19,Boid29,36.767
Boid20,Boid15,36.767
Boid21,Boid30,36.767
Boid22,Boid11,36.767
Boid23,Boid39,36.767
Boid24,Boid32,36.767
Boid25,Boid46,36.767
Boid26,Boid29,36.767
Boid27,Boid15,36.767
Boid28,Boid29,36.767
Boid29,Boid37,36.767
Boid30,Boid14,36.767
Boid31,Boid15,36.767
Boid32,Boid24,36.767
Boid33,Boid29,36.767
Boid34,Boid46,36.767
Boid35,Boid7,36.767
Boid36,Boid15,36.767
Boid37,Boid29,36.767
Boid38,Boid22,36.767
Boid39,Boid15,36.767
Boid40,Boid11,36.767
Boid41,Boid46,36.767
Boid42,Boid15,36.767
Boid43,Boid22,36.767
Boid44,Boid7,36.767
Boid45,Boid37,36.767
Boid46,Boid39,36.767
Boid47,Boid4,36.767
Boid48,Boid27,36.767
Boid49,Boid39,36.767
Boid0,Boid8,36.788
Boid1,Boid25,36.788
Boid2,Boid19,36.788
Boid3,Boid29,36.788
Boid4,Boid11,36.788
Boid5,Boid19,36.788
Boid6,Boid19,36.788
Boid7,Boid3,36.788
Boid8,Boid29,36.788
Boid9,Boid2,36.788
Boid10,Boid8,36.788
Boid11,Boid25,36.788
Boid12,Boid25,36.788
Boid13,Boid29,36.788
Boid14,Boid29,36.788
Boid15,Boid31,36.788
Boid16,Boid29,36.788
Boid17,Boid4,36.788
Boid18,Boid29,36.788
Boid19,Boid29,36.788
Boid20,Boid33,36.788
Boid21,Boid9,36.788
Boid22,Boid11,36.788
Boid23,Boid25,36.788
Boid24,Boid9,36.788
Boid25,Boid11,36.788
Boid26,Boid29,36.788
Boid27,Boid8,36.788
Boid28,Boid29,36.788
Boid29,Boid37,36.788
Boid30,Boid19,36.788
Boid31,Boid40,36.788
Boid32,Boid9,36.788
Boid33,Boid29,36.788
Boid34,Boid11,36.788
Boid35,Boid7,36.788
Boid36,Boid42,36.788
Boid37,Boid29,36.788
Boid38,Boid22,36.788
Boid39,Boid31,36.788
Boid40,Boid11,36.788
Boid41,Boid11,36.788
Boid42,Boid34,36.788
Boid43,Boid22,36.788
Boid44,Boid19,36.788
Boid45,Boid37,36.788
Boid46,Boid19,36.788
Boid47,Boid4,36.788
Boid48,Boid19,36.788
Boid49,Boid11,36.788
Boid0,Boid8,36.805
Boid1,Boid46,36.805
Boid2,Boid19,36.805
Boid3,Boid18,36.805
Boid4,Boid22,36.805
Boid5,Boid19,36.805
Boid6,Boid19,36.805
Boid7,Boid3,36.805
Boid8,Boid19,36.805
Boid9,Boid30,36.805
Boid10,Boid8,36.805
Boid11,Boid49,36.805
Boid12,Boid28,36.805
Boid13,Boid8,36.805
Boid14,Boid8,36.805
Boid15,Boid31,36.805
Boid16,Boid8,36.805
Boid17,Boid4,36.805
Boid18,Boid16,36.805
Boid19,Boid8,36.805
Boid20,Boid26,36.805
Boid21,Boid30,36.805
Boid22,Boid4,36.805
Boid23,Boid28,36.805
Boid24,Boid9,36.805
Boid25,Boid23,36.805
Boid26,Boid8,36.805
Boid27,Boid8,36.805
Boid28,Boid8,36.805
Boid29,Boid8,36.805
Boid30,Boid19,36.805
Boid31,Boid23,36.805
Boid32,Boid9,36.805
Boid33,Boid8,36.805
Boid34,Boid10,36.805
Boid35,Boid7,36.805
Boid36,Boid13,36.805
Boid37,Boid8,36.805
Boid38,Boid22,36.805
Boid39,Boid10,36.805
Boid40,Boid23,36.805
Boid41,Boid46,36.805
Boid42,Boid10,36.805
Boid43,Boid22,36.805
Boid44,Boid19,36.805
Boid45,Boid13,36.805
Boid46,Boid19,36.805
Boid47,Boid4,36.805
Boid48,Boid19,36.805
Boid49,Boid10,36.805
Boid0,Boid8,36.825
Boid1,Boid22,36.825
Boid2,Boid19,36.825
Boid3,Boid7,36.825
Boid4,Boid22,36.825
Boid5,Boid7,36.825
Boid6,Boid19,36.825
Boid7,Boid3,36.825
Boid8,Boid19,36.825
Boid9,Boid6,36.825
Boid10,Boid8,36.825
Boid11,Boid4,36.825
Boid12,Boid22,36.825
Boid13,Boid8,36.825
Boid14,Boid8,36.825
Boid15,Boid39,36.825
Boid16,Boid8,36.825
Boid17,Boid4,36.825
Boid18,Boid3,36.825
Boid19,Boid8,36.825
Boid20,Boid33,36.825
Boid21,Boid9,36.825
Boid22,Boid4,36.825
Boid23,Boid34,36.825
Boid24,Boid32,36.825
Boid25,Boid4,36.825
Boid26,Boid8,36.825
Boid27,Boid8,36.825
Boid28,Boid8,36.825
Boid29,Boid8,36.825
Boid30,Boid19,36.825
Boid31,Boid40,36.825
Boid32,Boid17,36.825
Boid33,Boid8,36.825
Boid34,Boid4,36.825
Boid35,Boid7,36.825
Boid36,Boid39,36.825
Boid37,Boid8,36.825
Boid38,Boid22,36.825
Boid39,Boid49,36.825
Boid40,Boid34,36.825
Boid41,Boid4,36.825
Boid42,Boid34,36.825
Boid43,Boid22,36.825
Boid44,Boid7,36.825
Boid45,Boid37,36.825
Boid46,Boid19,36.825
Boid47,Boid4,36.825
Boid48,Boid19,36.825
Boid49,Boid34,36.825
Boid0,Boid16,36.844
Boid1,Boid46,36.844
Boid2,Boid19,36.844
Boid3,Boid16,36.844
Boid4,Boid22,36.844
Boid5,Boid16,36.844
Boid6,Boid14,36.844
Boid7,Boid3,36.844
Boid8,Boid16,36.844
Boid9,Boid6,36.844
Boid10,Boid8,36.844
