Boid,Speed
Boid36,1.414235,7.2874
Boid37,3.940466,7.2874
Boid38,2.19961,7.2874
Boid39,4.545936,7.2874
Boid40,3.059582,7.2874
Boid41,3.77318,7.2874
Boid42,2.493199,7.2874
Boid43,2.4672,7.2874
Boid44,2.47511,7.2874
Boid45,3.738318,7.2874
Boid46,1.196587,7.2874
Boid47,2.686253,7.2874
Boid48,2.597494,7.2874
Boid49,4.126294,7.2874
Boid50,1.019139,7.2874
Boid51,2.523126,7.2874
Boid52,4.11316,7.2874
Boid53,4.890302,7.2874
Boid54,2.008147,7.2874
Boid55,4.364057,7.2874
Boid56,4.395812,7.2874
Boid57,2.687833,7.2874
Boid58,1.62781,7.2874
Boid59,1.67583,7.2874
Boid60,3.712649,7.2874
Boid61,1.507279,7.2874
Boid62,3.941528,7.2874
Boid63,4.973899,7.2874
Boid64,1.310554,7.2874
Boid65,3.190229,7.2874
Boid66,1.485341,7.2874
Boid67,1.466928,7.2874
Boid68,3.468744,7.2874
Boid69,1.445706,7.2874
Boid70,3.691995,7.2874
Boid71,1.899218,7.2874
Boid72,2.26718,7.2874
Boid73,1.361937,7.2874
Boid74,4.13317,7.2874
Boid75,3.486692,7.2874
Boid76,2.03737,7.2874
Boid77,1.078099,7.2874
Boid78,1.991516,7.2874
Boid79,4.594892,7.2874
Boid80,2.049379,7.2874
Boid81,2.323852,7.2874
Boid82,1.707118,7.2874
Boid83,1.307091,7.2874
Boid84,3.900136,7.2874
Boid85,4.254139,7.2874
Boid86,1.56838,7.2874
Boid87,2.577224,7.2874
Boid88,3.414933,7.2874
Boid89,2.757027,7.2874
Boid90,1.007913,7.2874
Boid91,4.363492,7.2874
Boid92,2.73707,7.2874
Boid93,3.587271,7.2874
Boid94,2.407109,7.2874
Boid95,4.500493,7.2874
Boid96,1.161928,7.2874
Boid97,3.297387,7.2874
Boid98,1.573563,7.2874
Boid99,3.978016,7.2874
Boid100,4.268906,7.2874
Boid101,4.340911,7.2874
Boid102,3.734187,7.2874
Boid103,3.780515,7.2874
Boid104,1.508914,7.2874
Boid105,2.559302,7.2874
Boid106,1.423564,7.2874
Boid107,4.535479,7.2874
Boid108,4.51844,7.2874
Boid109,2.672207,7.2874
Boid110,4.742302,7.2874
Boid111,2.891471,7.2874
Boid112,1.475153,7.2874
Boid113,2.210563,7.2874
Boid114,4.403272,7.2874
Boid115,2.268418,7.2874
Boid116,2.410592,7.2874
Boid117,1.021245,7.2874
Boid118,3.633375,7.2874
Boid119,2.120156,7.2874
Boid120,4.963235,7.2874
Boid121,4.070438,7.2874
Boid122,3.913775,7.2874
Boid123,2.236076,7.2874
Boid124,3.507487,7.2874
Boid125,2.411124,7.2874
Boid126,2.959142,7.2874
Boid127,1.844121,7.2874
Boid128,4.44314,7.2874
Boid129,3.38776,7.2874
Boid130,4.739282,7.2874
Boid131,2.857976,7.2874
Boid132,1.436548,7.2874
Boid133,1.442483,7.2874
Boid134,4.083938,7.2874
Boid135,1.441177,7.2874
Boid136,2.382579,7.2874
Boid137,1.99607,7.2874
Boid138,3.142674,7.2874
Boid139,4.2646,7.2874
Boid140,1.769661,7.2874
Boid141,2.560416,7.2874
Boid142,2.153858,7.2874
Boid143,1.610986,7.2874
Boid144,3.335208,7.2874
Boid145,3.249668,7.2874
Boid146,2.653399,7.2874
Boid147,2.081952,7.2874
Boid148,3.627261,7.2874
Boid149,2.642905,7.2874
Boid150,2.144852,7.2874
Boid151,3.082149,7.2874
Boid152,4.149509,7.2874
Boid153,4.331762,7.2874
Boid154,1.625657,7.2874
Boid155,1.510102,7.2874
Boid156,2.187818,7.2874
Boid157,4.353942,7.2874
Boid158,2.202242,7.2874
Boid159,2.552229,7.2874
Boid160,2.633561,7.2874
Boid161,3.503746,7.2874
Boid162,2.985329,7.2874
Boid163,4.502354,7.2874
Boid164,3.431163,7.2874
Boid165,4.204702,7.2874
Boid166,1.814556,7.2874
Boid167,3.554272,7.2874
Boid168,1.35602,7.2874
Boid169,2.304473,7.2874
Boid170,1.468948,7.2874
Boid171,4.900995,7.2874
Boid172,2.647863,7.2874
Boid173,2.94307,7.2874
Boid174,4.052339,7.2874
Boid175,2.991461,7.2874
Boid176,4.522277,7.2874
Boid177,1.151005,7.2874
Boid178,1.185483,7.2874
Boid179,1.79144,7.2874
Boid180,4.509025,7.2874
Boid181,4.591134,7.2874
Boid182,2.412715,7.2874
Boid183,1.772224,7.2874
Boid184,4.583637,7.2874
Boid185,2.84357,7.2874
Boid186,1.059866,7.2874
Boid187,1.11133,7.2874
Boid188,2.735267,7.2874
Boid189,4.831428,7.2874
Boid190,3.07123,7.2874
Boid191,1.586566,7.2874
Boid192,3.115823,7.2874
Boid193,3.716547,7.2874
Boid194,2.617433,7.2874
Boid195,3.128117,7.2874
Boid196,2.821854,7.2874
Boid197,1.157168,7.2874
Boid198,1.576317,7.2874
Boid199,3.881964,7.2874
Boid200,2.381323,7.2874
Boid201,3.19162,7.2874
Boid202,1.039768,7.2874
Boid203,4.92452,7.2874
Boid204,1.264166,7.2874
Boid205,1.23226,7.2874
Boid206,1.369648,7.2874
Boid207,4.697937,7.2874
Boid208,1.873164,7.2874
Boid209,1.517262,7.2874
Boid210,1.165737,7.2874
Boid211,2.209547,7.2874
Boid212,4.405036,7.2874
Boid213,4.12064,7.2874
Boid214,4.464288,7.2874
Boid215,4.25627,7.2874
Boid216,2.638625,7.2874
Boid217,2.779798,7.2874
Boid218,1.424534,7.2874
Boid219,3.394974,7.2874
Boid220,3.68618,7.2874
Boid221,4.680987,7.2874
Boid222,3.178715,7.2874
Boid223,2.914644,7.2874
Boid224,4.615062,7.2874
Boid225,3.779469,7.2874
Boid226,3.205118,7.2874
Boid227,2.261762,7.2874
Boid228,1.99717,7.2874
Boid229,2.423468,7.2874
Boid230,4.011999,7.2874
Boid231,3.061845,7.2874
Boid232,1.993223,7.2874
Boid233,2.481823,7.2874
Boid234,3.443147,7.2874
Boid235,3.446208,7.2874
Boid236,4.506699,7.2874
Boid237,1.685057,7.2874
Boid238,2.077429,7.2874
Boid239,3.327548,7.2874
Boid240,1.061818,7.2874
Boid241,4.834356,7.2874
Boid242,1.399408,7.2874
Boid243,3.206362,7.2874
Boid244,1.981382,7.2874
Boid245,1.920268,7.2874
Boid246,4.849366,7.2874
Boid247,2.641216,7.2874
Boid248,1.282014,7.2874
Boid249,4.352197,7.2874
Boid0,4.451087,7.35459
Boid1,3.586821,7.35459
Boid2,2.592921,7.35459
Boid3,3.530137,7.35459
Boid4,3.108585,7.35459
Boid5,4.147623,7.35459
Boid6,1.282042,7.35459
Boid7,3.251093,7.35459
Boid8,4.837574,7.35459
Boid9,1.855334,7.35459
Boid10,1.659111,7.35459
Boid11,1.005337,7.35459
Boid12,2.010734,7.35459
Boid13,2.962351,7.35459
Boid14,2.139989,7.35459
Boid15,4.948575,7.35459
Boid16,3.638269,7.35459
Boid17,1.184219,7.35459
Boid18,2.163555,7.35459
Boid19,1.315264,7.35459
Boid20,3.870024,7.35459
Boid21,2.269305,7.35459
Boid22,3.780916,7.35459
Boid23,1.562323,7.35459
Boid24,4.367067,7.35459
Boid25,4.47743,7.35459
Boid26,1.267161,7.35459
Boid27,1.215948,7.35459
Boid28,2.651158,7.35459
Boid29,2.753062,7.35459
Boid30,4.134407,7.35459
Boid31,1.083992,7.35459
Boid32,1.88177,7.35459
Boid33,3.309875,7.35459
Boid34,2.571687,7.35459
Boid35,3.751879,7.35459
Boid36,4.849172,7.35459
Boid37,4.444273,7.35459
Boid38,2.096557,7.35459
Boid39,1.985904,7.35459
Boid40,1.168616,7.35459
Boid41,4.683885,7.35459
Boid42,1.253095,7.35459
Boid43,4.057915,7.35459
Boid44,1.312309,7.35459
Boid45,1.294476,7.35459
Boid46,2.357138,7.35459
Boid47,2.184938,7.35459
Boid48,4.172612,7.35459
Boid49,3.69719,7.35459
Boid50,2.753084,7.35459
Boid51,2.173708,7.35459
Boid52,2.281307,7.35459
Boid53,1.814955,7.35459
Boid54,2.421293,7.35459
Boid55,2.78778,7.35459
Boid56,4.239542,7.35459
Boid57,2.468724,7.35459
Boid58,3.723299,7.35459
Boid59,2.108192,7.35459
Boid60,4.528483,7.35459
Boid61,4.97199,7.35459
Boid62,1.947955,7.35459
Boid63,3.73024,7.35459
Boid64,3.474968,7.35459
Boid65,4.198326,7.35459
Boid66,3.050498,7.35459
Boid67,4.108954,7.35459
Boid68,3.95692,7.35459
Boid69,3.547119,7.35459
Boid70,4.854536,7.35459
Boid71,4.289545,7.35459
Boid72,3.523481,7.35459
Boid73,3.168786,7.35459
Boid74,4.246031,7.35459
Boid75,1.482562,7.35459
Boid76,1.507306,7.35459
Boid77,3.348214,7.35459
Boid78,4.564902,7.35459
Boid79,1.322755,7.35459
Boid80,1.43532,7.35459
Boid81,3.771869,7.35459
Boid82,4.037917,7.35459
Boid83,2.040455,7.35459
Boid84,3.107354,7.35459
Boid85,1.381956,7.35459
Boid86,3.429607,7.35459
Boid87,3.321332,7.35459
Boid88,1.019296,7.35459
Boid89,3.428054,7.35459
Boid90,4.127633,7.35459
Boid91,2.500218,7.35459
Boid92,2.761813,7.35459
Boid93,4.702527,7.35459
Boid94,4.832636,7.35459
Boid95,4.883917,7.35459
Boid96,3.038445,7.35459
Boid97,1.347937,7.35459
Boid98,1.530545,7.35459
Boid99,4.421675,7.35459
Boid100,3.836233,7.35459
Boid101,3.706685,7.35459
Boid102,1.824313,7.35459
Boid103,2.432421,7.35459
Boid104,3.50193,7.35459
Boid105,2.403553,7.35459
Boid106,1.785374,7.35459
Boid107,2.870212,7.35459
Boid108,4.595642,7.35459
Boid109,3.585885,7.35459
Boid110,1.008257,7.35459
Boid111,1.603113,7.35459
Boid112,3.661725,7.35459
Boid113,4.817785,7.35459
Boid114,2.648875,7.35459
Boid115,4.227256,7.35459
Boid116,1.37821,7.35459
Boid117,1.43294,7.35459
Boid118,2.018389,7.35459
Boid119,3.700001,7.35459
Boid120,2.702471,7.35459
Boid121,4.995113,7.35459
Boid122,1.652572,7.35459
Boid123,1.148439,7.35459
Boid124,2.38544,7.35459
Boid125,4.858306,7.35459
Boid126,3.54629,7.35459
Boid127,1.554469,7.35459
Boid128,3.838208,7.35459
Boid129,4.924686,7.35459
Boid130,4.512741,7.35459
Boid131,3.721957,7.35459
Boid132,3.448488,7.35459
Boid133,1.101393,7.35459
Boid134,3.594169,7.35459
Boid135,3.270446,7.35459
Boid136,3.685983,7.35459
Boid137,3.070564,7.35459
Boid138,1.295635,7.35459
Boid139,2.822918,7.35459
Boid140,3.827516,7.35459
Boid141,4.892907,7.35459
Boid142,4.687463,7.35459
Boid143,1.575274,7.35459
Boid144,3.486073,7.35459
Boid145,2.84003,7.35459
Boid146,3.361584,7.35459
Boid147,2.455885,7.35459
Boid148,1.40315,7.35459
Boid149,1.485922,7.35459
Boid150,1.594509,7.35459
Boid151,3.650608,7.35459
Boid152,2.028297,7.35459
Boid153,2.280337,7.35459
Boid154,3.345853,7.35459
Boid155,2.620979,7.35459
Boid156,4.074158,7.35459
Boid157,4.106919,7.35459
Boid158,1.57488,7.35459
Boid159,1.437842,7.35459
Boid160,1.100327,7.35459
Boid161,3.482554,7.35459
Boid162,2.91897,7.35459
Boid163,3.83186,7.35459
Boid164,4.641198,7.35459
Boid165,2.096895,7.35459
Boid166,1.630437,7.35459
Boid167,2.539623,7.35459
Boid168,1.796946,7.35459
Boid169,2.055045,7.35459
Boid170,4.696549,7.35459
Boid171,4.133288,7.35459
Boid172,3.045706,7.35459
Boid173,3.764284,7.35459
Boid174,3.362631,7.35459
Boid175,1.59746,7.35459
Boid176,3.618411,7.35459
Boid177,4.698375,7.35459
Boid178,1.694523,7.35459
Boid179,4.496681,7.35459
Boid180,3.048463,7.35459
Boid181,2.370042,7.35459
Boid182,3.780712,7.35459
Boid183,4.474231,7.35459
Boid184,4.188173,7.35459
Boid185,3.511214,7.35459
Boid186,3.092927,7.35459
Boid187,1.889937,7.35459
Boid188,4.302856,7.35459
Boid189,3.375885,7.35459
Boid190,4.388828,7.35459
Boid191,2.270406,7.35459
Boid192,3.924124,7.35459
Boid193,2.717251,7.35459
Boid194,4.214796,7.35459
Boid195,4.410732,7.35459
Boid196,1.363099,7.35459
Boid197,3.466528,7.35459
Boid198,1.436302,7.35459
Boid199,3.788002,7.35459
Boid200,2.243227,7.35459
Boid201,3.10291,7.35459
Boid202,4.829971,7.35459
Boid203,2.210682,7.35459
Boid204,1.398403,7.35459
Boid205,2.957975,7.35459
Boid206,3.976336,7.35459
Boid207,2.328536,7.35459
Boid208,4.950577,7.35459
Boid209,4.050478,7.35459
Boid210,2.912645,7.35459
Boid211,4.467875,7.35459
Boid212,2.307451,7.35459
Boid213,2.19646,7.35459
Boid214,2.43416,7.35459
Boid215,4.423957,7.35459
Boid216,3.055086,7.35459
Boid217,4.089037,7.35459
Boid218,4.380222,7.35459
Boid219,4.129041,7.35459
Boid220,1.005254,7.35459
Boid221,3.027199,7.35459
Boid222,4.092562,7.35459
Boid223,2.857536,7.35459
Boid224,3.289856,7.35459
Boid225,2.868008,7.35459
Boid226,2.195322,7.35459
Boid227,2.466491,7.35459
Boid228,3.849456,7.35459
Boid229,1.332145,7.35459
Boid230,3.572656,7.35459
Boid231,1.751165,7.35459
Boid232,1.779642,7.35459
Boid233,4.271607,7.35459
Boid234,4.224699,7.35459
Boid235,2.314036,7.35459
Boid236,1.655623,7.35459
Boid237,2.865186,7.35459
Boid238,2.460065,7.35459
Boid239,4.244276,7.35459
Boid240,4.175143,7.35459
Boid241,3.723776,7.35459
Boid242,1.660667,7.35459
Boid243,1.89975,7.35459
Boid244,1.870057,7.35459
Boid245,3.55303,7.35459
Boid246,1.352807,7.35459
Boid247,1.199192,7.35459
Boid248,4.335277,7.35459
Boid249,4.145303,7.35459
Boid0,3.365633,7.417628
Boid1,4.303671,7.417628
Boid2,2.050195,7.417628
Boid3,2.921576,7.417628
Boid4,2.3468,7.417628
Boid5,4.578723,7.417628
Boid6,2.511855,7.417628
Boid7,4.692875,7.417628
Boid8,4.785581,7.417628
Boid9,1.446928,7.417628
Boid10,2.811509,7.417628
Boid11,1.168854,7.417628
Boid12,3.71695,7.417628
Boid13,1.799116,7.417628
Boid14,1.168891,7.417628
Boid15,4.459002,7.417628
Boid16,3.265026,7.417628
Boid17,4.281261,7.417628
Boid18,1.222885,7.417628
Boid19,2.666483,7.417628
Boid20,2.734162,7.417628
Boid21,4.414539,7.417628
Boid22,4.514665,7.417628
Boid23,1.018617,7.417628
Boid24,1.925828,7.417628
Boid25,3.679847,7.417628
Boid26,2.079042,7.417628
Boid27,4.885351,7.417628
Boid28,3.31128,7.417628
Boid29,3.128118,7.417628
Boid30,4.644002,7.417628
Boid31,4.39888,7.417628
Boid32,3.555032,7.417628
Boid33,2.016264,7.417628
Boid34,3.824992,7.417628
Boid35,4.80353,7.417628
Boid36,3.052016,7.417628
Boid37,3.132901,7.417628
Boid38,2.136878,7.417628
Boid39,2.396026,7.417628
Boid40,3.231649,7.417628
Boid41,3.991341,7.417628
Boid42,2.050406,7.417628
Boid43,2.986964,7.417628
Boid44,3.084533,7.417628
Boid45,2.91975,7.417628
Boid46,2.586638,7.417628
Boid47,3.468586,7.417628
Boid48,3.855329,7.417628
Boid49,4.510052,7.417628
Boid50,2.811442,7.417628
Boid51,3.988215,7.417628
Boid52,4.709326,7.417628
Boid53,2.332531,7.417628
Boid54,1.386917,7.417628
Boid55,4.124023,7.417628
Boid56,1.179874,7.417628
Boid57,3.725992,7.417628
Boid58,1.930198,7.417628
Boid59,2.906384,7.417628
Boid60,4.986359,7.417628
Boid61,4.693181,7.417628
Boid62,3.568201,7.417628
Boid63,1.166244,7.417628
Boid64,3.176266,7.417628
Boid65,2.618081,7.417628
Boid66,3.776442,7.417628
Boid67,3.201869,7.417628
Boid68,2.601785,7.417628
Boid69,3.566382,7.417628
Boid70,2.568163,7.417628
Boid71,3.175121,7.417628
Boid72,4.078069,7.417628
Boid73,2.710752,7.417628
Boid74,4.592324,7.417628
Boid75,3.245372,7.417628
Boid76,3.763046,7.417628
Boid77,3.08699,7.417628
Boid78,4.340587,7.417628
Boid79,1.252781,7.417628
Boid80,1.468942,7.417628
Boid81,1.318979,7.417628
Boid82,4.335342,7.417628
Boid83,1.400212,7.417628
Boid84,4.197582,7.417628
Boid85,1.242921,7.417628
Boid86,3.255379,7.417628
Boid87,2.198118,7.417628
Boid88,4.977629,7.417628
Boid89,2.395772,7.417628
Boid90,4.082199,7.417628
Boid91,4.506493,7.417628
Boid92,2.335486,7.417628
Boid93,3.381456,7.417628
Boid94,2.29809,7.417628
Boid95,4.34189,7.417628
Boid96,1.403641,7.417628
Boid97,4.205868,7.417628
Boid98,2.039395,7.417628
Boid99,4.432828,7.417628
Boid100,1.324432,7.417628
Boid101,2.59552,7.417628
Boid102,4.644671,7.417628
Boid103,4.110293,7.417628
Boid104,3.621567,7.417628
Boid105,1.01003,7.417628
Boid106,2.022893,7.417628
Boid107,2.399056,7.417628
Boid108,1.157107,7.417628
Boid109,4.95366,7.417628
Boid110,2.566163,7.417628
Boid111,2.714397,7.417628
Boid112,2.057307,7.417628
Boid113,4.016938,7.417628
Boid114,4.322642,7.417628
Boid115,3.514637,7.417628
Boid116,2.188717,7.417628
Boid117,4.818745,7.417628
Boid118,4.879039,7.417628
Boid119,3.766226,7.417628
Boid120,2.677842,7.417628
Boid121,3.78565,7.417628
Boid122,4.198835,7.417628
Boid123,2.884266,7.417628
Boid124,3.214005,7.417628
Boid125,1.90012,7.417628
Boid126,1.480027,7.417628
Boid127,1.334354,7.417628
Boid128,4.983239,7.417628
Boid129,1.12768,7.417628
Boid130,4.459105,7.417628
Boid131,2.616773,7.417628
Boid132,4.08066,7.417628
Boid133,1.01733,7.417628
Boid134,4.597907,7.417628
Boid135,1.782831,7.417628
Boid136,4.593533,7.417628
Boid137,4.350066,7.417628
Boid138,4.782642,7.417628
Boid139,1.825031,7.417628
Boid140,4.645479,7.417628
Boid141,3.722056,7.417628
Boid142,3.011861,7.417628
Boid143,3.891287,7.417628
Boid144,2.966288,7.417628
Boid145,3.542204,7.417628
Boid146,4.710387,7.417628
Boid147,2.851439,7.417628
Boid148,3.816069,7.417628
Boid149,3.829158,7.417628
Boid150,2.825897,7.417628
Boid151,4.436263,7.417628
Boid152,3.406495,7.417628
Boid153,3.974622,7.417628
Boid154,3.308596,7.417628
Boid155,4.379495,7.417628
Boid156,3.10901,7.417628
Boid157,4.650692,7.417628
Boid158,2.089616,7.417628
Boid159,2.990009,7.417628
Boid160,3.358002,7.417628
Boid161,2.20101,7.417628
Boid162,3.513362,7.417628
Boid163,1.242107,7.417628
Boid164,1.33487,7.417628
Boid165,3.852475,7.417628
Boid166,4.723174,7.417628
Boid167,2.834115,7.417628
Boid168,2.584949,7.417628
Boid169,4.243905,7.417628
Boid170,4.511263,7.417628
Boid171,3.979482,7.417628
Boid172,2.730307,7.417628
Boid173,3.845758,7.417628
Boid174,3.478337,7.417628
Boid175,3.395669,7.417628
Boid176,3.258982,7.417628
Boid177,3.488033,7.417628
Boid178,1.48914,7.417628
Boid179,1.43853,7.417628
Boid180,4.388422,7.417628
Boid181,3.344297,7.417628
Boid182,1.042024,7.417628
Boid183,2.859152,7.417628
Boid184,2.834665,7.417628
Boid185,4.391231,7.417628
Boid186,2.955809,7.417628
Boid187,3.106667,7.417628
Boid188,4.462491,7.417628
Boid189,1.554051,7.417628
Boid190,2.66521,7.417628
Boid191,3.660748,7.417628
Boid192,4.161053,7.417628
Boid193,3.687644,7.417628
Boid194,3.439933,7.417628
Boid195,2.668669,7.417628
Boid196,3.788752,7.417628
Boid197,3.767252,7.417628
Boid198,4.552057,7.417628
Boid199,3.065169,7.417628
Boid200,1.313216,7.417628
Boid201,1.535414,7.417628
Boid202,2.349595,7.417628
Boid203,4.303759,7.417628
Boid204,3.793233,7.417628
Boid205,2.879892,7.417628
Boid206,3.134611,7.417628
Boid207,4.773992,7.417628
Boid208,2.645109,7.417628
Boid209,1.074543,7.417628
Boid210,1.700972,7.417628
Boid211,1.913221,7.417628
Boid212,2.901542,7.417628
Boid213,4.247962,7.417628
Boid214,3.313441,7.417628
Boid215,3.859436,7.417628
Boid216,3.74478,7.417628
Boid217,2.134156,7.417628
Boid218,1.859647,7.417628
Boid219,3.113526,7.417628
Boid220,2.152492,7.417628
Boid221,2.618834,7.417628
Boid222,4.128348,7.417628
Boid223,2.357306,7.417628
Boid224,2.797501,7.417628
Boid225,1.388897,7.417628
Boid226,2.928933,7.417628
Boid227,1.249029,7.417628
Boid228,3.702798,7.417628
Boid229,3.744987,7.417628
Boid230,2.236893,7.417628
Boid231,3.762188,7.417628
Boid232,1.553425,7.417628
Boid233,1.340164,7.417628
Boid234,4.576507,7.417628
Boid235,1.284988,7.417628
Boid236,2.601714,7.417628
Boid237,1.339306,7.417628
Boid238,4.630429,7.417628
Boid239,4.710804,7.417628
Boid240,4.224056,7.417628
Boid241,4.562197,7.417628
Boid242,3.251637,7.417628
Boid243,1.390229,7.417628
Boid244,3.570947,7.417628
Boid245,3.861232,7.417628
Boid246,1.418185,7.417628
Boid247,4.653446,7.417628
Boid248,1.495592,7.417628
Boid249,4.729855,7.417628
Boid0,4.394426,7.483814
Boid1,1.748867,7.483814
Boid2,3.808733,7.483814
Boid3,4.787633,7.483814
Boid4,2.319534,7.483814
Boid5,3.573588,7.483814
Boid6,2.703123,7.483814
Boid7,3.97982,7.483814
Boid8,3.685771,7.483814
Boid9,2.128699,7.483814
Boid10,1.43445,7.483814
Boid11,1.885327,7.483814
Boid12,4.164853,7.483814
Boid13,4.357712,7.483814
Boid14,2.302699,7.483814
Boid15,4.503232,7.483814
Boid16,2.430598,7.483814
Boid17,4.727778,7.483814
Boid18,4.01594,7.483814
Boid19,2.389107,7.483814
Boid20,2.518539,7.483814
Boid21,4.63315,7.483814
Boid22,1.035155,7.483814
Boid23,2.771468,7.483814
Boid24,3.571896,7.483814
Boid25,1.452443,7.483814
Boid26,4.170246,7.483814
Boid27,4.59281,7.483814
Boid28,2.160167,7.483814
Boid29,3.179965,7.483814
Boid30,3.170181,7.483814
Boid31,4.276172,7.483814
Boid32,1.40588,7.483814
Boid33,2.026177,7.483814
Boid34,4.860558,7.483814
Boid35,3.94406,7.483814
Boid36,2.374541,7.483814
Boid37,2.880437,7.483814
Boid38,3.841648,7.483814
Boid39,2.338823,7.483814
Boid40,3.610219,7.483814
Boid41,1.06873,7.483814
Boid42,3.054832,7.483814
Boid43,2.859927,7.483814
Boid44,3.348481,7.483814
Boid45,3.040694,7.483814
Boid46,4.301297,7.483814
Boid47,2.281725,7.483814
Boid48,1.823121,7.483814
Boid49,2.883685,7.483814
Boid50,3.955627,7.483814
Boid51,1.750437,7.483814
Boid52,1.966173,7.483814
Boid53,1.063481,7.483814
Boid54,3.831364,7.483814
Boid55,2.991526,7.483814
Boid56,1.132162,7.483814
Boid57,3.333701,7.483814
Boid58,2.300456,7.483814
Boid59,4.248742,7.483814
Boid60,2.932092,7.483814
Boid61,4.302423,7.483814
Boid62,2.416243,7.483814
Boid63,2.715353,7.483814
Boid64,1.922834,7.483814
Boid65,3.144766,7.483814
Boid66,1.877152,7.483814
Boid67,4.891532,7.483814
Boid68,4.774459,7.483814
Boid69,1.212537,7.483814
Boid70,1.884333,7.483814
Boid71,2.122598,7.483814
Boid72,4.153515,7.483814
Boid73,2.565744,7.483814
Boid74,2.330816,7.483814
Boid75,1.303806,7.483814
Boid76,1.212734,7.483814
Boid77,3.272694,7.483814
Boid78,3.809008,7.483814
Boid79,4.191784,7.483814
Boid80,2.78808,7.483814
Boid81,3.292635,7.483814
Boid82,4.91975,7.483814
Boid83,4.874019,7.483814
Boid84,3.558256,7.483814
Boid85,2.317032,7.483814
Boid86,2.388596,7.483814
Boid87,2.356469,7.483814
Boid88,2.417182,7.483814
Boid89,1.746685,7.483814
Boid90,3.151448,7.483814
Boid91,3.541816,7.483814
Boid92,3.003566,7.483814
Boid93,4.423568,7.483814
Boid94,4.423152,7.483814
Boid95,3.837821,7.483814
Boid96,3.854378,7.483814
Boid97,1.0059,7.483814
Boid98,4.241076,7.483814
Boid99,4.739501,7.483814
Boid100,1.048196,7.483814
Boid101,1.657869,7.483814
Boid102,2.714434,7.483814
Boid103,3.397079,7.483814
Boid104,4.936588,7.483814
Boid105,3.689411,7.483814
Boid106,2.895392,7.483814
Boid107,4.997144,7.483814
Boid108,1.065933,7.483814
Boid109,4.215538,7.483814
Boid110,3.038425,7.483814
Boid111,4.347855,7.483814
Boid112,2.613969,7.483814
Boid113,2.326921,7.483814
Boid114,4.574721,7.483814
Boid115,1.834665,7.483814
Boid116,4.640791,7.483814
Boid117,1.123749,7.483814
Boid118,2.569228,7.483814
Boid119,2.487876,7.483814
Boid120,4.84556,7.483814
Boid121,2.354365,7.483814
Boid122,2.550361,7.483814
Boid123,2.429618,7.483814
Boid124,4.770916,7.483814
Boid125,3.120748,7.483814
Boid126,4.746685,7.483814
Boid127,4.747287,7.483814
Boid128,4.598457,7.483814
Boid129,1.112743,7.483814
Boid130,3.268554,7.483814
Boid131,2.934246,7.483814
Boid132,2.70309,7.483814
Boid133,4.84006,7.483814
Boid134,3.886917,7.483814
Boid135,4.928883,7.483814
Boid136,1.505032,7.483814
Boid137,2.659764,7.483814
Boid138,3.541874,7.483814
Boid139,4.344343,7.483814
Boid140,4.631078,7.483814
Boid141,1.803137,7.483814
Boid142,3.756822,7.483814
Boid143,4.115377,7.483814
Boid144,3.522889,7.483814
Boid145,3.27773,7.483814
Boid146,1.506925,7.483814
Boid147,4.489237,7.483814
Boid148,2.222533,7.483814
Boid149,4.373409,7.483814
Boid150,3.838203,7.483814
Boid151,1.188225,7.483814
Boid152,3.835444,7.483814
Boid153,3.500593,7.483814
Boid154,1.168913,7.483814
Boid155,3.900387,7.483814
Boid156,3.025775,7.483814
Boid157,1.382814,7.483814
Boid158,2.951343,7.483814
Boid159,2.335327,7.483814
Boid160,2.907442,7.483814
Boid161,2.058305,7.483814
Boid162,1.990687,7.483814
Boid163,4.750891,7.483814
Boid164,4.091495,7.483814
Boid165,2.545148,7.483814
Boid166,3.65414,7.483814
Boid167,3.695511,7.483814
Boid168,2.20518,7.483814
Boid169,4.142001,7.483814
Boid170,4.606311,7.483814
Boid171,3.356521,7.483814
Boid172,4.513744,7.483814
Boid173,2.780141,7.483814
Boid174,1.107548,7.483814
Boid175,3.513272,7.483814
Boid176,2.870332,7.483814
Boid177,1.796175,7.483814
Boid178,1.884651,7.483814
Boid179,4.117272,7.483814
Boid180,1.950596,7.483814
Boid181,4.186121,7.483814
Boid182,1.713817,7.483814
Boid183,3.544366,7.483814
Boid184,3.533473,7.483814
Boid185,2.786167,7.483814
Boid186,2.669685,7.483814
Boid187,1.172962,7.483814
Boid188,2.779587,7.483814
Boid189,3.719555,7.483814
Boid190,3.071356,7.483814
Boid191,4.41379,7.483814
Boid192,2.875875,7.483814
Boid193,3.489222,7.483814
Boid194,2.097511,7.483814
Boid195,3.876285,7.483814
Boid196,3.729239,7.483814
Boid197,2.208562,7.483814
Boid198,4.987732,7.483814
Boid199,4.97316,7.483814
Boid200,3.858143,7.483814
Boid201,3.307158,7.483814
Boid202,4.98164,7.483814
Boid203,2.780924,7.483814
Boid204,2.320424,7.483814
Boid205,4.032743,7.483814
Boid206,3.550126,7.483814
Boid207,2.146642,7.483814
Boid208,3.907788,7.483814
Boid209,4.523783,7.483814
Boid210,3.948723,7.483814
Boid211,3.642349,7.483814
Boid212,3.512398,7.483814
Boid213,3.276426,7.483814
Boid214,4.298462,7.483814
Boid215,1.993678,7.483814
Boid216,2.34831,7.483814
Boid217,3.615209,7.483814
