4.023234,-5.317994,7.090878,29.14014,0.02
5.100916,-0.4355145,3.233046,14.64744,0.3533334
6.863866,3.129967,6.648431,13.44613,0.6185012
9.687035,4.894279,12.72031,7.949441,0.840443
12.34349,5.997718,13.85247,5.754039,1.032211
15.74662,6.306511,14.93863,1.355503,1.260018
18.71556,6.933477,14.67633,3.099274,1.462312
21.97299,7.687062,14.61403,3.380859,1.68521
24.83868,8.111486,14.83814,2.197608,1.87834
28.20593,8.658044,14.80622,2.40328,2.105761
31.46097,9.169285,14.81835,2.327391,2.325424
34.95555,9.8686,14.70839,2.943353,2.563015
38.8051,10.94343,14.44743,4.033848,2.829467
42.30876,12.16805,14.15996,4.949292,3.076901
44.84517,12.55509,14.82835,2.26273,3.247953
47.73851,13.92135,13.56379,6.404949,3.461266
50.91756,15.86641,12.7951,7.828513,3.709724
53.66755,16.90739,14.02855,5.310319,3.905753
56.48108,17.67455,14.47168,3.945978,4.100169
60.27185,18.44554,14.69906,2.989605,4.358061
63.40588,19.21184,14.57078,3.562691,4.573151
66.27628,19.80015,14.69449,3.011712,4.768489
69.8299,20.38783,14.799,2.447397,5.008615
73.3484,20.38832,15.00003,0.002073504,5.243181
76.51492,20.16126,14.96156,-1.072806,5.454825
80.06803,19.97004,14.97831,-0.8061092,5.692042
83.36234,19.81202,14.98276,-0.718695,5.911916
86.46499,19.6352,14.97571,-0.853461,6.119094
89.95296,19.06967,14.80666,-2.400719,6.354662
93.5994,17.99214,14.38507,-4.250797,6.60815
96.41803,16.96098,14.08694,-5.153522,6.808238
99.47826,15.76102,13.9648,-5.475795,7.027377
102.3995,14.35254,13.51144,-6.514651,7.24358
105.941,12.4567,13.22438,-7.079227,7.511382
109.0351,10.41134,12.51308,-8.271781,7.758653
111.5966,8.34939,11.68451,-9.405945,7.97787
114.1244,5.758848,10.47579,-10.73583,8.219169
116.2147,3.411616,9.975815,-11.20192,8.428707
118.0935,0.7168753,8.578985,-12.30449,8.647712
119.7225,-2.174984,7.362029,-13.06911,8.868986
120.7188,-5.846997,3.927827,-14.4766,9.122638
121.6866,-9.124046,4.248543,-14.38574,9.350436
122.2993,-12.3081,2.834209,-14.72978,9.566601
122.004,-15.51352,-1.376144,-14.93678,9.781199
121.913,-18.98831,-0.3927091,-14.99485,10.01293
121.6152,-22.13771,-1.411733,-14.93338,10.22383
120.2133,-25.28298,-6.106696,-13.70069,10.4534
119.2904,-28.8611,-3.746543,-14.52458,10.69975
118.4368,-31.68076,-4.346251,-14.35655,10.89615
117.5112,-34.74986,-4.330763,-14.36122,11.10986
115.5189,-37.84697,-8.115107,-12.61526,11.35536
114.4475,-40.94742,-4.899239,-14.17733,11.57405
113.1577,-44.76866,-4.797191,-14.21224,11.84292
111.4586,-47.38033,-8.180013,-12.57322,12.05064
110.1477,-50.52672,-5.768964,-13.8463,12.27788
108.0666,-53.10646,-9.417937,-11.67482,12.49884
106.5672,-56.0154,-6.872639,-13.33296,12.71702
105.0873,-58.999,-6.665063,-13.43789,12.93905
102.605,-61.58024,-10.39746,-10.81172,13.17779
100.8059,-64.44534,-7.976659,-12.70328,13.40333
98.41382,-66.78542,-10.72258,-10.48935,13.62642
96.54002,-69.45497,-8.61769,-12.27741,13.84386
93.86275,-71.73133,-11.42765,-9.716381,14.07814
91.69815,-74.28058,-9.708847,-11.43412,14.30109
89.1052,-75.97133,-12.56483,-8.192985,14.50746
86.36166,-78.82163,-10.40226,-10.80707,14.7712
83.38348,-80.33585,-13.37099,-6.798291,14.99394
80.51676,-82.30082,-12.37251,-8.480647,15.22564
77.25748,-83.29655,-14.34541,-4.382594,15.45284
74.39102,-84.86485,-13.15921,-7.19972,15.67067
70.73518,-86.76591,-13.30822,-6.920354,15.94537
67.35401,-87.17166,-14.89311,-1.787202,16.1724
64.15946,-88.12952,-14.36813,-4.308146,16.39474
60.39019,-89.15578,-14.47307,-3.940619,16.65517
56.49551,-88.9213,-14.97285,0.901449,16.91529
53.39181,-89.24923,-14.91708,-1.576092,17.12335
50.06569,-89.49074,-14.96056,-1.08628,17.34568
46.5769,-88.63712,-14.57018,3.56498,17.58512
43.26436,-88.47137,-14.98133,0.7496161,17.80623
39.84212,-88.31047,-14.98334,0.7044401,18.03464
36.73647,-87.04485,-13.89085,5.660837,18.25821
33.57464,-86.34303,-14.64368,3.250373,18.47413
30.59437,-84.85579,-13.42162,6.697796,18.69618
27.6177,-83.03526,-12.79636,7.826237,18.9288
24.44769,-81.74285,-13.89007,5.662961,19.15702
21.84007,-79.59957,-11.58803,9.524543,19.38205
18.8239,-77.73222,-12.75357,7.895929,19.61854
16.49686,-74.91171,-9.546022,11.57035,19.86231
14.75394,-72.04488,-7.792335,12.81717,20.08599
12.23739,-69.47371,-10.49214,10.71985,20.32584
10.62566,-66.3153,-6.818069,13.36095,20.56223
8.936244,-63.83134,-8.435695,12.40307,20.7625
7.505577,-60.23262,-5.541425,13.93898,21.02067
5.708572,-57.20836,-7.662292,12.89523,21.2552
5.00382,-54.097,-3.313692,14.62939,21.46788
3.402488,-50.84912,-6.633214,13.45369,21.70929
2.810249,-47.41852,-2.551765,14.78135,21.94138
1.605363,-44.26083,-5.347514,14.01446,22.1667
1.389125,-41.23807,-1.070316,14.96177,22.36873
0.3635929,-38.02209,-4.557177,14.2909,22.59377
0.1701061,-34.57241,-0.8400084,14.97655,22.8241
-0.7743746,-31.07114,-3.906652,14.48228,23.06587
-0.6389825,-27.66749,0.5962073,14.98817,23.29296
-0.4291458,-23.9437,0.8439119,14.9762,23.5416
-0.7442803,-20.86304,-1.526462,14.92219,23.74805
-0.3194167,-17.27348,1.763106,14.89604,23.98903
0.2390953,-13.68006,2.303719,14.82195,24.23146
0.05499123,-10.28768,-0.8128573,14.97803,24.45795
0.7722844,-6.847514,3.061722,14.68414,24.69223
1.542476,-3.606001,3.467514,14.59375,24.91435
1.403396,-0.3767674,-0.6454433,14.98618,25.12983
0.5258499,2.999488,-3.773367,14.51759,25.36239
1.027072,6.315291,2.241943,14.83143,25.58596
2.088098,9.493867,4.74948,14.2283,25.80936
2.462841,13.32687,1.459555,14.9288,26.06611
3.219287,16.27097,3.732802,14.52817,26.26876
4.274894,19.46454,4.707624,14.24213,26.49299
4.364397,22.70073,0.414693,14.99429,26.70882
5.37937,26.00733,4.401584,14.3396,26.93941
6.58868,29.0518,5.5374,13.94053,27.1578
7.847913,32.925,4.637772,14.26506,27.42932
9.227187,35.75897,6.564246,13.48743,27.63944
10.50803,38.92932,5.618852,13.90779,27.86739
12.13302,42.05586,6.917578,13.30969,28.1023
13.72882,45.56082,6.215518,13.65155,28.35904
