-7.837596,-1.742922,27.86796,11.10504,0.02
-4.844102,2.261949,8.980483,12.01461,0.3533334
-0.9776866,4.8226,12.50601,8.28249,0.6624978
-0.468611,7.643957,2.663535,14.76162,0.8536257
0.4706142,11.11469,3.918255,14.47921,1.093331
0.8207442,14.62135,1.490297,14.92578,1.32827
0.07493627,18.48577,-2.842449,14.72822,1.590652
-0.6065331,22.16659,-2.730705,14.74934,1.84021
-0.5358196,25.46418,0.3215855,14.99654,2.0601
-1.027374,29.30955,-1.90198,14.87894,2.318544
-0.9221038,33.23781,0.4018285,14.99462,2.580522
-0.6252682,37.06622,1.159545,14.95512,2.836515
-0.3011822,41.76584,1.03195,14.96446,3.150568
-0.8377116,45.83619,-1.960254,14.87136,3.424272
-0.559127,48.66619,1.469495,14.92784,3.61385
-0.04311532,51.66256,2.545714,14.78241,3.816548
0.6622524,55.17205,2.955719,14.70592,4.055193
0.5085525,58.75187,-0.6434327,14.98618,4.294068
1.341116,61.99292,3.732038,14.5283,4.517154
2.492486,65.12459,5.176076,14.07865,4.739594
2.989031,68.63506,2.100793,14.85217,4.975955
3.980851,71.8485,4.423794,14.33281,5.200157
5.306065,74.63628,6.439865,13.54723,5.40594
7.068204,77.73186,7.420601,13.0359,5.643405
8.212583,81.30275,4.577792,14.28441,5.89339
10.14559,83.97642,8.788403,12.15584,6.113339
11.59982,86.97971,6.537166,13.50057,6.335796
14.06462,90.02422,9.438425,11.6583,6.596941
15.5851,92.83043,7.145904,13.18851,6.809718
18.25958,95.62588,10.3695,10.83852,7.067636
20.32523,98.60412,8.548748,12.32552,7.309268
22.83344,100.698,11.51497,9.612784,7.52709
25.9093,102.8534,12.28406,8.608248,7.777484
28.25309,105.3898,10.1801,11.0166,8.007716
31.38356,107.1072,13.15103,7.214625,8.245756
34.54533,108.4349,13.83012,5.807576,8.474371
37.15562,110.5413,11.67331,9.419825,8.697983
40.08823,112.7452,11.99133,9.01157,8.942544
43.30719,113.809,14.24229,4.707177,9.168558
46.66026,115.7377,13.00257,7.478854,9.426435
49.76503,116.4153,14.65502,3.198408,9.638292
53.95309,116.8416,14.92288,1.51907,9.91894
56.97245,117.593,14.55603,3.622558,10.12637
60.4553,117.2963,14.94586,-1.27325,10.3594
63.95684,117.7664,14.86662,1.995765,10.59493
67.2406,116.9801,14.58762,-3.49302,10.82004
70.84126,116.9788,15,-0.005307822,11.06008
73.77491,115.7294,13.80063,-5.87729,11.27265
77.04832,114.9617,14.6037,-3.425182,11.4968
80.89253,113.8693,14.4288,-4.099997,11.76323
83.83224,111.6723,12.01522,-8.979614,12.0079
86.65325,110.0631,13.02915,-7.43247,12.22441
88.80235,107.5276,9.698838,-11.44261,12.44599
91.7676,105.2169,11.83166,-9.22015,12.69661
94.47655,102.9003,11.40008,-9.748764,12.93424
96.54624,100.8188,10.57628,-10.63683,13.12993
98.78312,98.25272,9.85656,-11.30698,13.35687
100.2143,94.96095,5.980942,-13.75601,13.59617
102.1654,91.7611,7.808908,-12.80703,13.84602
103.6884,89.0213,7.287978,-13.11055,14.055
105.229,85.71724,6.338842,-13.59483,14.29804
106.5082,82.59351,5.684359,-13.88124,14.52307
107.6491,79.26091,4.858415,-14.19136,14.7579
108.6517,75.8463,4.225827,-14.39244,14.99515
109.3468,72.53062,3.078059,-14.6808,15.221
109.8189,68.59331,1.785765,-14.89332,15.48537
109.9349,65.21113,0.5137422,-14.99122,15.71098
110.0103,61.36831,0.2946212,-14.99711,15.96722
109.9808,57.79464,-0.1240543,-14.99953,16.20547
109.7596,54.51125,-1.00839,-14.96603,16.42486
109.3448,50.86246,-1.694101,-14.90402,16.66968
108.8435,47.54537,-2.24147,-14.83159,16.89333
108.0778,44.24392,-3.38901,-14.61217,17.11927
107.2475,40.79699,-3.512802,-14.58285,17.35564
106.0935,37.2319,-4.619385,-14.27094,17.60545
104.939,34.02856,-5.085889,-14.11153,17.83245
103.6817,30.9931,-5.739982,-13.85827,18.05149
102.1906,27.74955,-6.265371,-13.62889,18.28948
100.4276,24.34689,-6.90058,-13.31851,18.54497
98.28368,21.15108,-8.356643,-12.45651,18.80152
96.32198,18.49643,-8.914572,-12.06358,19.02158
93.8242,15.75214,-10.09668,-11.0931,19.26896
91.11397,13.09551,-10.71203,-10.50021,19.52197
89.01391,9.884686,-8.210621,-12.55337,19.77775
86.81517,7.916772,-11.17699,-10.00363,19.97447
84.01614,5.874557,-12.11748,-8.841089,20.20546
80.58278,3.827277,-12.88349,-7.682305,20.47195
77.95802,1.734867,-11.7291,-9.350232,20.69573
74.94239,-0.5309653,-11.99217,-9.010467,20.9472
71.94707,-1.907303,-13.62992,-6.262887,21.16696
68.47044,-3.251287,-13.99103,-5.408615,21.41545
65.01855,-4.494276,-14.11292,-5.081915,21.66004
61.95119,-5.330142,-14.47224,-3.943724,21.87199
58.33691,-6.609716,-14.14005,-5.006048,22.12759
54.79065,-7.187864,-14.80447,-2.413573,22.36713
51.82729,-8.609038,-13.52507,-6.486392,22.58624
48.44702,-9.221632,-14.75953,-2.674813,22.81526
