Boid,Speed,TimeElapsed,
Boid0,5,0
Boid1,5,0
Boid2,5,0
Boid3,5,0
Boid4,5,0
Boid5,5,0
Boid6,5,0
Boid7,5,0
Boid8,5,0
Boid9,5,0
Boid0,5,0.02
Boid1,5,0.02
Boid2,5,0.02
Boid3,5,0.02
Boid4,5,0.02
Boid5,5,0.02
Boid6,5,0.02
Boid7,5,0.02
Boid8,5,0.02
Boid9,5,0.02
Boid0,5,0.3533334
Boid1,5,0.3533334
Boid2,5,0.3533334
Boid3,5,0.3533334
Boid4,5,0.3533334
Boid5,5,0.3533334
Boid6,5,0.3533334
Boid7,5,0.3533334
Boid8,5,0.3533334
Boid9,5,0.3533334
Boid0,5,0.3844382
Boid1,5,0.3844382
Boid2,5,0.3844382
Boid3,5,0.3844382
Boid4,5,0.3844382
Boid5,5,0.3844382
Boid6,5,0.3844382
Boid7,5,0.3844382
Boid8,5,0.3844382
Boid9,5,0.3844382
Boid0,5,0.3936597
Boid1,5,0.3936597
Boid2,5,0.3936597
Boid3,5,0.3936597
Boid4,5,0.3936597
Boid5,5,0.3936597
Boid6,5,0.3936597
Boid7,5,0.3936597
Boid8,5,0.3936597
Boid9,5,0.3936597
Boid0,5,0.40213
Boid1,5,0.40213
Boid2,5,0.40213
Boid3,5,0.40213
Boid4,5,0.40213
Boid5,5,0.40213
Boid6,5,0.40213
Boid7,5,0.40213
Boid8,5,0.40213
Boid9,5,0.40213
Boid0,5,0.4095303
Boid1,5,0.4095303
Boid2,5,0.4095303
Boid3,5,0.4095303
Boid4,5,0.4095303
Boid5,5,0.4095303
Boid6,5,0.4095303
Boid7,5,0.4095303
Boid8,5,0.4095303
Boid9,5,0.4095303
Boid0,5,0.4153623
Boid1,5,0.4153623
Boid2,5,0.4153623
Boid3,5,0.4153623
Boid4,5,0.4153623
Boid5,5,0.4153623
Boid6,5,0.4153623
Boid7,5,0.4153623
Boid8,5,0.4153623
Boid9,5,0.4153623
Boid0,5,0.4247386
Boid1,5,0.4247386
Boid2,5,0.4247386
Boid3,5,0.4247386
Boid4,5,0.4247386
Boid5,5,0.4247386
Boid6,5,0.4247386
Boid7,5,0.4247386
Boid8,5,0.4247386
Boid9,5,0.4247386
Boid0,5,0.4305605
Boid1,5,0.4305605
Boid2,5,0.4305605
Boid3,5,0.4305605
Boid4,5,0.4305605
Boid5,5,0.4305605
Boid6,5,0.4305605
Boid7,5,0.4305605
Boid8,5,0.4305605
Boid9,5,0.4305605
Boid0,5,0.4376782
Boid1,5,0.4376782
Boid2,5,0.4376782
Boid3,5,0.4376782
Boid4,5,0.4376782
Boid5,5,0.4376782
Boid6,5,0.4376782
Boid7,5,0.4376782
Boid8,5,0.4376782
Boid9,5,0.4376782
Boid0,5,0.4440883
Boid1,5,0.4440883
Boid2,5,0.4440883
Boid3,5,0.4440883
Boid4,5,0.4440883
Boid5,5,0.4440883
Boid6,5,0.4440883
Boid7,5,0.4440883
Boid8,5,0.4440883
Boid9,5,0.4440883
Boid0,5,0.4495443
Boid1,5,0.4495443
Boid2,5,0.4495443
Boid3,5,0.4495443
Boid4,5,0.4495443
Boid5,5,0.4495443
Boid6,5,0.4495443
Boid7,5,0.4495443
Boid8,5,0.4495443
Boid9,5,0.4495443
Boid0,5,0.4562633
Boid1,5,0.4562633
Boid2,5,0.4562633
Boid3,5,0.4562633
Boid4,5,0.4562633
Boid5,5,0.4562633
Boid6,5,0.4562633
Boid7,5,0.4562633
Boid8,5,0.4562633
Boid9,5,0.4562633
Boid0,5,0.4620363
Boid1,5,0.4620363
Boid2,5,0.4620363
Boid3,5,0.4620363
Boid4,5,0.4620363
Boid5,5,0.4620363
Boid6,5,0.4620363
Boid7,5,0.4620363
Boid8,5,0.4620363
Boid9,5,0.4620363
Boid0,5,0.4690937
Boid1,5,0.4690937
Boid2,5,0.4690937
Boid3,5,0.4690937
Boid4,5,0.4690937
Boid5,5,0.4690937
Boid6,5,0.4690937
Boid7,5,0.4690937
Boid8,5,0.4690937
Boid9,5,0.4690937
Boid0,5,0.4780929
Boid1,5,0.4780929
Boid2,5,0.4780929
Boid3,5,0.4780929
Boid4,5,0.4780929
Boid5,5,0.4780929
Boid6,5,0.4780929
Boid7,5,0.4780929
Boid8,5,0.4780929
Boid9,5,0.4780929
Boid0,5,0.4837898
Boid1,5,0.4837898
Boid2,5,0.4837898
Boid3,5,0.4837898
Boid4,5,0.4837898
Boid5,5,0.4837898
Boid6,5,0.4837898
Boid7,5,0.4837898
Boid8,5,0.4837898
Boid9,5,0.4837898
Boid0,5,0.5172929
Boid1,5,0.5172929
Boid2,5,0.5172929
Boid3,5,0.5172929
Boid4,5,0.5172929
Boid5,5,0.5172929
Boid6,5,0.5172929
Boid7,5,0.5172929
Boid8,5,0.5172929
Boid9,5,0.5172929
Boid0,5,0.5234032
Boid1,5,0.5234032
Boid2,5,0.5234032
Boid3,5,0.5234032
Boid4,5,0.5234032
Boid5,5,0.5234032
Boid6,5,0.5234032
Boid7,5,0.5234032
Boid8,5,0.5234032
Boid9,5,0.5234032
Boid0,5,0.5288311
Boid1,5,0.5288311
Boid2,5,0.5288311
Boid3,5,0.5288311
Boid4,5,0.5288311
Boid5,5,0.5288311
Boid6,5,0.5288311
Boid7,5,0.5288311
Boid8,5,0.5288311
Boid9,5,0.5288311
Boid0,5,0.5364677
Boid1,5,0.5364677
Boid2,5,0.5364677
Boid3,5,0.5364677
Boid4,5,0.5364677
Boid5,5,0.5364677
Boid6,5,0.5364677
Boid7,5,0.5364677
Boid8,5,0.5364677
Boid9,5,0.5364677
Boid0,5,0.5427523
Boid1,5,0.5427523
Boid2,5,0.5427523
Boid3,5,0.5427523
Boid4,5,0.5427523
Boid5,5,0.5427523
Boid6,5,0.5427523
Boid7,5,0.5427523
Boid8,5,0.5427523
Boid9,5,0.5427523
Boid0,5,0.5508018
Boid1,5,0.5508018
Boid2,5,0.5508018
Boid3,5,0.5508018
Boid4,5,0.5508018
Boid5,5,0.5508018
Boid6,5,0.5508018
Boid7,5,0.5508018
Boid8,5,0.5508018
Boid9,5,0.5508018
Boid0,5,0.5572619
Boid1,5,0.5572619
Boid2,5,0.5572619
Boid3,5,0.5572619
Boid4,5,0.5572619
Boid5,5,0.5572619
Boid6,5,0.5572619
Boid7,5,0.5572619
Boid8,5,0.5572619
Boid9,5,0.5572619
Boid0,5,0.5632001
Boid1,5,0.5632001
Boid2,5,0.5632001
Boid3,5,0.5632001
Boid4,5,0.5632001
Boid5,5,0.5632001
Boid6,5,0.5632001
Boid7,5,0.5632001
Boid8,5,0.5632001
Boid9,5,0.5632001
Boid0,5,0.5692092
Boid1,5,0.5692092
Boid2,5,0.5692092
Boid3,5,0.5692092
Boid4,5,0.5692092
Boid5,5,0.5692092
Boid6,5,0.5692092
Boid7,5,0.5692092
Boid8,5,0.5692092
Boid9,5,0.5692092
Boid0,5,0.5758662
Boid1,5,0.5758662
Boid2,5,0.5758662
Boid3,5,0.5758662
Boid4,5,0.5758662
Boid5,5,0.5758662
Boid6,5,0.5758662
Boid7,5,0.5758662
Boid8,5,0.5758662
Boid9,5,0.5758662
Boid0,5,0.5821556
Boid1,5,0.5821556
Boid2,5,0.5821556
Boid3,5,0.5821556
Boid4,5,0.5821556
Boid5,5,0.5821556
Boid6,5,0.5821556
Boid7,5,0.5821556
Boid8,5,0.5821556
Boid9,5,0.5821556
Boid0,5,0.5880597
Boid1,5,0.5880597
Boid2,5,0.5880597
Boid3,5,0.5880597
Boid4,5,0.5880597
Boid5,5,0.5880597
Boid6,5,0.5880597
Boid7,5,0.5880597
Boid8,5,0.5880597
Boid9,5,0.5880597
Boid0,5,0.5938752
Boid1,5,0.5938752
Boid2,5,0.5938752
Boid3,5,0.5938752
Boid4,5,0.5938752
Boid5,5,0.5938752
Boid6,5,0.5938752
Boid7,5,0.5938752
Boid8,5,0.5938752
Boid9,5,0.5938752
