Boid23,0,1.003748
Boid23,2.530661,2.011099
Boid23,3.200138,3.014972
Boid23,3.03582,4.020902
Boid23,4.857259,5.026196
Boid23,4.403217,6.026796
Boid23,3.810034,7.028654
