Boid,Speed,Time,
Boid0,1.139,.000
Boid1,5.054,.000
Boid2,5.225,.000
Boid3,3.296,.000
Boid4,10.338,.000
Boid5,8.727,.000
Boid6,3.567,.000
Boid7,1.678,.000
Boid8,2.620,.000
Boid9,4.038,.000
Boid10,6.829,.000
Boid11,4.645,.000
Boid12,3.329,.000
Boid13,3.490,.000
Boid14,2.960,.000
Boid15,6.263,.000
Boid16,1.149,.000
Boid17,6.412,.000
Boid18,6.169,.000
Boid19,9.959,.000
Boid20,2.817,.000
Boid21,4.982,.000
Boid22,4.652,.000
Boid23,3.569,.000
Boid24,2.783,.000
Boid25,1.952,.000
Boid26,2.891,.000
Boid27,2.956,.000
Boid28,6.342,.000
Boid29,5.455,.000
Boid30,5.248,.000
Boid31,9.071,.000
Boid32,5.619,.000
Boid33,4.112,.000
Boid34,5.312,.000
Boid35,9.331,.000
Boid36,5.527,.000
Boid37,4.931,.000
Boid38,4.443,.000
Boid39,9.776,.000
Boid40,3.842,.000
Boid41,6.205,.000
Boid42,6.120,.000
Boid43,7.049,.000
Boid44,5.761,.000
Boid45,7.898,.000
Boid46,2.625,.000
Boid47,6.084,.000
Boid48,3.100,.000
Boid49,3.970,.000
Boid50,4.493,.000
Boid51,7.622,.000
Boid52,7.360,.000
Boid53,3.328,.000
Boid54,5.493,.000
Boid55,5.439,.000
Boid56,4.339,.000
Boid57,7.785,.000
Boid58,1.617,.000
Boid59,7.607,.000
Boid60,4.714,.000
Boid61,7.661,.000
Boid62,5.275,.000
Boid63,1.152,.000
Boid64,4.709,.000
Boid65,8.501,.000
Boid66,9.467,.000
Boid67,9.502,.000
Boid68,2.763,.000
Boid69,1.685,.000
Boid70,8.921,.000
Boid71,3.002,.000
Boid72,3.333,.000
Boid73,7.191,.000
Boid74,3.740,.000
Boid75,4.165,.000
Boid76,5.253,.000
Boid77,5.934,.000
Boid78,5.935,.000
Boid79,5.225,.000
Boid80,2.657,.000
Boid81,5.934,.000
Boid82,4.541,.000
Boid83,2.724,.000
Boid84,4.192,.000
Boid85,10.127,.000
Boid86,2.692,.000
Boid87,8.929,.000
Boid88,10.194,.000
Boid89,9.868,.000
Boid90,5.225,.000
Boid91,2.663,.000
Boid92,7.938,.000
Boid93,6.504,.000
Boid94,5.116,.000
Boid95,7.009,.000
Boid96,5.527,.000
Boid97,2.762,.000
Boid98,5.394,.000
Boid99,4.245,.000
Boid100,4.239,.000
Boid101,1.000,.000
Boid102,2.344,.000
Boid103,8.039,.000
Boid104,4.847,.000
Boid105,7.580,.000
Boid106,1.000,.000
Boid107,5.350,.000
Boid108,2.094,.000
Boid109,3.156,.000
Boid110,1.000,.000
Boid111,4.593,.000
Boid112,5.802,.000
Boid113,4.771,.000
Boid114,8.062,.000
Boid115,4.127,.000
Boid116,3.662,.000
Boid117,9.671,.000
Boid118,3.297,.000
Boid119,5.087,.000
Boid120,1.000,.000
Boid121,3.143,.000
Boid122,6.985,.000
Boid123,5.345,.000
Boid124,2.655,.000
Boid125,4.385,.000
Boid126,8.909,.000
Boid127,4.877,.000
Boid128,5.906,.000
Boid129,1.066,.000
Boid130,3.827,.000
Boid131,6.164,.000
Boid132,5.804,.000
Boid133,1.327,.000
Boid134,7.595,.000
Boid135,3.926,.000
Boid136,4.047,.000
Boid137,3.750,.000
Boid138,5.135,.000
Boid139,3.305,.000
Boid140,5.548,.000
Boid141,2.762,.000
Boid142,3.965,.000
Boid143,3.547,.000
Boid144,6.578,.000
Boid145,2.451,.000
Boid146,4.531,.000
Boid147,5.118,.000
Boid148,2.739,.000
Boid149,2.201,.000
Boid0,1.963,.020
Boid1,3.744,.020
Boid2,5.171,.020
Boid3,3.325,.020
Boid4,10.614,.020
Boid5,8.954,.020
Boid6,4.415,.020
Boid7,2.181,.020
Boid8,2.594,.020
Boid9,4.422,.020
Boid10,7.082,.020
Boid11,4.525,.020
Boid12,3.318,.020
Boid13,4.008,.020
Boid14,3.379,.020
Boid15,6.231,.020
Boid16,3.875,.020
Boid17,6.785,.020
Boid18,6.348,.020
Boid19,9.176,.020
Boid20,3.061,.020
Boid21,5.396,.020
Boid22,5.550,.020
Boid23,4.089,.020
Boid24,3.325,.020
Boid25,2.314,.020
Boid26,3.539,.020
Boid27,2.964,.020
Boid28,6.576,.020
Boid29,5.473,.020
Boid30,5.540,.020
Boid31,9.178,.020
Boid32,5.936,.020
Boid33,4.974,.020
Boid34,5.833,.020
Boid35,9.349,.020
Boid36,5.591,.020
Boid37,5.311,.020
Boid38,5.292,.020
Boid39,10.071,.020
Boid40,3.773,.020
Boid41,6.317,.020
Boid42,6.423,.020
Boid43,7.240,.020
Boid44,4.633,.020
Boid45,8.239,.020
Boid46,2.600,.020
Boid47,6.239,.020
Boid48,3.711,.020
Boid49,6.381,.020
Boid50,4.482,.020
Boid51,7.609,.020
Boid52,7.825,.020
Boid53,4.171,.020
Boid54,5.746,.020
Boid55,6.006,.020
Boid56,4.376,.020
Boid57,7.707,.020
Boid58,2.955,.020
Boid59,9.379,.020
Boid60,4.823,.020
Boid61,7.738,.020
Boid62,5.672,.020
Boid63,1.942,.020
Boid64,4.728,.020
Boid65,4.616,.020
Boid66,9.682,.020
Boid67,9.740,.020
Boid68,1.138,.020
Boid69,2.590,.020
Boid70,6.141,.020
Boid71,3.403,.020
Boid72,4.549,.020
Boid73,7.105,.020
Boid74,3.990,.020
Boid75,4.204,.020
Boid76,7.714,.020
Boid77,6.695,.020
Boid78,2.407,.020
Boid79,5.171,.020
Boid80,2.636,.020
Boid81,7.349,.020
Boid82,6.054,.020
Boid83,2.710,.020
Boid84,4.773,.020
Boid85,10.063,.020
Boid86,3.387,.020
Boid87,8.921,.020
Boid88,10.115,.020
Boid89,9.806,.020
Boid90,5.171,.020
Boid91,3.379,.020
Boid92,8.122,.020
Boid93,7.109,.020
Boid94,5.145,.020
Boid95,7.104,.020
Boid96,5.822,.020
Boid97,3.376,.020
Boid98,4.087,.020
Boid99,3.782,.020
Boid100,4.456,.020
Boid101,2.038,.020
Boid102,3.317,.020
Boid103,8.014,.020
Boid104,5.144,.020
Boid105,7.756,.020
Boid106,1.364,.020
Boid107,5.342,.020
Boid108,2.345,.020
Boid109,3.551,.020
Boid110,1.000,.020
Boid111,4.886,.020
Boid112,6.381,.020
Boid113,5.058,.020
Boid114,8.191,.020
Boid115,2.458,.020
Boid116,3.920,.020
Boid117,9.457,.020
Boid118,3.628,.020
Boid119,5.144,.020
Boid120,1.000,.020
Boid121,3.160,.020
Boid122,6.934,.020
Boid123,5.840,.020
Boid124,2.845,.020
Boid125,5.992,.020
Boid126,9.107,.020
Boid127,5.333,.020
Boid128,6.559,.020
Boid129,1.610,.020
Boid130,3.976,.020
Boid131,6.468,.020
Boid132,6.114,.020
Boid133,2.091,.020
Boid134,3.861,.020
Boid135,5.846,.020
Boid136,4.345,.020
Boid137,3.792,.020
Boid138,5.363,.020
Boid139,3.329,.020
Boid140,5.676,.020
Boid141,3.518,.020
Boid142,4.015,.020
Boid143,4.048,.020
Boid144,5.086,.020
Boid145,2.562,.020
Boid146,4.571,.020
Boid147,5.535,.020
Boid148,2.727,.020
Boid149,2.405,.020
Boid0,2.526,.254
Boid1,2.503,.254
Boid2,4.845,.254
Boid3,3.278,.254
Boid4,9.352,.254
Boid5,7.636,.254
Boid6,4.494,.254
Boid7,1.756,.254
Boid8,2.431,.254
Boid9,6.174,.254
Boid10,4.255,.254
Boid11,3.774,.254
Boid12,2.908,.254
Boid13,4.593,.254
Boid14,3.769,.254
